	NPM1	NF1
BA2153	1332.816741811144	146.4827052853341
BA2155	622.2423014753186	71.92339924235235
BA2156	1074.5038515599235	168.64129625232474
BA2162	778.2497983533087	147.29495642603302
BA2163	223.2537483038432	217.2043669052266
BA2168	601.0720984230471	130.512102414608
BA2169	516.0195797315341	178.1356567294738
BA2171	1061.4786451829148	234.8583259532597
BA2172	1287.0055436621851	185.11095536230036
BA2174	696.0172286284242	238.4854486070038
BA2175	260.5439360028544	31.956107621459708
BA2184	2463.2686174497367	330.1887594161088
BA2195	670.5622004357298	94.9760301511449
BA2198	1049.075510739173	126.84489183593952
BA2200	1261.8336568870727	253.9343726061422
BA2201	528.392967233764	76.38543599082593
BA2209	570.0690307443629	207.73969039082704
BA2211	923.4013369229688	193.69321339903547
BA2212	1007.770093849506	150.1149855232797
BA2217	796.1217281067376	173.74162856094
BA2218	980.2861304378382	85.42607037036069
BA2220	1088.5479229850198	105.89447496974996
BA2221	462.6346118706649	87.92724303286738
BA2224	450.7727293122928	99.58333873414824
BA2226	1561.7267752207028	286.37231184395824
BA2227	1484.8600612508585	327.7142740138492
BA2228	1002.7951329084158	148.83302195542166
BA2229	739.9451921049645	230.9272500432621
BA2233	705.738534250204	198.79246681895413
BA2234	490.6901268806392	133.53026760274443
BA2235	814.7086737810646	137.30408373585547
BA2236	605.2559180330528	236.6977944710083
BA2239	412.5526305973175	93.44595003721206
BA2240	745.4724319780298	349.65596137257995
BA2242	509.9414329889662	288.5091193991156
BA2244	629.1368278218373	189.13614877568463
BA2245	758.2510606724079	206.20598869395417
BA2248	679.4893308357255	103.99306477060202
BA2249	658.7512101504512	131.64751962240132
BA2251	755.9943601096353	168.5185793587882
BA2256	1283.454827897522	177.37594734399633
BA2260	602.2486722673628	91.46311349201132
BA2261	260.3798915540851	95.638364990932
BA2269	156.37701984571055	127.34637686870389
BA2271	614.6193313222725	178.74582923309202
BA2272	591.9207587970398	155.30969220772613
BA2273	644.2525895111285	82.10327672445598
BA2275	364.4297515366776	179.28463600626125
BA2276	697.587447898928	77.65718078840119
BA2277	943.3400328148904	203.6065735095337
BA2280	1004.94611384118	384.3268511749896
BA2281	863.6605245517009	148.70915295462936
BA2282	324.393978170259	67.04868900711168
BA2286	1328.999781594469	201.80223865128715
BA2288	455.5463179206064	132.16680416497255
BA2292	1298.6812646977733	106.58922238443596
BA2294	848.8785684166138	154.65930575825166
BA2296	1325.403998605232	124.91800887503584
BA2300	939.0940160128016	127.68776719943128
BA2301	488.0176138114469	102.8235989089254
BA2302	946.291846283592	143.47247258145103
BA2304	211.8367791671397	58.26545447919322
BA2306	903.1965430837348	191.29686259218525
BA2308	864.6272963665753	211.6825983608057
BA2309	701.0796877449628	67.00275595385449
BA2311	410.7591668153338	104.19731581066932
BA2312	595.3337787941205	156.40969992181428
BA2316	413.38349335322766	78.52938685382075
BA2322	859.3419127783453	67.9089880251087
BA2325	220.1254937100288	84.63892612993457
BA2329	512.6317147537262	58.569892419639714
BA2334	464.9170461733081	105.09829684011098
BA2339	243.77804321618365	75.60546526741308
BA2344	1340.8550906328896	141.96156499550946
BA2347	364.3800229217686	66.77803076811274
BA2348	163.93391881152792	55.136801578737725
BA2350	205.14012688063923	91.19479049601118
BA2354	1408.9573387502232	113.2548155663928
BA2355	862.0305989393275	120.526364356186
BA2357	794.657434437795	114.73993656372434
BA2360	1030.7379387707658	169.86331229535077
BA2361	513.4423628342984	101.58710933354486
BA2363	344.86871827308266	35.095611280938215
BA2369	937.0679262827268	189.42521296233164
BA2374	771.0671237505202	90.40492261621532
BA2375	710.0841410013136	178.2945435585226
BA2376	218.30598398719843	49.77597347964191
BA2377	1622.4409367110504	209.4103095988851
BA2379	327.67647896765544	124.56604347639134
BA2385	629.0617584888932	47.80464009196283
BA2386	1106.665981716646	231.55889311260623
BA2387	736.6278426507079	153.3348976809124
BA2394	657.7855652324344	95.31685868127607
BA2399	864.3984968401477	148.13163782499456
BA2400	2254.040086605362	205.685906014256
BA2402	1134.154095914627	180.8329650691468
BA2405	820.4803562064473	79.99933475446306
BA2406	456.6730382696226	34.71633495236259
BA2409	385.228020780962	129.54548333633426
BA2410	1751.5486011774435	225.8440833603437
BA2412	147.4767876546814	36.32016613028614
BA2413	925.7269136162876	222.15236454691257
BA2414	1176.179727209329	198.15717400889827
BA2415	353.0132654329998	34.29848221862546
BA2417	669.4242768019808	114.89562170147244
BA2418	446.6115652216221	135.68566336616163
BA2420	676.1388948355741	92.4940177792892
BA2421	652.40884920828	91.31185986416747
BA2423	454.8711856068592	84.67758172475536
BA2425	501.2239867659224	162.79491087118302
BA2426	663.0178800607644	55.81249060280109
BA2427	540.9455429593949	49.06504183977397
BA2429	601.2368535007055	151.06596918946528
BA2440	864.9314706693265	135.89464622431606
BA2441	426.286356952486	303.9044042244336
BA2442	879.8042389053774	213.18153533200555
BA2446	510.3299158814339	68.07249241660844
BA2449	1681.7064353946707	171.94192740645337
BA2450	610.9593803553956	203.05409982012395
BA2452	1163.743883834206	193.1247259182125
BA2454	746.6038066894803	131.56553160502267
BA2455	391.66645988420186	82.35449417281512
BA2456	398.93355741524624	61.180971099669165
BA2459	1217.259273315061	87.45011280306524
BA2461	437.2737507906388	85.85159772017813
BA2463	360.23872832838674	41.31280183229365
BA2464	1016.4529736129356	107.24054284277707
BA2469	388.68277623704574	251.0946035683642
BA2470	458.3478089167842	124.4127267962813
BA2472	448.142230926007	96.75468631074348
BA2473	896.6319358622964	135.90179155823498
BA2474	576.5140768852344	90.10814805826662
BA2477	1492.919436200176	251.96199370434655
BA2479	400.1256540002271	58.5148987250125
BA2480	479.7529076587901	185.00097066910075
BA2481	352.03703244187113	45.24202580176599
BA2482	806.8147480497577	179.89138144862451
BA2483	686.6408121009639	170.9383763555678
BA2485	623.2291195662164	174.4791578442435
BA2488	455.1400430864378	125.0322329857764
BA2489	833.1166755866947	60.39576113585825
BA2492	305.4961462776453	63.18416194926038
BA2494	745.3470444974241	95.09040528581576
BA2496	350.98358687836867	45.25937170899411
BA2497	459.7626223800796	42.28054193054178
BA2499	1217.775132313747	101.23626725514532
BA2500	514.9298856073997	199.5066088787393
BA2501	830.2044278477865	120.03527020920772
BA2502	476.4838112305855	129.68288700469952
BA2505	918.0959413873074	175.77268062103064
BA2507	550.1468014942398	148.35611675642977
BA2510	820.2867797077474	37.039426921791566
BA2511	310.93955302551126	43.14309877006726
BA2512	297.93169204820055	84.18061058654125
BA2514	723.5138127983478	136.22047089526455
BA2515	612.5478235131935	63.079763869883294
BA2520	564.1537758748386	91.07509546057814
BA2521	806.8959630116178	188.9495712148245
BA2523	876.4798096520109	231.1519510714657
BA2524	932.2471493753278	89.18268298048588
BA2525	452.6349581299297	33.4185441002891
BA2526	991.6935678489758	193.6457426221941
BA2528	1096.7780299712938	156.4198357593167
BA2532	503.9772779859117	136.4370444751564
BA2534	849.6433997199651	252.0719388356896
BA2538	629.4073879455286	163.56922986240653
BA2539	540.738273406964	89.42632790129001
BA2540	590.9540621266428	102.9294284547094
BA2541	728.8260535093553	65.6930492624528
BA2545	648.3802061877964	93.36255824417232
BA2546	415.89057639598445	68.15655886655676
BA2552	1513.8748690377722	371.11845971912896
BA2559	918.4328148905	139.1365522105781
BA2561	739.2354252150267	39.73792927932083
BA2563	885.8825870243328	174.09947387656885
BA2564	629.3532304016176	85.07499451835139
BA2567	277.4422268714489	30.7649353050662
BA2570	1043.7081028992793	289.1494765836638
BA2575	262.3730990879947	49.55685552128676
BA2577	1035.3017753558552	118.70210933626588
BA2579	450.1977121479968	141.5662109630884
BA2583	1189.1920127907792	175.38868962690978
BA2584	417.45356017234576	57.36722309793788
BA2587	700.5979416359871	156.35443522543525
BA2588	1028.234218578526	190.10730529365503
BA2589	619.5497034766485	160.10103382389008
BA2592	1867.4451383144929	206.67516523469448
BA2593	30.216245262924573	0.131948509740975
BA2594	471.76923698622	115.70215184308827
BA2595	728.5423506706239	39.45864383623836
BA2597	291.1802821431854	97.936434541528
BA2600	1026.358264270693	183.1853616101156
BA2603	997.7895295090742	132.7224555535752
BA2618	1059.6245403482594	125.13469547601136
BA2619	338.8937511150036	65.80756208405029
BA2620	1013.7357555263628	136.00222939519455
BA2621	568.0501856987626	163.23017498489295
BA2622	924.7093827881304	121.40379419765218
BA2623	1685.5629243095086	201.24225278348143
BA2629	581.1126569789759	40.404138271266014
BA2631	1104.972238981063	109.59519540707544
BA2634	300.3963011617661	178.5576422875698
BA2636	796.1060126394092	119.06478603350848
BA2639	844.8043216183632	180.8138917906739
BA2644	469.5073738897269	91.2566416483229
BA2645	504.72606810576457	76.16513839589086
BA2646	960.7262432626762	159.00708462304976
BA2649	1080.6947366429338	103.47973972281912
BA2651	611.5752231358493	69.82136680760968
BA2653	479.9423668888565	97.22040551437576
BA2655	3006.760720792315	274.1036597231043
BA2656	515.111804440552	91.65100885209748
BA2657	670.4658708920568	109.05733959704034
BA2658	822.1004835736335	130.20636621989172
BA2659	665.0327259605249	84.44632986861905
BA2660	633.3081399309104	89.78421103698174
BA2662	563.9060399401005	62.0646160314211
BA2663	384.0622309800679	135.66967309315947
BA2667	699.1675473166935	131.0534229598689
BA2670	556.247398865805	162.34339961552118
BA2674	788.029841818172	147.0979160005437
BA2675	888.7174232472146	171.949167646683
BA2676	594.9186609686609	91.48180314484172
BA2677	723.0592208761088	161.03891322846772
BA2681	852.3623939733047	70.04019857231029
BA2682	1025.8745054790595	109.11172435395687
BA2685	1397.4403485298174	163.1492191604278
BA2688	543.2713361661179	25.648700935483525
BA2691	699.9592746665802	110.47005559851227
BA2694	604.8506779221202	78.54970935159275
BA2695	228.327273120442	60.81625844565557
BA2697	162.9009241689507	87.08814851074648
BA2701	404.0787105964525	152.1665461230095
BA2704	772.0218738005265	201.20381554401783
BA2705	822.3340004432984	341.2926798773445
BA2707	1183.7208571876502	86.74408613423792
BA2709	642.9937530071306	89.34929908737492
BA2712	275.18527411516027	121.8668429618196
BA2714	1089.2757767181863	192.9030108214692
BA2715	186.5656405931548	155.77432060481345
BA2718	751.0675140693169	139.00641014037672
BA2720	334.11912913497355	43.36677119694078
BA2721	903.5602547884332	265.52723888228604
BA2722	346.3585867432167	167.37349745602896
BA2723	563.9445790557744	160.4939192604911
BA2724	491.9553020105202	109.31239860907291
BA2726	143.37951907534452	67.6526031910199
BA2727	1173.7689255961552	94.5353950808028
BA2728	465.0237751179877	183.55938591740525
BA2731	365.5634246419825	107.27800255164831
BA2733	514.8910059088427	56.24385956314274
BA2735	800.4159438741033	147.8262491538163
BA2737	264.6952388675349	78.27415765988898
BA2742	575.0250498710651	129.95283163495762
BA2744	387.18518572579296	33.77381747949175
BA2746	423.7452704930883	83.86915751314284
BA2747	772.1544821788654	62.27748732776638
BA2748	1670.3396787168135	199.25488871332868
BA2751	717.8080804640579	119.3254783695873
BA2756	1070.2849670499577	85.26857123717195
BA2758	372.488942949664	57.32248577768649
BA2760	688.8624991215123	145.6582421432596
BA2762	748.467100774691	191.9918527694903
BA2764	507.4000873081517	112.03677400504952
BA2765	346.5598906891127	151.23552413719125
BA2769	937.997915686815	139.97004102912095
BA2772	919.4501013639534	119.91695093878694
BA2775	895.8461730377292	142.37797575702365
BA2776	789.1117452440033	210.7570629268887
BA2778	252.16897073690248	104.64943656261444
BA2782	411.25405969390783	95.5382653865288
BA2786	1017.1961446558222	100.28994245785098
BA2787	108.40598669023716	41.04953227327876
BA2789	1618.122396838526	180.57875038543253
BA2791	811.8649440200674	88.89145755618246
BA2792	604.6067765181617	43.79211018690363
BA2798	1647.6899241527326	216.74514018367236
BA2801	552.9479270395778	95.49222064689803
BA2802	234.14630062115836	181.44247096762143
BA2804	665.881343626505	159.40234247738303
BA2806	840.0548949328835	220.58941345398543
BA2808	469.8686963784686	48.49155366434125
BA2809	930.8864275017974	192.4826987219994
BA2811	663.6167872221953	103.90778382500056
BA2812	749.312202327857	63.29461370691892
BA2813	957.5760624293832	135.21858205685575
BA2814	293.71596549841337	42.45775692519901
BA2816	752.8378244322266	108.00098695013564
BA2817	351.95401752650326	166.47145168901284
BA2820	865.4545735415754	138.81448881402198
BA2821	2371.325536958649	351.9780878770896
BA2822	215.4960941089973	26.705595800531245
BA2824	576.7209758510517	205.53801514045847
BA2828	479.1570122231413	102.89567819352284
BA2829	784.2386521026938	242.33983194955127
BA2830	1141.5309943938978	98.5229049066421
BA2832	407.43550035950415	133.52973932243407
BA2836	607.1262448844991	152.18203301703952
BA2837	1417.0200884434282	284.90182762062886
BA2839	1032.6478402720338	94.94255129550952
BA2840	734.1717773020431	30.61186595745973
BA2841	1036.7043470269275	55.33534050785352
BA2842	228.7911197067744	90.91663503687948
BA2843	615.9127578023213	89.31518458610059
BA2844	1037.040134178844	166.41325673111845
BA2846	987.7766660179371	184.4292886686244
BA2850	693.2482176162441	120.0296485527902
BA2851	920.4008279407708	192.33548881236496
BA2852	502.9553566119032	63.33031704535766
BA2855	366.4419649469934	71.99266493479804
BA2856	277.78051406391074	182.44398582682192
BA2858	740.5258261837957	83.47971274712972
BA2860	556.5620209539564	62.6038407485975
BA2861	720.9004749239097	110.33834810966074
BA2865	936.7973710245058	31.00540326828447
BA2866	1145.7009011931214	197.19219437101748
BA2867	600.1219905718008	157.50388934653276
BA2868	1262.2588502894955	122.76092055850206
BA2870	1655.2631343356202	110.29051242164029
BA2871	758.5105856403769	97.75384815513968
BA2872	632.8420968552848	185.24782943911865
BA2876	487.8495185887976	39.54924914309381
BA2879	328.9332649464527	99.75597906454227
BA2880	580.266846418744	101.5909856776464
BA2882	348.9782486471291	112.198336489372
BA2883	980.8921592954798	203.20276533728472
BA2885	584.675805911005	187.98064074137977
BA2887	833.5378119982483	392.3699241261624
BA2889	11.11113165420566	0.1338236807905606
BA2893	979.5526408688648	186.1761368733409
BA2901	502.84667742476097	41.17385408187821
BA2902	677.532784346162	145.85444383485867
BA2903	92.12239819004525	133.66038215570987
BA2904	904.2007906388362	241.73197871780164
BA2905	901.6889989025664	109.43006937813156
BA2906	540.124421955162	152.91529910720683
BA2908	1627.852852246495	173.5960498164805
BA2909	293.81904452986055	77.32406557089642
BA2910	884.2278867102398	271.8085988903684
BA2911	1306.9618098466296	269.4633451313588
BA2914	485.5022989344621	166.5248167599512
BA2915	193.79876254885744	6.823141893971271
BA2921	517.9687209761212	101.46207330874968
BA2922	1084.8573244241177	171.04246058528
BA2923	191.5378982251848	48.75808345329777
BA2926	1145.5128991712484	161.0086066472505
BA2928	625.8136562924038	62.06281378530893
BA2930	490.4689009985025	117.55326188747804
BA2932	1051.9673283705542	231.47952642480772
BA2934	267.73616773977307	73.61106151530505
BA2935	465.6807513907135	121.30769117899668
BA2937	438.1839204333512	92.81814116327772
BA2939	839.9306411067321	176.43003976228755
BA2944	2702.777395838402	156.2191679164993
BA2947	810.1165826021614	28.704400954899704
BA2948	449.2274923368851	86.39156252488048
BA2950	1530.0694180898165	284.7990532041516
BA2951	1227.5886415608425	123.15440535801449
BA2952	869.2233339820627	106.08321567639236
BA2953	774.7044424441958	72.6736446430472
BA2955	256.63889402466253	39.289600749030285
BA2956	183.01066727214732	35.637509346040545
BA2962	1451.2623334252364	197.011970114943
BA2970	946.398906620823	109.85782570547326
BA2972	1026.7777766965623	127.08058682876558
BA2976	683.1204076723053	114.81212472094064
BA2978	464.58234050719807	81.53187295323688
BA2981	621.2470369289155	51.709594321698575
BA2984	520.8918719624603	218.1342249651564
BA2986	832.4564972942583	138.6981976983092
BA2989	920.0848729842088	89.55920784850588
BA2992	1041.5548462781858	174.1559179385256
BA2993	491.05819399168536	116.75603556885608
BA2994	785.3881374441148	205.2736444741335
BA2995	449.5155035490899	78.43786635139111
BA2999	552.3388942949664	139.17052067665466
BA3001	1129.111035426026	225.6917911104391
BA3002	659.5671624039745	248.3132071115166
BA3004	608.8655211188418	146.41442949193342
BA3006	686.8338060948117	131.7007986752833
BA3008	11.51543597312098	0.1640866873065015
BA3009	968.8853581796652	180.9021355226272
BA3010	788.2352370835292	99.1017100390366
BA3011	1174.4513158392665	125.40261175284284
BA3013	1322.5793152662222	142.63889820812068
BA3023	1016.7990890759392	54.85346455292598
BA3025	798.135854727885	111.54561761093512
BA3027	340.03372040848325	70.52398475728634
BA3029	410.3348435210863	86.19693989402455
BA3030	1042.6969417819512	328.0056889573503
BA3037	797.9145545121826	175.74270593972224
BA3038	713.6829370678516	210.31260336505892
BA3040	660.2632048849315	45.92094926849498
BA3042	931.8311100839564	161.0984766462048
BA3043	279.9617955205242	49.45710026791884
BA3049	207.29493991144847	5.969525693002183
BA3051	339.437373835666	63.69881256596946
BA3053	1161.117478118901	152.00397168269578
BA3064	813.2238767522448	201.18480931502572
BA3067	416.5995321039913	211.5006340656422
BA3068	474.1563883617963	161.26744110478273
BA3070	339.9132421868665	123.30358870257324
BA3071	652.5728820339826	302.56906291281126
BA3072	804.6387356265915	312.38037262704427
BA3075	496.471499159355	143.48506077086566
BA3076	81.37013601691021	26.082152629232723
BA3077	292.37187434113434	159.83900132526296
BA2040	349.69960914059584	88.19640703584804
BA2160	744.3734083156284	246.74003776373183
BA2303	466.2822802294339	140.43353398736284
BA2353	1485.7038680484602	188.11794952171155
BA2516	1353.2147402109454	152.53780232404594
BA2590	1523.4713137308963	227.36806320229115
BA2647	870.3129289046745	237.84824537527427
BA2891	336.83052028089986	137.26092975764416
BA2924	976.1428747898389	223.39027855209372
BA2971	505.3896184390491	96.0791157225974
BA3036	1025.9031484995432	255.0629685648225
BA3059	510.4763178665455	138.96931091404295
BA3073	1094.6638568578796	206.23744466270267
BA3078	1754.591333246836	272.10248263389946
BA3079	431.9970312525341	95.45282804110204
BA3083	725.7093890051196	187.27367058107345
BA3084	553.1452326505457	122.53649006969673
BA3085	822.0770439027555	100.0252807550888
BA3087	553.7281107921524	460.9679911353937
BA3089	1441.7981759894474	269.6975290383345
BA3094	666.3864393951682	92.06918900047364
BA3095	575.4273650237596	224.0292272594461
BA3098	810.2804664904285	195.9334197562845
BA3099	1440.7947842164162	379.4322202086229
BA3103	880.7006576493295	165.5219665724583
BA3108	1116.0425466409336	245.96800360851293
BA3109	464.4950264086886	132.94133523996058
BA3110	814.3713610340745	204.93388712530657
BA3114	702.329696394687	157.21383862630557
BA3116	597.8538407477687	73.59934409793948
BA3117	2015.388904025906	320.83057620793136
BA3118	763.2028541386226	157.51342411451563
BA3119	1298.7989387869843	349.0966061070526
BA3123	1255.4020386318296	137.12699462957363
BA3124	477.8458167772209	65.26530944326079
BA3126	423.99651389091616	169.9058236447186
BA3128	1186.3903966439073	211.6879117781022
BA3130	233.4386967028333	95.15656155278732
BA3133	549.0701281780979	215.74995269209867
BA3135	1038.442520151154	268.0646847813542
BA3136	540.940548824989	145.78115232106128
BA3137	660.0267584618628	157.01974129618148
BA3138	966.202120533904	230.3337342749573
BA3139	855.8008563226781	146.6748115601303
BA3141	1774.3111473318304	161.6339322558331
BA3142	824.7571762975938	87.31993589404239
BA3145	528.4546986922699	239.76856898668805
BA3146	725.3649442903712	177.31275979464104
BA3149	298.5571157495256	238.43616497424537
BA3152	363.9831249290453	61.44803798997775
BA3153	811.3751225828076	174.01100812406176
BA3154	370.1775347745936	97.4310714509888
BA3156	1109.895578098899	185.1834396431005
BA3157	2480.748065705467	212.8809027023121
BA3158	657.7132002897657	197.65957432697925
BA3162	714.675197727285	216.5056270416564
BA3163	195.51433178178908	203.77054518568227
BA3164	1008.312960530228	373.8136618371857
BA3167	840.9874422225464	56.156964704662514
BA3169	408.3182771371576	176.04742129671854
BA3171	429.371459965293	189.60298414759188
BA3173	1274.2222589835494	212.4418000765387
BA3174	431.0928118090357	199.79928936886176
BA3175	460.6366413121633	134.1322865400523
BA3176	1131.5578698973384	181.09546918820772
BA3177	1589.9558293733817	267.32574083128566
BA3178	594.9105526633041	32.73882697518744
BA3180	1006.5422133562552	419.6604107682547
BA3181	531.9213118387692	86.9043315247993
BA3182	860.6013371932727	195.0920648213859
BA3183	1452.5018110359665	326.7004993841674
BA3185	764.0343915730065	135.5257936694538
BA3186	751.7447561048131	228.04792465394772
BA3187	687.0293790579368	31.623910732206127
BA3189	1465.4198616584763	245.12282784132051
BA3190	1969.3769782189136	154.0637929559441
BA3191	527.9830311336004	101.14235690292196
BA3192	1367.003965898463	297.7905737654821
BA3194	1394.377379349865	310.918524770011
BA3195	1044.9377506392686	307.3614638898987
BA3197	548.1555041978191	244.1897443579869
BA3199	2515.3221311298166	247.9957365242724
BA3200	786.0146374954724	299.6221836051252
BA3202	942.3249593192666	129.54062246773063
BA3203	211.4520743119415	88.63157011379647
BA3206	768.6578817907091	160.66636813154207
BA3207	610.2534317780048	214.78979346649717
BA3208	725.6962238548577	209.98466747814996
BA3210	579.371670802316	183.7222378307674
BA3211	867.8536336949998	168.4096662558839
BA3212	418.7314906718132	291.1621455436483
BA3213	1182.0286665369206	291.1371797529326
BA3214	1508.198917703282	104.5490566409768
BA3216	769.5851381523106	266.1372244527796
BA3217	1054.5839942263094	297.1433427105736
BA3219	405.67563156500535	119.90002373940298
BA3221	323.3627515853322	92.46844618429596
BA3222	1299.7477518826663	242.922999828226
BA3225	244.59199900528176	201.68996241015256
BA3226	1198.9367643004266	229.2579314955156
BA3227	884.6789230552989	369.44084774026624
BA3228	1699.651916184174	261.688592673945
BA3229	1457.6311814441797	259.33312738653154
BA3230	851.0669537293826	164.73699657900582
BA3232	989.3361274644952	131.02815976202692
BA3234	353.9220257113047	165.37462228202543
BA3235	256.3899841601929	97.5061808076502
BA3237	908.5652540586128	185.799570863636
BA3240	1129.904696529839	242.02707234614763
BA3242	808.0003589635468	195.77664629601023
BA3243	982.3038385853376	176.0732364371607
BA3245	188.99372408461596	166.88278451382786
BA3249	732.8218429858848	195.3978303057858
BA3250	922.1440338528572	314.08124079364774
BA3251	645.5604391356763	195.1114629700192
BA3255	729.130756526487	257.62153547544665
BA3258	436.15525822129234	159.48135933204148
BA3260	597.834737832271	287.3856770699834
BA3261	851.1264468014942	228.1673867951175
BA3264	1008.8646188445048	198.38716106337813
BA3266	1099.2911862015278	433.9093043307268
BA3268	1565.3190037139752	342.55261383172257
BA3269	341.6989571676479	160.0554157433891
BA3270	1213.7520626888752	156.77269142461128
BA3271	1093.2358249944589	387.3141621798155
BA3273	347.9530317282689	160.85550541557942
BA3275	1011.5882582699472	421.4297222736951
BA3277	877.9821772436572	226.70907927311117
BA3280	674.5001746163038	226.69751458857772
BA3283	745.2731361196257	186.2344572851692
BA3285	967.122531449856	132.02922484641928
BA3286	731.4820710142343	186.44607428478997
BA3289	238.12410407780428	82.82537105336634
BA3290	1029.9254361353037	144.89704747162864
BA3293	1413.0951307459843	161.9473222177505
BA3295	932.6427912659412	229.0759670933194
BA3296	427.8514069316726	99.19248648903825
BA3297	893.9208885428998	367.57471107575816
BA3299	589.9627729393385	164.1004107601473
BA3300	894.1925952956312	294.9394480643322
BA3302	2408.314099861064	409.5298923056626
BA3305	827.2210853241214	123.60787672784537
BA3306	1343.657339561135	306.25190377252744
BA3308	881.6234802164594	157.64276285086086
BA3310	815.2354946831226	241.81235246916677
BA3311	513.4871384009905	227.63473509638317
BA3312	1227.0888629397168	321.22488174218654
BA3315	839.5602734394004	168.92193856793358
BA3317	2034.9302745746768	240.1562776082272
BA3318	956.6193970061142	240.52561135968892
BA3319	613.6266187147592	176.44505731116638
BA3322	564.6196105461761	89.25198258341283
BA3324	1384.1419514317995	317.5906148358328
BA3325	599.6057690956172	169.11445990425193
BA3326	640.3833479297427	112.45122013580422
BA3328	721.98301437476	378.8971653859671
BA3329	2373.4512366402305	157.7780232274986
BA3332	2481.439829005769	206.84935323170015
BA3333	1599.7125945387806	453.98521586512817
BA3334	704.5871421852446	83.5518074594422
BA3335	650.3192805051439	208.08253805060983
BA3339	627.5260683760683	94.23632198024836
BA3341	422.5509220065197	217.37821659093277
BA3345	299.2258375365586	95.71282361615005
BA3347	368.3798085707952	107.25679887057174
BA3351	1142.5853141201335	183.84015117269627
BA3352	1011.6294566351494	142.52121731092907
BA3353	1104.532697848922	169.65826102895142
BA3357	1505.841683020051	230.10965888564544
BA3362	501.1598058136958	66.30559672126034
BA3367	538.5840307173326	119.2584771410444
BA3369	1467.3830489736558	233.0697009394279
BA3371	1016.7981003043622	161.37983110943483
BA3373	1411.153177151754	434.5300220567231
BA3374	415.1038426398958	90.3308747655744
BA3375	543.9294977213383	185.2589113390073
BA3376	834.0129202549506	257.5822685803655
BA3379	1383.461035426026	302.81777996661253
BA3380	995.8626148115712	221.2996538343536
BA3381	1166.9602177568024	246.3283155559964
BA3384	616.6284097482389	73.83871681860033
BA3385	697.8763984171005	166.26396393899057
BA3386	1313.0847716202557	298.1066453189916
BA3388	572.69012552912	155.3495612647028
BA3390	442.02657546613904	139.13709376795416
BA3394	1974.1185533877187	272.9511856941777
BA3395	649.751488833747	32.835911513872546
BA3397	344.5770725549662	84.60717882884792
BA3399	303.9438205830995	77.34069004481765
