	WT1	RUNX1
BA3369	4.32487848767101	7.84567146798846
BA3078	2.03644880279444	8.29355254161206
BA3386	4.71967956133396	9.19512951707567
BA3445	-2.52860193285701	7.26066025557169
BA3452	4.45099662608198	7.46577618872004
BA3176	4.62178523619092	8.00107447892983
BA3258	-2.2313729742413	6.64862107605335
BA3295	4.0443841889074	7.58290428004672
BA3283	4.04672215210504	6.99719018449603
BA3390	-0.256578476181957	6.7421473941764
BA3275	1.15483203748155	8.79942491234482
BA3136	0.567085951906115	7.3634906067475
BA3190	-2.90198965929373	6.3129901827468
BA3234	0.678777713509964	7.18812871773308
BA3087	4.06401487195903	6.70026474055664
BA3454	5.31144747900552	8.91420804405317
BA3302	4.07877977370401	8.70980864868103
BA3117	2.72747661216038	6.92303478434711
BA3083	3.93035783278632	7.47111652375221
BA3266	4.21713539157627	8.10917947996904
BA3175	1.99295756555082	6.81811142246577
BA3268	4.90916379154876	7.69160326863138
BA3229	-1.51459060193487	8.43517613550052
BA3353	5.21007881246748	8.01965582601105
BA3312	1.93323034567971	6.59734342436169
BA3119	5.68535357501915	8.80867768640892
BA3138	-0.215560842284569	6.93219471408877
BA3219	-0.576724413844884	6.15742620510153
BA3388	0.325596608060987	7.17913715940168
BA3357	1.78295962451169	6.52988298875597
BA3351	4.55631560480699	6.67058412961645
BA3208	5.89165055148412	7.83130382680857
BA3310	5.26887133584046	8.26396477173174
BA3200	6.43739194293564	8.25974759702626
BA3325	5.29873886453286	7.82988769642495
BA3146	4.21290414058133	8.33560901482561
BA3211	4.49418167196418	8.91751782379931
BA3237	3.64844159262785	7.06020993945392
BA3130	-4.99483016516321	6.37928950311348
BA3376	5.62868512576849	8.81487669872437
BA3137	4.66009956525948	8.09619809378225
BA3300	4.19758383248503	7.27205163282357
BA3375	4.7544864013138	8.75098362594822
BA3249	6.96636526572417	7.22204702944845
BA3385	4.4543011664344	7.86087718753597
BA3242	3.14555866318589	8.04242466385173
BA3446	3.98610922971924	7.33163994376767
BA3416	3.59038811359781	6.70309367478267
BA3123	-1.57668320545483	6.44275689894875
