	BCOR	PTPN11
BA3345	0.0150528645546831	10.56551791674996
BA3347	0.0360453185643602	12.895248893688454
BA3351	0.0520292735900538	36.15111433085691
BA3352	0.0210876258727578	11.602828493127593
BA3353	0.0380230263085994	35.31452803631488
BA3357	0.0417131445366432	23.394936659638905
BA3362	0.0727430880637544	21.929829281753584
BA3367	0.0143257333060355	15.08460695321988
BA3369	0.0359909931898839	30.111459179936265
BA3371	0.0176013302567472	16.57214863696018
BA3373	0.0579552475488463	59.687482235387535
BA3374	0.0286854370474099	14.286142079384424
BA3375	0.0265854630580167	14.986029961281671
BA3376	0.0548563788280946	18.460625960877035
BA3379	0.0579145376705716	28.28338708702801
BA3380	0.0210264244450159	15.395065123545448
BA3381	0.0400685383131866	31.6022929834454
BA3384	0.0502011996937014	15.82572118593314
BA3385	0.0389675956654817	18.844695554238974
BA3386	0.0537554361803897	23.83686331483464
BA3388	0.0131568497876529	14.160480378577368
BA3390	0.0138500106009615	12.885807017959875
BA3394	0.0633444339851528	25.0992123120214
BA3395	0.033999806559773	26.164953144487377
BA3397	0.0626921196604486	42.49803859219085
BA3399	0.0272039435577118	9.217550243661025
BA3400	0.0999605105073379	20.49932304808881
BA3403	0.0834806144477627	40.07256786518545
BA3405	0.0296708528928967	18.77385346724309
BA3406	0.0793963298815242	22.99494518688369
BA3407	0.0499225601577248	25.57381689341782
BA3408	0.0330823315849639	16.372140642588597
BA3410	0.0157256704288544	20.956953686492668
BA3411	0.0370239949669111	23.686174665300918
BA3412	0.1635428741501926	30.806279236788768
BA3413	0.0281078030363194	20.1099448245558
BA3415	0.0581659462141452	58.24596658054627
BA3416	0.050004116524604	19.695638462196776
BA3417	0.0220730417182446	22.196288192458372
BA3418	0.0551348817537414	32.63184933979395
BA3421	0.0213526499125329	7.884860177730484
BA3422	0.0324774665814703	16.531991048470882
BA3423	0.0436907156705527	22.056976272015444
BA3427	0.0388656843594651	24.97543818115768
BA3430	0.0158887831626129	9.925872127763904
BA3431	0.0402927158643572	16.4322603052081
BA3433	0.0432081169122131	16.497331140038252
BA3434	0.0260554149784665	19.549469421478744
BA3435	0.0350191928405986	26.26993630818124
BA3436	0.0415840022382236	18.030821688180044
BA3438	0.072722733124617	32.097233187234345
BA3445	0.1426251004541291	21.016117689995312
BA3446	0.0352096731770899	11.215195744897262
BA3447	0.0088346355637125	3.2625258891737285
BA3448	0.0380637361868741	20.46619821409374
BA3449	0.034563825074662	27.228714859707505
BA3450	0.0785059492887884	26.141088273719884
BA3451	0.0344075883941692	19.54939345148004
BA3452	0.0436567452352138	20.50716139930494
BA3453	0.0427120392680017	14.797701231567332
BA3454	0.0551553733032086	38.03237898772129
