	IDH1	TP53
BA3283	4.52802366345833	4.76674888665219
BA3390	6.48606087387678	5.34118303710199
BA3275	5.95983280142242	6.32590234144832
BA3136	6.95277524354107	6.5835484694239
BA3190	3.77167081659145	4.91158461915654
BA3234	7.38666974161584	5.9027386298111
BA3087	7.023488210081	7.42202383501609
BA3454	7.90342171341614	7.2925108116234
BA3302	6.22020638596937	7.58759859001841
BA3117	6.29962436721057	7.35390839708449
BA3083	7.1646982323911	6.26033254809805
BA3266	7.13433489569232	6.52120608932454
BA3175	6.58201675131977	5.8625242189267
BA3268	6.01912446509313	7.34370807957505
BA3229	5.89918966262517	6.73467335194796
BA3353	6.21363363803942	7.34734759358865
BA3312	7.07025966230358	7.11817234858432
BA3119	5.61255399082521	7.49457772487061
BA3138	4.09314534792602	4.92243921737633
BA3219	7.40510623344956	6.14458786712028
BA3388	4.60437364883205	5.34047969998426
BA3357	5.97400576389771	6.87403385388121
BA3351	6.82369230677028	6.44710159988793
BA3208	6.47077724815555	6.7831717134386
BA3310	5.16463165990358	6.02657524046515
BA3200	6.14502031934272	7.51299557490928
BA3325	5.51500276467509	4.95195453348281
BA3146	7.13831231065164	6.79754404909056
BA3211	6.45249909303564	7.07770710445007
BA3237	4.78751391876221	5.46883804276646
BA3130	6.78491577385659	5.8309436081772
BA3376	7.68775219309565	7.06885426902192
BA3137	6.43000064848533	6.3931237186825
BA3300	5.75454478360845	7.25440312060941
BA3375	6.3544519231975	6.90161368403515
BA3249	5.2440093257159	5.51912136607038
BA3385	7.09119041085949	6.72296106322052
BA3242	5.9610279397687	6.60579006500373
BA3446	6.49002795768883	6.00513768153823
BA3416	6.56633757408764	7.48382605156173
BA3123	5.05648239319286	6.52477924694933
