	JAK2	STAG2
BA3300	0.018398928564524	0.0591966173361522
BA3302	0.0452693558153348	0.0961131891364449
BA3305	0.0281542336451802	0.0481379086030248
BA3306	0.0084162243563157	0.0359408033826638
BA3308	0.0280074228885713	0.0616360383802244
BA3310	0.0185291837247165	0.0390307367051553
BA3311	0.0688091174980584	0.0902585786306716
BA3312	0.0286752542859501	0.0735078874613758
BA3315	0.0195149893835902	0.0504147015774922
BA3317	0.0147902357869403	0.0583834769881281
BA3318	0.0237187223394702	0.0338266384778012
BA3319	0.0945469283333865	0.0697674418604651
BA3322	0.0214556791196438	0.0458611156285574
BA3324	0.0321889927073131	0.0941616523011871
BA3325	0.0214887903124767	0.0338266384778012
BA3326	0.027815324564991	0.0247194665799316
BA3328	0.0411152896487041	0.0704179541388843
BA3329	0.0204576970866315	0.0533420068303789
BA3332	0.0247795088285655	0.0596845015449666
BA3333	0.0365186016011077	0.0496015612294682
BA3334	0.0111218894571078	0.0474873963246056
BA3335	0.0196783557366156	0.0455358594893478
BA3339	0.0240929322236312	0.0546430313872174
BA3341	0.0120083615374829	0.0655391120507399
BA3345	0.044862996031036	0.0284599121808424
BA3347	0.0148089809944957	0.0297609367376809
BA3351	0.0252277382502529	0.0723694909741421
BA3352	0.0073476407153598	0.0318751016425435
BA3353	0.0258746348289374	0.0585461050577329
BA3357	0.0456579316847733	0.0736705155309806
BA3362	0.0238368011255242	0.0478126524638152
BA3367	0.0320918487399535	0.0439095787932997
BA3369	0.0924903494224179	0.0731826313221662
BA3371	0.0106008688163378	0.0513904699951211
BA3373	0.0297560143010446	0.0941616523011871
BA3374	0.0201331539917198	0.0305740770857049
BA3375	0.0139159400807037	0.0354529191738494
BA3376	0.0203252523153001	0.0535046348999837
BA3379	0.0288486074019751	0.0718816067653276
BA3380	0.0172022793745146	0.0260204911367702
BA3381	0.0665020150297044	0.0839160839160839
BA3384	0.0223321644370194	0.0502520735078874
BA3385	0.028852986624253	0.0596845015449666
BA3386	0.0259221120070477	0.0616360383802244
BA3388	0.0308864411053883	0.0398438770531793
BA3390	0.0494531152452156	0.0260204911367702
BA3394	0.0411605772156755	0.0661896243291592
BA3395	0.0274929710812182	0.0422832980972515
BA3397	0.0339310152863696	0.075947308505448
BA3399	0.0117665964246533	0.0395186209139697
BA3400	0.0166525267631897	0.0580582208489185
BA3403	0.0514356746186578	0.0650512278419255
BA3405	0.0750772265167676	0.0551309155960318
BA3406	0.0278649913542403	0.0336640104081964
BA3407	0.0090321993533063	0.0696048137908603
BA3408	0.018917759594155	0.0510652138559115
BA3410	0.0293055952682182	0.0391933647747601
BA3411	0.0292868500606629	0.0159375508212717
BA3412	0.0443354065568493	0.0541551471784029
BA3413	0.0187069160630193	0.0362660595218734
BA3415	0.0547894646165782	0.0870060172385753
BA3416	0.027957756099322	0.0518783542039356
BA3417	0.0313621741791868	0.0491136770206537
BA3418	0.0154393219767638	0.0679785330948121
BA3421	0.0084824467419814	0.0271588876240039
BA3422	0.0148233469797732	0.0375670840787119
BA3423	0.0106649015908646	0.019190112213368
BA3427	0.0386932592981303	0.0694421857212554
BA3430	0.0068641104897006	0.0300861928768905
BA3431	0.0163489184869722	0.0494389331598633
BA3433	0.010164815768789	0.0406570174012034
BA3434	0.0353075864258208	0.0585461050577329
BA3435	0.0342202575773095	0.0600097576841762
BA3436	0.0268438848913947	0.0442348349325093
BA3438	0.0181262418700005	0.057570336640104
BA3445	0.0251084311457551	0.0922101154659294
BA3446	0.0493681476519945	0.0821271751504309
BA3447	0.0076556282138551	0.0087819157586599
BA3448	0.01655538279583	0.0455358594893478
BA3449	0.019436590623786	0.0517157261343307
BA3450	0.0145650262705272	0.0696048137908603
BA3451	0.0521853227054237	0.0456984875589526
BA3452	0.0555313155514834	0.0913969751179053
BA3453	0.0083356359853725	0.04358432265409
BA3454	0.0357436394733696	0.1014799154334038
