	JAK2	SMC1A
BA3299	0.013157533549382	0.2115811525837037
BA3300	0.018398928564524	0.3136102357300411
BA3302	0.0452693558153348	0.464858382455764
BA3305	0.0281542336451802	0.164828185776648
BA3306	0.0084162243563157	0.1158809254153795
BA3308	0.0280074228885713	0.2622503850462713
BA3310	0.0185291837247165	0.3307578759542464
BA3311	0.0688091174980584	0.3182408518202514
BA3312	0.0286752542859501	0.6681176507184189
BA3315	0.0195149893835902	0.4140470156964089
BA3317	0.0147902357869403	0.3551690391328552
BA3318	0.0237187223394702	0.3293823507139388
BA3319	0.0945469283333865	0.396472560939873
BA3322	0.0214556791196438	0.2943144017135098
BA3324	0.0321889927073131	0.4446866988823115
BA3325	0.0214887903124767	0.082178219512508
BA3326	0.027815324564991	0.2260597537612384
BA3328	0.0411152896487041	0.4392545429320541
BA3329	0.0204576970866315	0.3543543420805741
BA3332	0.0247795088285655	0.4633660984947801
BA3333	0.0365186016011077	0.2113104467195846
BA3334	0.0111218894571078	0.1690219786645197
BA3335	0.0196783557366156	0.133327191177007
BA3339	0.0240929322236312	0.296646892946861
BA3341	0.0120083615374829	0.1340534070242475
BA3345	0.044862996031036	0.2691436388180634
BA3347	0.0148089809944957	0.2817486440265248
BA3351	0.0252277382502529	0.5576746547081657
BA3352	0.0073476407153598	0.1269262113143227
BA3353	0.0258746348289374	0.3739928078807283
BA3357	0.0456579316847733	0.2270771111619817
BA3362	0.0238368011255242	0.7045573938282762
BA3367	0.0320918487399535	0.251578382528183
BA3369	0.0924903494224179	0.4731690224466945
BA3371	0.0106008688163378	0.3343398862372702
BA3373	0.0297560143010446	0.5077674825931271
BA3374	0.0201331539917198	0.2735648354585651
BA3375	0.0139159400807037	0.4016463111768728
BA3376	0.0203252523153001	0.3363856862916911
BA3379	0.0288486074019751	0.3485673284838801
BA3380	0.0172022793745146	0.1734079973740972
BA3381	0.0665020150297044	0.6422473361778309
BA3384	0.0223321644370194	0.5429867484995907
BA3385	0.028852986624253	0.3843529053431204
BA3386	0.0259221120070477	0.5141743856636369
BA3388	0.0308864411053883	0.1625596205051206
BA3390	0.0494531152452156	0.1328628206553596
BA3394	0.0411605772156755	0.2906185117272015
BA3395	0.0274929710812182	0.3446840557470704
BA3397	0.0339310152863696	0.4253413108767869
BA3399	0.0117665964246533	0.0709429378341433
BA3400	0.0166525267631897	0.1849697575998511
BA3403	0.0514356746186578	0.456477090999203
BA3405	0.0750772265167676	0.3371720788156322
BA3406	0.0278649913542403	0.2173320711348331
BA3407	0.0090321993533063	0.2594991600737202
BA3408	0.018917759594155	0.1623549633196094
BA3410	0.0293055952682182	0.2085827065405145
BA3411	0.0292868500606629	0.5322833574805441
BA3412	0.0443354065568493	0.5784332899678921
BA3413	0.0187069160630193	0.307574897989733
BA3415	0.0547894646165782	1.384231307421372
BA3416	0.027957756099322	0.2966540593221775
BA3417	0.0313621741791868	0.2537098289061137
BA3418	0.0154393219767638	0.1022704503408683
BA3421	0.0084824467419814	0.1346553448183822
BA3422	0.0148233469797732	0.1382487385518397
BA3423	0.0106649015908646	0.2450515506241624
BA3427	0.0386932592981303	0.2633104458808913
BA3430	0.0068641104897006	0.1806405333968565
BA3431	0.0163489184869722	0.0706968101638176
BA3433	0.010164815768789	0.1135537256605669
BA3434	0.0353075864258208	0.4227044661523071
BA3435	0.0342202575773095	0.2794249801626942
BA3436	0.0268438848913947	0.3279074953514854
BA3438	0.0181262418700005	0.389483282865831
BA3445	0.0251084311457551	0.1487869623989815
BA3446	0.0493681476519945	0.4539763583313246
BA3447	0.0076556282138551	0.0712078781792085
BA3448	0.01655538279583	0.429217787492768
BA3449	0.019436590623786	0.3570211471170528
BA3450	0.0145650262705272	0.2406587180679468
BA3451	0.0521853227054237	0.5160883256655378
BA3452	0.0555313155514834	0.1231823762988817
BA3453	0.0083356359853725	0.2829978427565464
BA3454	0.0357436394733696	0.7032643337286797
