	NPM1	KIT
BA3295	8.05972702484149	7.63511106991273
BA3283	8.2960419873451	6.81394894542996
BA3390	7.6160759273921	2.0027706023653
BA3275	8.48906113697349	1.79218942654284
BA3136	7.65276972214058	6.65069612456278
BA3190	9.28397254525379	5.36221790332293
BA3234	6.61979235879454	4.19258206139557
BA3087	7.02052497875875	9.37087504671963
BA3454	8.53473617000875	7.38257507273258
BA3302	9.56915130536806	8.51934782702254
BA3117	9.28155652487085	9.25691151442812
BA3083	7.86962495676443	6.25491135905161
BA3266	8.43277580504712	8.20414503388581
BA3175	7.8503248353151	4.04515830056364
BA3268	8.75396729152058	7.15327818681819
BA3229	8.84624370479657	7.7045927999637
BA3353	8.75396729152058	9.01658796485945
BA3312	8.50918028997297	7.96905854853838
BA3119	9.01658796485945	7.72277870826456
BA3138	8.45696872743274	5.76293182295601
BA3219	6.95344802847081	3.36719135359718
BA3388	8.59260663428802	6.51657057172327
BA3357	8.78290910408921	7.76884228347361
BA3351	8.15090969693391	6.11161537904966
BA3208	8.95099667095566	7.46163860381834
BA3310	9.070312190258	8.2618544484033
BA3200	8.31128742473223	6.39165195051498
BA3325	8.57129520837751	7.39829394317713
BA3146	8.49406416345013	7.13121480456278
BA3211	8.8589671548512	6.22243678568209
BA3237	8.70112769787832	7.1045805500083
BA3130	6.67668520784891	1.63950073835561
BA3376	8.59529250724368	6.96026429862309
BA3137	8.43517613550052	7.81969894849543
BA3300	8.91122222327466	7.31848514343172
BA3375	8.53473617000875	5.40039592941304
BA3249	8.81669913828123	7.85633367820174
BA3385	8.46185834013681	6.84596201012783
BA3242	8.93752128537319	7.59565623174131
BA3446	8.44966638628301	6.72238123052722
BA3416	8.97829037472744	7.9609725092348
BA3123	9.38574669180088	8.23632115552463
