	SMC1A	PTPN11
BA3347	0.2817486440265248	12.895248893688454
BA3351	0.5576746547081657	36.15111433085691
BA3352	0.1269262113143227	11.602828493127593
BA3353	0.3739928078807283	35.31452803631488
BA3357	0.2270771111619817	23.394936659638905
BA3362	0.7045573938282762	21.929829281753584
BA3367	0.251578382528183	15.08460695321988
BA3369	0.4731690224466945	30.111459179936265
BA3371	0.3343398862372702	16.57214863696018
BA3373	0.5077674825931271	59.687482235387535
BA3374	0.2735648354585651	14.286142079384424
BA3375	0.4016463111768728	14.986029961281671
BA3376	0.3363856862916911	18.460625960877035
BA3379	0.3485673284838801	28.28338708702801
BA3380	0.1734079973740972	15.395065123545448
BA3381	0.6422473361778309	31.6022929834454
BA3384	0.5429867484995907	15.82572118593314
BA3385	0.3843529053431204	18.844695554238974
BA3386	0.5141743856636369	23.83686331483464
BA3388	0.1625596205051206	14.160480378577368
BA3390	0.1328628206553596	12.885807017959875
BA3394	0.2906185117272015	25.0992123120214
BA3395	0.3446840557470704	26.164953144487377
BA3397	0.4253413108767869	42.49803859219085
BA3399	0.0709429378341433	9.217550243661025
BA3400	0.1849697575998511	20.49932304808881
BA3403	0.456477090999203	40.07256786518545
BA3405	0.3371720788156322	18.77385346724309
BA3406	0.2173320711348331	22.99494518688369
BA3407	0.2594991600737202	25.57381689341782
BA3408	0.1623549633196094	16.372140642588597
BA3410	0.2085827065405145	20.956953686492668
BA3411	0.5322833574805441	23.686174665300918
BA3412	0.5784332899678921	30.806279236788768
BA3413	0.307574897989733	20.1099448245558
BA3415	1.384231307421372	58.24596658054627
BA3416	0.2966540593221775	19.695638462196776
BA3417	0.2537098289061137	22.196288192458372
BA3418	0.1022704503408683	32.63184933979395
BA3421	0.1346553448183822	7.884860177730484
BA3422	0.1382487385518397	16.531991048470882
BA3423	0.2450515506241624	22.056976272015444
BA3427	0.2633104458808913	24.97543818115768
BA3430	0.1806405333968565	9.925872127763904
BA3431	0.0706968101638176	16.4322603052081
BA3433	0.1135537256605669	16.497331140038252
BA3434	0.4227044661523071	19.549469421478744
BA3435	0.2794249801626942	26.26993630818124
BA3436	0.3279074953514854	18.030821688180044
BA3438	0.389483282865831	32.097233187234345
BA3445	0.1487869623989815	21.016117689995312
BA3446	0.4539763583313246	11.215195744897262
BA3447	0.0712078781792085	3.2625258891737285
BA3448	0.429217787492768	20.46619821409374
BA3449	0.3570211471170528	27.228714859707505
BA3450	0.2406587180679468	26.141088273719884
BA3451	0.5160883256655378	19.54939345148004
BA3452	0.1231823762988817	20.50716139930494
BA3453	0.2829978427565464	14.797701231567332
BA3454	0.7032643337286797	38.03237898772129
