	SMC1A	SRSF2
BA3345	0.2691436388180634	11.196543920613005
BA3347	0.2817486440265248	10.664916910571025
BA3351	0.5576746547081657	16.54129640964584
BA3352	0.1269262113143227	5.467258987286584
BA3353	0.3739928078807283	15.429080281349709
BA3357	0.2270771111619817	14.856527554803948
BA3362	0.7045573938282762	10.172115364130166
BA3367	0.251578382528183	8.75199375095606
BA3369	0.4731690224466945	13.772225722867178
BA3371	0.3343398862372702	10.10715540324971
BA3373	0.5077674825931271	12.995315688071493
BA3374	0.2735648354585651	4.332560099514102
BA3375	0.4016463111768728	7.051401025462334
BA3376	0.3363856862916911	9.464812215081736
BA3379	0.3485673284838801	9.907754367966872
BA3380	0.1734079973740972	8.464490097122242
BA3381	0.6422473361778309	11.453561665458686
BA3384	0.5429867484995907	8.365130568092098
BA3385	0.3843529053431204	7.021077283886595
BA3386	0.5141743856636369	12.924496536729905
BA3388	0.1625596205051206	6.203700870772632
BA3390	0.1328628206553596	5.792154717228812
BA3394	0.2906185117272015	8.404975653003687
BA3395	0.3446840557470704	6.651341999856366
BA3397	0.4253413108767869	13.219414617481226
BA3399	0.0709429378341433	6.7827367360961
BA3400	0.1849697575998511	13.06056647163743
BA3403	0.456477090999203	8.92075600450164
BA3405	0.3371720788156322	5.467194039928233
BA3406	0.2173320711348331	12.548279632337389
BA3407	0.2594991600737202	12.435230824451514
BA3408	0.1623549633196094	8.498252487024397
BA3410	0.2085827065405145	9.837479102617367
BA3411	0.5322833574805441	10.38319506643126
BA3412	0.5784332899678921	11.085412982407256
BA3413	0.307574897989733	11.797908054164992
BA3415	1.384231307421372	15.05708089537657
BA3416	0.2966540593221775	8.727996581852542
BA3417	0.2537098289061137	11.985232449421302
BA3418	0.1022704503408683	6.635294965300766
BA3421	0.1346553448183822	5.28260925317226
BA3422	0.1382487385518397	17.179527426315072
BA3423	0.2450515506241624	10.963398377588634
BA3427	0.2633104458808913	9.29610382811063
BA3430	0.1806405333968565	3.376723357465601
BA3431	0.0706968101638176	5.2956503189134905
BA3433	0.1135537256605669	11.124922747602398
BA3434	0.4227044661523071	10.684241187268606
BA3435	0.2794249801626942	7.207195702534164
BA3436	0.3279074953514854	8.942673968449142
BA3438	0.389483282865831	13.298804121187224
BA3445	0.1487869623989815	13.585759177133028
BA3446	0.4539763583313246	10.112802584876396
BA3447	0.0712078781792085	5.064946393689568
BA3448	0.429217787492768	7.659809256873132
BA3449	0.3570211471170528	8.663162251082694
BA3450	0.2406587180679468	10.04252924348618
BA3451	0.5160883256655378	6.8123698098142365
BA3452	0.1231823762988817	6.957609320826012
BA3453	0.2829978427565464	7.816516530672914
BA3454	0.7032643337286797	12.90077034756054
