	NPM1	CTCF
BA2502	475.9212578590853	0.0370771670190274
BA2505	917.3075047384268	0.0191992600422833
BA2507	549.1035245192646	0.0129466173361522
BA2510	819.3453807176026	0.0141781183932346
BA2511	310.38045202376514	0.0130628964059196
BA2512	297.4810904058342	0.0519529598308668
BA2514	722.3955446623094	0.0225528541226215
BA2515	611.7897475091498	0.0204519027484143
BA2520	563.2975840780205	0.0206976744186046
BA2521	805.7008130956823	0.0494978858350951
BA2523	875.4790358260757	0.0286918604651162
BA2524	931.078368926948	0.0158958773784355
BA2525	451.6653062218546	0.0279149048625792
BA2526	990.3383096222774	0.0360755813953488
BA2528	1094.8701903696135	0.0531659619450317
BA2532	503.22428308113984	0.0574392177589852
BA2534	848.5101283619045	0.0404677589852008
BA2538	628.4832761910941	0.0220533826638477
BA2539	539.9096717916279	0.0405655391120507
BA2540	589.9655471977597	0.0205628964059196
BA2541	727.72020609319	0.0287235729386892
BA2545	647.2364441660316	0.0525872093023255
BA2546	415.4442953177963	0.0295930232558139
BA2552	1511.0459870686627	0.0695507399577167
BA2559	917.200021186418	0.0309751585623678
BA2561	738.135338339361	0.0205047568710359
BA2563	884.8698027592621	0.0394106765327695
BA2564	628.5977134454555	0.0226506342494714
BA2567	277.10499196656883	0.0174867864693446
BA2570	1042.4509403817774	0.0467045454545454
BA2575	261.6719320104662	0.0217204016913319
BA2577	1032.876321645394	0.0462156448202959
BA2579	449.4176386199365	0.0496353065539112
BA2583	1188.087690821021	0.0258007399577167
BA2584	416.4702869762186	0.0360914376321353
BA2587	699.6269820572288	0.0484751585623678
BA2588	1026.9398317358373	0.0426612050739957
BA2589	618.6410391832499	0.0240486257928118
BA2592	1865.1866485698224	0.0416966173361522
BA2593	30.008362985668484	0.0070375264270613
BA2594	471.0287942014413	0.0250211416490486
BA2595	727.4920774690906	0.0256844608879492
BA2597	290.60834830816805	0.017872621564482
BA2600	1025.2452093908971	0.0285042283298097
BA2603	996.626896776356	0.0413557082452431
BA2618	1058.6337250847405	0.0683350951374207
BA2619	338.3126510809452	0.0259302325581395
BA2620	1012.9845355638809	0.0273731501057082
BA2621	567.4479645307254	0.0230708245243128
BA2622	923.4883389502478	0.042534355179704
BA2623	1683.427266295269	0.0443023255813953
BA2629	580.2238365580586	0.0351876321353065
BA2631	1103.702527606135	0.033752642706131
BA2634	299.626886802143	0.0154492600422832
BA2636	794.771285538202	0.0204915433403805
BA2639	843.6370720413889	0.0452642706131078
BA2644	468.4459418954788	0.040914376321353
BA2645	503.7044701503431	0.0362975687103594
BA2646	959.2048435967716	0.0491041226215644
BA2649	1079.3861986706456	0.0396088794926004
BA2651	610.7334201495321	0.015946088794926
BA2653	479.0693402693308	0.0211971458773784
BA2655	3003.6905966687755	0.0780021141649048
BA2656	514.2763095411862	0.0137632135306553
BA2657	669.203610686734	0.0347330866807611
BA2658	820.7877083772577	0.0321168076109936
BA2659	663.9202028035917	0.0377827695560253
BA2660	632.6777537477633	0.0249630021141649
BA2662	563.0684322375214	0.047095665961945
BA2663	383.4983388421264	0.0212552854122621
BA2667	698.1010292441762	0.0308720930232558
BA2670	555.3930685787963	0.0274418604651162
BA2674	786.7028774874713	0.0453197674418604
BA2675	887.205862809971	0.0335914376321353
BA2676	594.0487446493348	0.0318498942917547
BA2677	721.5664782648653	0.0277642706131078
BA2681	851.2115127826703	0.0291754756871035
BA2682	1025.0039654389466	0.0175951374207188
BA2685	1395.1228150743066	0.0353594080338266
BA2688	542.31391518405	0.025034355179704
BA2691	699.0809335701197	0.029257399577167
BA2694	604.2582632975992	0.0199735729386892
BA2695	228.02306189418147	0.0267389006342494
BA2697	162.71351757245495	0.0161522198731501
BA2701	403.2378313195695	0.0120375264270613
BA2704	770.3680937846327	0.0445322410147991
BA2705	821.8583313871455	0.0289693446088794
BA2707	1182.3407322531991	0.0293816067653276
BA2709	641.9214397735934	0.0094450317124735
BA2712	274.531070857458	0.0259408033826638
BA2714	1088.2035228974412	0.0434090909090909
BA2715	186.4053981792331	0.0136733615221987
BA2718	750.0273149040149	0.0572700845665962
BA2720	333.3011297891089	0.029696088794926
BA2721	902.9906278348118	0.0484645877378435
BA2722	345.73765495169664	0.0264957716701902
BA2723	562.7173060921087	0.0271405919661733
BA2724	491.17039401655336	0.0154175475687103
BA2726	143.18557004384326	0.0227140591966173
BA2727	1172.2530557853138	0.0487922832980972
BA2728	464.20429209577406	0.0557161733615222
BA2731	364.9530811398174	0.0108245243128964
BA2733	513.9352604053477	0.0113054968287526
BA2735	799.3425756175093	0.0122727272727272
BA2737	263.86370775826185	0.0150264270613107
BA2742	574.2548448726058	0.0418842494714587
BA2744	386.50566353654784	0.0104228329809725
BA2746	423.074653154176	0.0230153276955602
BA2747	771.2897838190694	0.0192653276955602
BA2748	1668.7576324488991	0.0454651162790697
BA2751	716.8933163852803	0.0325502114164904
BA2756	1069.0665183779606	0.0387447145877378
BA2758	371.7774084615926	0.0322700845665961
BA2760	688.0308768873967	0.0348017970401691
BA2762	747.3631063321386	0.0209249471458773
BA2764	506.734693475405	0.0351849894291754
BA2765	345.8721956783816	0.0309275898520084
BA2769	937.0731507376591	0.0210861522198731
BA2772	918.2200368910728	0.0276136363636363
BA2775	894.5923074490343	0.0435650105708245
BA2776	787.9974145434297	0.0518551797040169
BA2778	251.36472120858272	0.0239482029598308
BA2782	410.5745676029993	0.0363239957716701
BA2786	1015.5002481065212	0.0233350951374207
BA2787	108.04856925455596	0.0208192389006342
BA2789	1616.955979143353	0.046760042283298
BA2791	811.1306944917475	0.0203461945031712
BA2792	604.0455384453203	0.0243472515856236
BA2798	1645.4384054504071	0.0399630021141649
BA2801	551.8569786243695	0.0184249471458773
BA2802	233.2144021635122	0.0395190274841437
BA2804	664.8175138530737	0.0217045454545454
BA2806	839.1263056488103	0.023176532769556
BA2808	469.0915221892452	0.0128567653276955
BA2809	929.151270211972	0.0485121564482029
BA2811	662.5363020267387	0.025914376321353
BA2812	748.1997015520849	0.0181131078224101
BA2813	956.1876397957584	0.0148150105708245
BA2814	292.92542751260964	0.0283535940803382
BA2816	751.735240132557	0.027233086680761
BA2817	351.466447693497	0.0249762156448202
BA2820	864.9211133492273	0.0393842494714587
BA2821	2368.0972957935314	0.0774762156448203
BA2822	215.09595990312312	0.0244793868921775
BA2824	575.4304511182471	0.0435729386892177
BA2828	478.5242470631485	0.0215750528541226
BA2829	782.8986428799258	0.0559566596194503
BA2830	1139.5572352373538	0.0188821353065539
BA2832	406.77833419830574	0.0297093023255813
BA2836	606.31108243187	0.0126559196617336
BA2837	1414.4278362174755	0.0257082452431289
BA2839	1031.7349631035208	0.0480021141649048
BA2840	733.1034845088849	0.0682743128964059
BA2841	1035.6599321537274	0.0374841437632135
BA2842	228.17158173718903	0.0182875264270613
BA2843	615.0665209458472	0.0194635306553911
BA2844	1035.935132632706	0.0280681818181818
BA2846	985.9857015872244	0.0482214587737843
BA2850	692.2431064672905	0.0203620507399577
BA2851	919.37662155295	0.0616516913319238
BA2852	502.1760089038096	0.0268816067653276
BA2855	365.6997907848002	0.0260332980972515
BA2856	277.16175692113075	0.0081791754756871
BA2858	739.1818848559551	0.0231395348837209
BA2860	555.6940166885612	0.0217019027484143
BA2861	719.6234072019765	0.0289508456659619
BA2865	935.5207895305904	0.0265618393234672
BA2866	1144.4032637571156	0.0372463002114164
BA2867	599.1445737307881	0.0279598308668076
BA2868	1261.2430804640578	0.0370428118393234
BA2870	1653.638735134638	0.0558588794926004
BA2871	757.0156570816912	0.0259778012684989
BA2872	632.0389651010667	0.0380549682875264
BA2876	487.2383254891148	0.0265724101479915
BA2879	328.0760054709504	0.0357505285412262
BA2880	579.6172882033982	0.0278699788583509
BA2882	348.2327707363618	0.0317045454545454
BA2883	979.3831896938536	0.0323440803382663
BA2885	583.6435163560876	0.0421802325581395
BA2887	831.9369645091011	0.0410650105708245
BA2889	11.096241640852648	0.0003250528541226
BA2893	978.1620407888548	0.0271696617336152
BA2901	502.0742446304135	0.0162315010570824
BA2902	676.7777450169481	0.0316384778012685
BA2903	91.926374111376	0.0135597251585623
BA2904	902.9180070495252	0.0511416490486257
BA2905	900.5493842477714	0.0254651162790697
BA2906	538.9536053887781	0.0335940803382663
BA2908	1625.8994007903684	0.0578620507399577
BA2909	293.2362985614428	0.0236918604651162
BA2910	883.0583790957795	0.027468287526427
BA2911	1305.4111269455125	0.0492864693446088
BA2914	484.6472481713943	0.04642177589852
BA2915	193.40122712012848	0.0156659619450317
BA2921	516.5545776177578	0.020169133192389
BA2922	1083.0371638041483	0.0328197674418604
BA2923	190.9176332192651	0.0172700845665961
BA2926	1143.5630600777397	0.0443974630021141
BA2928	624.6365392400136	0.0329281183932346
BA2930	489.7437718419047	0.0435729386892177
BA2932	1050.7566343923838	0.035914376321353
BA2934	267.241312590214	0.0222119450317124
BA2935	464.9088278542738	0.0153329809725158
BA2937	437.48340007136017	0.0276638477801268
BA2939	838.9056317812485	0.0182505285412262
BA2944	2698.337102950637	0.0580100422832981
BA2947	808.8363659265746	0.0261997885835095
BA2948	448.3459530725442	0.0305893234672304
BA2950	1527.9173758034783	0.0343683932346723
BA2951	1225.5905918789902	0.0274788583509513
BA2952	868.2035326148657	0.0462315010570824
BA2953	773.6017261281132	0.0148440803382663
BA2955	255.83240869946	0.0207980972515856
BA2956	182.43355660433457	0.0098757928118393
BA2962	1448.9492234980564	0.0341041226215644
BA2970	945.5326477562074	0.0226585623678646
BA2972	1025.0073895619455	0.0377774841437632
BA2976	682.0966436313704	0.0459117336152219
BA2978	463.7697548343848	0.0394397463002114
BA2981	620.2075130962227	0.0267389006342494
BA2984	519.9562388513167	0.0270824524312896
BA2986	831.3159558755951	0.0465591966173361
BA2989	918.7735847970288	0.0357954545454545
BA2992	1040.0243023186663	0.0267758985200845
BA2993	490.2168793417561	0.0154809725158562
BA2994	783.4573074760644	0.0353699788583509
BA2995	448.89376179200656	0.0428276955602537
BA2999	551.318378149716	0.043144820295983
BA3001	1127.8882983776364	0.0416834038054968
BA3002	658.5376207582564	0.0408271670190274
BA3004	607.1595518577985	0.0632954545454545
BA3006	685.9478445103986	0.0228699788583509
BA3008	11.502818985603614	0.0024973572938689
BA3009	967.4619845386184	0.0269846723044397
BA3010	786.927717035091	0.0243208245243128
BA3011	1173.5226977948612	0.0437156448202959
BA3013	1321.290876995518	0.0351612050739957
BA3023	1015.7452736286136	0.0269661733615222
BA3025	796.68252407056	0.0371908033826638
BA3027	339.48845342934527	0.0151902748414376
BA3029	409.49845003703166	0.0169186046511627
BA3030	1040.9582844218469	0.05794133192389
BA3037	796.8167148834721	0.0252906976744186
BA3038	712.6495139882256	0.0485729386892177
BA3040	659.1284817517854	0.0227484143763213
BA3042	930.6569966806684	0.0407584566596194
BA3043	279.3242529341486	0.0250528541226215
BA3049	207.05831119544595	0.0207637420718816
BA3051	339.05996434691883	0.0180232558139534
BA3053	1159.914784973267	0.0388239957716701
BA3064	811.7129054909528	0.0363424947145877
BA3067	416.1485327851571	0.0453435517970401
BA3068	473.2820363883077	0.0489455602536997
BA3070	339.2050705493115	0.0323255813953488
BA3071	651.3380244516886	0.050541754756871
BA3072	802.8031381469049	0.0518631078224101
BA3075	495.5792932364566	0.0246247357293868
BA3076	81.10637218410939	0.0137896405919661
BA3077	291.70705449866745	0.0382003171247357
BA2040	349.01179584488875	0.0280443974630021
BA2160	743.0925136584549	0.0424894291754756
BA2303	465.3506401336382	0.0379439746300211
BA2353	1483.0301806981408	0.0469344608879492
BA2516	1350.9859271639175	0.0395718816067653
BA2590	1522.0878930840054	0.0417732558139534
BA2647	869.0202300015676	0.0304968287526427
BA2891	336.46402777102026	0.0262367864693446
BA2924	974.9096307108452	0.0259619450317124
BA2971	504.3848558415371	0.0321220930232558
BA3036	1024.0701671559168	0.0296670190274841
BA3059	509.7243617530828	0.0318208245243128
BA3073	1092.6461944187656	0.0301744186046511
BA3078	1752.2812406677583	0.0635385835095137
BA3079	431.2270461408715	0.024360465116279
BA3083	724.4524761132466	0.0458192389006342
BA3084	552.0035124907421	0.037196088794926
BA3085	820.8800895732983	0.023142177589852
BA3087	552.9716823524008	0.086080866807611
BA3089	1439.473474832006	0.0513662790697674
BA3094	665.2058175556962	0.0396881606765327
BA3095	574.7167668683135	0.0388979915433403
BA3098	808.7351486941619	0.0412711416490486
BA3099	1438.6175286116652	0.066725687103594
BA3103	879.3752567562454	0.038245243128964
BA3108	1114.4842264173385	0.051453488372093
BA3109	463.60528194856647	0.0301823467230443
BA3110	812.5846052698445	0.0341834038054968
BA3114	701.3618263081356	0.0304809725158562
BA3116	596.0115959551728	0.0259540169133192
BA3117	2013.0868083599587	0.0628673361522198
BA3118	762.0598576309488	0.0223150105708245
BA3119	1297.1689066208232	0.0741041226215644
BA3123	1253.3905845807856	0.0341675475687103
BA3124	476.7455394130081	0.0374392177589852
BA3126	423.3258870021679	0.0295850951374207
BA3128	1184.566686506971	0.0311575052854122
BA3130	233.00493093195377	0.0338107822410147
BA3133	548.0215910572665	0.0616199788583509
BA3135	1036.4799729020365	0.0420454545454545
BA3136	540.2219088535331	0.0501744186046511
BA3137	658.66789022419	0.036183932346723
BA3138	964.934672472794	0.0334117336152219
BA3139	854.6870240840752	0.0467336152219873
BA3141	1771.353530898436	0.0527695560253699
BA3142	823.5670939630331	0.0453594080338266
BA3145	527.3541563951194	0.0231791754756871
BA3146	724.235544067641	0.0366120507399577
BA3149	297.9528024511156	0.0207267441860465
BA3152	363.3788364769674	0.0350554968287526
BA3153	810.1571869475665	0.117330866807611
BA3154	369.5337442438789	0.0384566596194503
BA3156	1108.0450205647187	0.0405523255813953
BA3157	2477.163519518644	0.0440988372093023
BA3158	656.5434153110926	0.0281976744186046
BA3162	712.9927125750769	0.0307346723044397
BA3163	195.17160065846025	0.0270428118393234
BA3164	1006.7027276039724	0.0522278012684989
BA3167	839.6627692307691	0.0456580338266384
BA3169	407.5842455818831	0.0270058139534883
BA3171	428.433612084205	0.0510993657505285
BA3173	1272.5773057461197	0.02321088794926
BA3174	430.156349005552	0.0257505285412262
BA3175	459.5290877514503	0.027468287526427
BA3176	1129.7328969763803	0.0484223044397462
BA3177	1587.6337128940356	0.069122621564482
BA3178	593.7176450937144	0.0230206131078224
BA3180	1005.2974130297282	0.0440512684989429
BA3181	531.1001912075557	0.0331210359408033
BA3182	859.4595282116155	0.0453620507399577
BA3183	1450.5036346356574	0.0469080338266384
BA3185	762.8095147721068	0.0508879492600422
BA3186	750.6033154338107	0.0385544397463002
BA3187	685.79900724955	0.021757399577167
BA3189	1463.1101118193071	0.049698731501057
BA3190	1966.934271120193	0.0266886892177589
BA3191	526.8250531687722	0.0198599365750528
BA3192	1365.1212215978203	0.0389931289640592
BA3194	1392.2868741519217	0.0636363636363636
BA3195	1043.4049337025683	0.0271273784355179
BA3197	547.1094108862185	0.0363451374207188
BA3199	2511.9588647777828	0.0584513742071881
BA3200	784.4308424290588	0.0582954545454545
BA3202	940.5521645123448	0.0485914376321353
BA3203	210.9951207123048	0.0239931289640592
BA3206	767.2675833968548	0.0382901691331923
BA3207	609.5461392578536	0.0690829809725158
BA3208	724.5936845121286	0.0366146934460887
BA3210	578.2796027479092	0.0367732558139534
BA3211	866.1912154024554	0.0587024312896405
BA3212	418.0380708088032	0.0549550739957716
BA3213	1180.523693648399	0.0310676532769556
BA3214	1506.22650339772	0.0284725158562367
BA3216	768.3636119706774	0.0333985200845666
BA3217	1052.5268080301876	0.0306844608879492
BA3219	405.0458000859567	0.0397568710359408
BA3221	322.6561060239921	0.0352246300211416
BA3222	1297.8599968996143	0.070203488372093
BA3225	244.08352575725635	0.0430919661733615
BA3226	1197.3099928369477	0.0453831923890063
BA3227	883.0480512982696	0.0666886892177589
BA3228	1697.5546582007491	0.0633588794926004
BA3229	1455.519949236932	0.0566675475687103
BA3230	849.2743784848928	0.0364772727272727
BA3232	987.2649466366088	0.0434381606765327
BA3234	353.1609618763414	0.0536865750528541
BA3235	255.76999018796928	0.0259566596194503
BA3237	907.363305324446	0.0417441860465116
BA3240	1127.7512233088437	0.0522542283298097
BA3242	806.7854193169961	0.0398308668076109
BA3243	980.8468532249954	0.040338266384778
BA3245	188.53847669710288	0.0373493657505285
BA3249	731.5733312384782	0.0278964059196617
BA3250	921.1257791725455	0.0637632135306554
BA3251	644.4370405726117	0.0190961945031712
BA3255	727.1856605956416	0.0429254756871035
BA3258	435.4845579666661	0.0420110993657505
BA3260	597.0581526568168	0.0277167019027484
BA3261	849.8163244295235	0.0408165961945031
BA3264	1007.2563954978184	0.057568710359408
BA3266	1097.5275507982071	0.0669873150105708
BA3268	1563.115475951064	0.0903990486257928
BA3269	341.03154410548336	0.0345480972515856
BA3270	1212.1378999226934	0.0572357293868921
BA3271	1091.401344978024	0.0515116279069767
BA3273	347.22410491574624	0.0098810782241014
BA3275	1010.2440870702844	0.0354889006342494
BA3277	876.774825708061	0.0554254756871035
BA3280	673.4310204187548	0.0310227272727272
BA3283	744.2270885569558	0.029529598308668
BA3285	965.9732478767633	0.0518868921775898
BA3286	729.8611190039842	0.0459936575052854
BA3289	237.80493783010863	0.009968287526427
BA3290	1028.6537067311071	0.0477167019027484
BA3293	1410.6575633186828	0.0623784355179704
BA3295	931.4742750450056	0.0505734672304439
BA3296	427.2224889851171	0.046487843551797
BA3297	892.6426763057029	0.0782690274841437
BA3299	588.9359797974884	0.0298440803382663
BA3300	892.2016144980187	0.0482241014799154
BA3302	2404.70236921347	0.0740354122621564
BA3305	825.9343252350294	0.0253118393234672
BA3306	1342.1610074766056	0.041387420718816
BA3308	880.1282427815349	0.0472938689217759
BA3310	813.7038750493303	0.035745243128964
BA3311	512.6421293458105	0.0516384778012685
BA3312	1224.9597742827486	0.0688134249471458
BA3315	838.4970079253096	0.0560174418604651
BA3317	2032.3938769360516	0.0530893234672304
BA3318	955.1253143309708	0.0494344608879492
BA3319	612.65364137163	0.0502933403805496
BA3322	563.6207557696362	0.0478779069767441
BA3324	1381.989756996816	0.0422119450317124
BA3325	598.5692094909097	0.0224656448202959
BA3326	639.2512433978278	0.0167785412262156
BA3328	720.8834453148229	0.0595586680761099
BA3329	2369.4967076447338	0.0627352008456659
BA3332	2478.666371359682	0.0371590909090909
BA3333	1597.9960076658178	0.0403594080338266
BA3334	703.4833047568076	0.0180628964059196
BA3335	649.309428929002	0.0335200845665961
