	STAG2	SMC1A
BA3300	0.0591966173361522	0.3136102357300411
BA3302	0.0961131891364449	0.464858382455764
BA3305	0.0481379086030248	0.164828185776648
BA3306	0.0359408033826638	0.1158809254153795
BA3308	0.0616360383802244	0.2622503850462713
BA3310	0.0390307367051553	0.3307578759542464
BA3311	0.0902585786306716	0.3182408518202514
BA3312	0.0735078874613758	0.6681176507184189
BA3315	0.0504147015774922	0.4140470156964089
BA3317	0.0583834769881281	0.3551690391328552
BA3318	0.0338266384778012	0.3293823507139388
BA3319	0.0697674418604651	0.396472560939873
BA3322	0.0458611156285574	0.2943144017135098
BA3324	0.0941616523011871	0.4446866988823115
BA3325	0.0338266384778012	0.082178219512508
BA3326	0.0247194665799316	0.2260597537612384
BA3328	0.0704179541388843	0.4392545429320541
BA3329	0.0533420068303789	0.3543543420805741
BA3332	0.0596845015449666	0.4633660984947801
BA3333	0.0496015612294682	0.2113104467195846
BA3334	0.0474873963246056	0.1690219786645197
BA3335	0.0455358594893478	0.133327191177007
BA3339	0.0546430313872174	0.296646892946861
BA3341	0.0655391120507399	0.1340534070242475
BA3345	0.0284599121808424	0.2691436388180634
BA3347	0.0297609367376809	0.2817486440265248
BA3351	0.0723694909741421	0.5576746547081657
BA3352	0.0318751016425435	0.1269262113143227
BA3353	0.0585461050577329	0.3739928078807283
BA3357	0.0736705155309806	0.2270771111619817
BA3362	0.0478126524638152	0.7045573938282762
BA3367	0.0439095787932997	0.251578382528183
BA3369	0.0731826313221662	0.4731690224466945
BA3371	0.0513904699951211	0.3343398862372702
BA3373	0.0941616523011871	0.5077674825931271
BA3374	0.0305740770857049	0.2735648354585651
BA3375	0.0354529191738494	0.4016463111768728
BA3376	0.0535046348999837	0.3363856862916911
BA3379	0.0718816067653276	0.3485673284838801
BA3380	0.0260204911367702	0.1734079973740972
BA3381	0.0839160839160839	0.6422473361778309
BA3384	0.0502520735078874	0.5429867484995907
BA3385	0.0596845015449666	0.3843529053431204
BA3386	0.0616360383802244	0.5141743856636369
BA3388	0.0398438770531793	0.1625596205051206
BA3390	0.0260204911367702	0.1328628206553596
BA3394	0.0661896243291592	0.2906185117272015
BA3395	0.0422832980972515	0.3446840557470704
BA3397	0.075947308505448	0.4253413108767869
BA3399	0.0395186209139697	0.0709429378341433
BA3400	0.0580582208489185	0.1849697575998511
BA3403	0.0650512278419255	0.456477090999203
BA3405	0.0551309155960318	0.3371720788156322
BA3406	0.0336640104081964	0.2173320711348331
BA3407	0.0696048137908603	0.2594991600737202
BA3408	0.0510652138559115	0.1623549633196094
BA3410	0.0391933647747601	0.2085827065405145
BA3411	0.0159375508212717	0.5322833574805441
BA3412	0.0541551471784029	0.5784332899678921
BA3413	0.0362660595218734	0.307574897989733
BA3415	0.0870060172385753	1.384231307421372
BA3416	0.0518783542039356	0.2966540593221775
BA3417	0.0491136770206537	0.2537098289061137
BA3418	0.0679785330948121	0.1022704503408683
BA3421	0.0271588876240039	0.1346553448183822
BA3422	0.0375670840787119	0.1382487385518397
BA3423	0.019190112213368	0.2450515506241624
BA3427	0.0694421857212554	0.2633104458808913
BA3430	0.0300861928768905	0.1806405333968565
BA3431	0.0494389331598633	0.0706968101638176
BA3433	0.0406570174012034	0.1135537256605669
BA3434	0.0585461050577329	0.4227044661523071
BA3435	0.0600097576841762	0.2794249801626942
BA3436	0.0442348349325093	0.3279074953514854
BA3438	0.057570336640104	0.389483282865831
BA3445	0.0922101154659294	0.1487869623989815
BA3446	0.0821271751504309	0.4539763583313246
BA3447	0.0087819157586599	0.0712078781792085
BA3448	0.0455358594893478	0.429217787492768
BA3449	0.0517157261343307	0.3570211471170528
BA3450	0.0696048137908603	0.2406587180679468
BA3451	0.0456984875589526	0.5160883256655378
BA3452	0.0913969751179053	0.1231823762988817
BA3453	0.04358432265409	0.2829978427565464
BA3454	0.1014799154334038	0.7032643337286797
