	ABL1	U2AF2
BA3300	0.0211211247296323	0.2454914933837429
BA3302	0.0303640951694304	0.3275614366729679
BA3305	0.0147007930785868	0.2805434782608695
BA3306	0.0206741167988464	0.1895652173913043
BA3308	0.0207624369142033	0.2634215500945179
BA3310	0.0220061283345349	0.2495510396975425
BA3311	0.0114113193943763	0.1813468809073724
BA3312	0.0251261715933669	0.3537901701323251
BA3315	0.0143006488824801	0.2610586011342155
BA3317	0.0217303532804614	0.2721880907372401
BA3318	0.0297746935832732	0.1664603024574669
BA3319	0.0158723864455659	0.2596077504725898
BA3322	0.0114095169430425	0.2123109640831758
BA3324	0.0199585436193222	0.3168241965973535
BA3325	0.008613914924297	0.1771597353497164
BA3326	0.0136049026676279	0.2430576559546313
BA3328	0.0238320115356885	0.313086011342155
BA3329	0.0240699351117519	0.5036767485822307
BA3332	0.0214257390050468	0.4717674858223062
BA3333	0.0258345349675558	0.3707703213610586
BA3334	0.0063284066330209	0.1465359168241966
BA3335	0.0219340302811824	0.2364650283553875
BA3339	0.0081434751261715	0.2572069943289225
BA3341	0.0315843547224224	0.1284073724007561
BA3345	0.0086535688536409	0.2141776937618147
BA3347	0.0091204037490987	0.2192627599243856
BA3351	0.02288752703677	0.3603780718336484
BA3352	0.0120475847152126	0.1252173913043478
BA3353	0.0246917808219178	0.3835680529300567
BA3357	0.0200486661860129	0.357391304347826
BA3362	0.0155894015861571	0.3869754253308128
BA3367	0.0081957462148521	0.2575
BA3369	0.0196160778658976	0.3491493383742911
BA3371	0.0122458543619322	0.2059262759924385
BA3373	0.0306218457101658	0.5312192816635161
BA3374	0.0103550829127613	0.1007986767485822
BA3375	0.0152433309300648	0.1748015122873346
BA3376	0.0162545061283345	0.2535160680529301
BA3379	0.0181542898341744	0.298086011342155
BA3380	0.0142591925018024	0.2681568998109641
BA3381	0.0167501802451333	0.3097826086956521
BA3384	0.0072999279019466	0.2884404536862004
BA3385	0.0116690699351117	0.2388232514177694
BA3386	0.0239509733237202	0.4286862003780718
BA3388	0.0093096611391492	0.1560255198487712
BA3390	0.0079866618601297	0.2144659735349716
BA3394	0.0117916366258111	0.3039366729678639
BA3395	0.0144935111751982	0.2168478260869565
BA3397	0.0168493150684931	0.3773015122873346
BA3399	0.0047422494592646	0.0864413988657845
BA3400	0.0321106705118961	0.2897826086956521
BA3403	0.0235742609949531	0.1940926275992438
BA3405	0.0131092285508291	0.2408270321361058
BA3406	0.0152865897620764	0.2741635160680529
BA3407	0.0167718096611391	0.2331285444234404
BA3408	0.0113987022350396	0.1597211720226843
BA3410	0.015310021629416	0.2480765595463137
BA3411	0.0167411679884643	0.302953686200378
BA3412	0.0209841384282624	0.4219517958412098
BA3413	0.0226099495313626	0.2873298676748582
BA3415	0.0468709444844989	0.4848298676748582
BA3416	0.0243979812545061	0.2942958412098299
BA3417	0.0155136986301369	0.2889413988657845
BA3418	0.0136211247296322	0.2389083175803402
BA3421	0.0068943763518385	0.0975803402646502
BA3422	0.025726387887527	0.337726843100189
BA3423	0.0239113193943763	0.2378686200378071
BA3427	0.0089401586157173	0.2915406427221172
BA3430	0.0045998558038932	0.0701039697542533
BA3431	0.0114131218457101	0.1228024574669187
BA3433	0.0253460706560922	0.2535869565217391
BA3434	0.0106434751261715	0.3080812854442344
BA3435	0.0162527036770007	0.2107466918714556
BA3436	0.0194935111751982	0.2551654064272211
BA3438	0.026249098774333	0.5247778827977316
BA3445	0.0117375630857966	0.2626086956521739
BA3446	0.0113987022350396	0.2616682419659735
BA3447	0.0030984138428262	0.0664933837429111
BA3448	0.0086860129776496	0.2608648393194707
BA3449	0.0130155010814708	0.2506427221172023
BA3450	0.0171034607065609	0.2454584120982986
BA3451	0.0128244412400865	0.258780718336484
BA3452	0.0115663302090843	0.151375236294896
BA3453	0.0135562364816149	0.1584451795841209
BA3454	0.0264077144917087	0.435274102079395
