	ABL1	ANKRD26
BA3300	0.0211211247296323	0.1563663398710253
BA3302	0.0303640951694304	0.3697604637090291
BA3305	0.0147007930785868	0.1134054744463258
BA3306	0.0206741167988464	0.0912675665651452
BA3308	0.0207624369142033	0.0755488660633306
BA3310	0.0220061283345349	0.1767330979309339
BA3311	0.0114113193943763	0.0869201644415238
BA3312	0.0251261715933669	0.2128703431268289
BA3315	0.0143006488824801	0.3137911578058976
BA3317	0.0217303532804614	0.1774809405340009
BA3318	0.0297746935832732	0.1776324538451106
BA3319	0.0158723864455659	0.1509537340070237
BA3322	0.0114095169430425	0.1557648860948867
BA3324	0.0199585436193222	0.1882079371248953
BA3325	0.008613914924297	0.1478796326202091
BA3326	0.0136049026676279	0.1543337337590067
BA3328	0.0238320115356885	0.2093207618468053
BA3329	0.0240699351117519	0.1678003785841406
BA3332	0.0214257390050468	0.1991075411240248
BA3333	0.0258345349675558	0.1755398446614303
BA3334	0.0063284066330209	0.0378820248353297
BA3335	0.0219340302811824	0.1660107331093414
BA3339	0.0081434751261715	0.25566762427951
BA3341	0.0315843547224224	0.0457559604282564
BA3345	0.0086535688536409	0.0800644491193132
BA3347	0.0091204037490987	0.0459730194623045
BA3351	0.02288752703677	0.0791110288090746
BA3352	0.0120475847152126	0.1704508233038805
BA3353	0.0246917808219178	0.3350738971605566
BA3357	0.0200486661860129	0.2036469307716011
BA3362	0.0155894015861571	0.0453909093987934
BA3367	0.0081957462148521	0.0431394868472527
BA3369	0.0196160778658976	0.2834342923606955
BA3371	0.0122458543619322	0.0699093393378503
BA3373	0.0306218457101658	0.4541343669129002
BA3374	0.0103550829127613	0.085460688034833
BA3375	0.0152433309300648	0.1814461047842465
BA3376	0.0162545061283345	0.213281763530911
BA3379	0.0181542898341744	0.21190197127955
BA3380	0.0142591925018024	0.1150628306795995
BA3381	0.0167501802451333	0.2316311171098442
BA3384	0.0072999279019466	0.0917427992625424
BA3385	0.0116690699351117	0.1139937681376816
BA3386	0.0239509733237202	0.3179497135480497
BA3388	0.0093096611391492	0.087975231979313
BA3390	0.0079866618601297	0.0569563464490148
BA3394	0.0117916366258111	0.1883124566660765
BA3395	0.0144935111751982	0.0199673545821065
BA3397	0.0168493150684931	0.1683453653790374
BA3399	0.0047422494592646	0.0155449346909638
BA3400	0.0321106705118961	0.0271737381586666
BA3403	0.0235742609949531	0.2187381357086483
BA3405	0.0131092285508291	0.0972531907236421
BA3406	0.0152865897620764	0.2235708332191736
BA3407	0.0167718096611391	0.0447343272496223
BA3408	0.0113987022350396	0.0639561294571632
BA3410	0.015310021629416	0.0358935734416683
BA3411	0.0167411679884643	0.2125169796871319
BA3412	0.0209841384282624	0.1022980414908917
BA3413	0.0226099495313626	0.1237277888681188
BA3415	0.0468709444844989	0.2564215134296698
BA3416	0.0243979812545061	0.1933481923694042
BA3417	0.0155136986301369	0.1899973509345175
BA3418	0.0136211247296322	0.0205148650610346
BA3421	0.0068943763518385	0.0135030323871982
BA3422	0.025726387887527	0.241298780518215
BA3423	0.0239113193943763	0.1132302454040128
BA3427	0.0089401586157173	0.1646472062587361
BA3430	0.0045998558038932	0.0120671274758892
BA3431	0.0114131218457101	0.0077290714729614
BA3433	0.0253460706560922	0.0875080907277891
BA3434	0.0106434751261715	0.1101710454035703
BA3435	0.0162527036770007	0.1385476024050364
BA3436	0.0194935111751982	0.1527471738943582
BA3438	0.026249098774333	0.1996984960836413
BA3445	0.0117375630857966	0.1216485536347899
BA3446	0.0113987022350396	0.0828173685289445
BA3447	0.0030984138428262	0.0642440685079519
BA3448	0.0086860129776496	0.1605027263232905
BA3449	0.0130155010814708	0.098997676615262
BA3450	0.0171034607065609	0.113201470387828
BA3451	0.0128244412400865	0.089983253567368
BA3452	0.0115663302090843	0.1131088928477923
BA3453	0.0135562364816149	0.0526052506586992
BA3454	0.0264077144917087	0.3376352615574677
