	NF1	PTPN11
BA3405	150.10322649841862	18.77385346724309
BA3406	175.00593868924125	22.99494518688369
BA3407	78.37666956178536	25.57381689341782
BA3408	104.22963722764784	16.372140642588597
BA3410	133.7262587530939	20.956953686492668
BA3411	238.25400702034068	23.686174665300918
BA3412	195.68106403756929	30.806279236788768
BA3413	115.6071633334826	20.1099448245558
BA3415	259.60805659132666	58.24596658054627
BA3416	264.47263050967763	19.695638462196776
BA3417	173.8357604806873	22.196288192458372
BA3418	92.26888813182342	32.63184933979395
BA3421	60.49421950990799	7.884860177730484
BA3422	290.0938510194062	16.531991048470882
BA3423	247.16444382180865	22.056976272015444
BA3427	149.39600555491052	24.97543818115768
BA3430	94.55339835609128	9.925872127763904
BA3431	120.84144657847006	16.4322603052081
BA3433	178.90290846691832	16.497331140038252
BA3434	262.8951788966082	19.549469421478744
BA3435	232.53373548105796	26.26993630818124
BA3436	184.67064609509663	18.030821688180044
BA3438	111.05004860202276	32.097233187234345
BA3445	252.05807357118948	21.016117689995312
BA3446	57.86422902407379	11.215195744897262
BA3447	61.61094005127081	3.2625258891737285
BA3448	145.5723603719289	20.46619821409374
BA3449	197.1342114504446	27.228714859707505
BA3450	54.5939820641306	26.141088273719884
BA3451	150.25803532935367	19.54939345148004
BA3452	415.7140845086584	20.50716139930494
BA3453	180.47298431809	14.797701231567332
BA3454	341.75196441638946	38.03237898772129
