	ABL1	CTCF
BA3300	0.0211211247296323	0.0482241014799154
BA3302	0.0303640951694304	0.0740354122621564
BA3305	0.0147007930785868	0.0253118393234672
BA3306	0.0206741167988464	0.041387420718816
BA3308	0.0207624369142033	0.0472938689217759
BA3310	0.0220061283345349	0.035745243128964
BA3311	0.0114113193943763	0.0516384778012685
BA3312	0.0251261715933669	0.0688134249471458
BA3315	0.0143006488824801	0.0560174418604651
BA3317	0.0217303532804614	0.0530893234672304
BA3318	0.0297746935832732	0.0494344608879492
BA3319	0.0158723864455659	0.0502933403805496
BA3322	0.0114095169430425	0.0478779069767441
BA3324	0.0199585436193222	0.0422119450317124
BA3325	0.008613914924297	0.0224656448202959
BA3326	0.0136049026676279	0.0167785412262156
BA3328	0.0238320115356885	0.0595586680761099
BA3329	0.0240699351117519	0.0627352008456659
BA3332	0.0214257390050468	0.0371590909090909
BA3333	0.0258345349675558	0.0403594080338266
BA3334	0.0063284066330209	0.0180628964059196
BA3335	0.0219340302811824	0.0335200845665961
BA3339	0.0081434751261715	0.0452114164904862
BA3341	0.0315843547224224	0.0482690274841437
BA3345	0.0086535688536409	0.0266543340380549
BA3347	0.0091204037490987	0.019122621564482
BA3351	0.02288752703677	0.0518155391120507
BA3352	0.0120475847152126	0.0189402748414376
BA3353	0.0246917808219178	0.0524762156448202
BA3357	0.0200486661860129	0.055473044397463
BA3362	0.0155894015861571	0.0426849894291754
BA3367	0.0081957462148521	0.0232901691331923
BA3369	0.0196160778658976	0.0537235729386892
BA3371	0.0122458543619322	0.024526955602537
BA3373	0.0306218457101658	0.0851929175475687
BA3374	0.0103550829127613	0.0212262156448202
BA3375	0.0152433309300648	0.0328884778012685
BA3376	0.0162545061283345	0.0498757928118393
BA3379	0.0181542898341744	0.0663609936575053
BA3380	0.0142591925018024	0.0264164904862579
BA3381	0.0167501802451333	0.0575317124735729
BA3384	0.0072999279019466	0.0377431289640591
BA3385	0.0116690699351117	0.0461680761099365
BA3386	0.0239509733237202	0.0579994714587737
BA3388	0.0093096611391492	0.0235729386892177
BA3390	0.0079866618601297	0.0206950317124735
BA3394	0.0117916366258111	0.0447859408033826
BA3395	0.0144935111751982	0.0245771670190274
BA3397	0.0168493150684931	0.0552008456659619
BA3399	0.0047422494592646	0.0141358350951374
BA3400	0.0321106705118961	0.0644688160676532
BA3403	0.0235742609949531	0.0600713530655391
BA3405	0.0131092285508291	0.0361020084566596
BA3406	0.0152865897620764	0.0346749471458773
BA3407	0.0167718096611391	0.0395798097251585
BA3408	0.0113987022350396	0.0281712473572938
BA3410	0.015310021629416	0.0170665961945031
BA3411	0.0167411679884643	0.0474022198731501
BA3412	0.0209841384282624	0.0500158562367864
BA3413	0.0226099495313626	0.0433060253699788
BA3415	0.0468709444844989	0.0800132135306553
BA3416	0.0243979812545061	0.0506871035940803
BA3417	0.0155136986301369	0.039156976744186
BA3418	0.0136211247296322	0.0308773784355179
BA3421	0.0068943763518385	0.0132399577167019
BA3422	0.025726387887527	0.0375105708245243
BA3423	0.0239113193943763	0.051115221987315
BA3427	0.0089401586157173	0.0550713530655391
BA3430	0.0045998558038932	0.0142653276955602
BA3431	0.0114131218457101	0.0192362579281183
BA3433	0.0253460706560922	0.0475819238900634
BA3434	0.0106434751261715	0.0476638477801268
BA3435	0.0162527036770007	0.0471696617336152
BA3436	0.0194935111751982	0.0427801268498942
BA3438	0.026249098774333	0.0297859408033826
BA3445	0.0117375630857966	0.0325951374207188
BA3446	0.0113987022350396	0.0481368921775898
BA3447	0.0030984138428262	0.0087103594080338
BA3448	0.0086860129776496	0.0405893234672304
BA3449	0.0130155010814708	0.0332690274841437
BA3450	0.0171034607065609	0.0357478858350951
BA3451	0.0128244412400865	0.0403937632135306
BA3452	0.0115663302090843	0.0278673361522198
BA3453	0.0135562364816149	0.0326215644820295
BA3454	0.0264077144917087	0.0717521141649048
