	SRSF2	PTPN11
BA3403	8.92075600450164	40.07256786518545
BA3405	5.467194039928233	18.77385346724309
BA3406	12.548279632337389	22.99494518688369
BA3407	12.435230824451514	25.57381689341782
BA3408	8.498252487024397	16.372140642588597
BA3410	9.837479102617367	20.956953686492668
BA3411	10.38319506643126	23.686174665300918
BA3412	11.085412982407256	30.806279236788768
BA3413	11.797908054164992	20.1099448245558
BA3415	15.05708089537657	58.24596658054627
BA3416	8.727996581852542	19.695638462196776
BA3417	11.985232449421302	22.196288192458372
BA3418	6.635294965300766	32.63184933979395
BA3421	5.28260925317226	7.884860177730484
BA3422	17.179527426315072	16.531991048470882
BA3423	10.963398377588634	22.056976272015444
BA3427	9.29610382811063	24.97543818115768
BA3430	3.376723357465601	9.925872127763904
BA3431	5.2956503189134905	16.4322603052081
BA3433	11.124922747602398	16.497331140038252
BA3434	10.684241187268606	19.549469421478744
BA3435	7.207195702534164	26.26993630818124
BA3436	8.942673968449142	18.030821688180044
BA3438	13.298804121187224	32.097233187234345
BA3445	13.585759177133028	21.016117689995312
BA3446	10.112802584876396	11.215195744897262
BA3447	5.064946393689568	3.2625258891737285
BA3448	7.659809256873132	20.46619821409374
BA3449	8.663162251082694	27.228714859707505
BA3450	10.04252924348618	26.141088273719884
BA3451	6.8123698098142365	19.54939345148004
BA3452	6.957609320826012	20.50716139930494
BA3453	7.816516530672914	14.797701231567332
BA3454	12.90077034756054	38.03237898772129
