	NPM1	U2AF2
BA3341	421.7995890299875	0.1284073724007561
BA3345	298.4684129107943	0.2141776937618147
BA3347	367.6588013590879	0.2192627599243856
BA3351	1141.2728330008597	0.3603780718336484
BA3352	1009.48292692605	0.1252173913043478
BA3353	1102.8245627294202	0.3835680529300567
BA3357	1504.124385620915	0.357391304347826
BA3362	500.0933792849923	0.3869754253308128
BA3367	537.7630320256033	0.2575
BA3369	1465.514607626894	0.3491493383742911
BA3371	1014.8823431778004	0.2059262759924385
BA3373	1409.1702353481785	0.5312192816635161
BA3374	414.51261856879495	0.1007986767485822
BA3375	542.9281467101315	0.1748015122873346
BA3376	832.1562503986981	0.2535160680529301
BA3379	1381.0621631608255	0.298086011342155
BA3380	994.131580493791	0.2681568998109641
BA3381	1165.540186450207	0.3097826086956521
BA3384	614.6547345886245	0.2884404536862004
BA3385	696.60522178433	0.2388232514177694
BA3386	1311.4488388556415	0.4286862003780718
BA3388	571.5370032166161	0.1560255198487712
BA3390	441.3767632192111	0.2144659735349716
BA3394	1971.1116355006295	0.3039366729678639
BA3395	648.7028949491017	0.2168478260869565
BA3397	343.99908085329525	0.3773015122873346
BA3399	303.15185061656314	0.0864413988657845
BA3400	626.43397754856	0.2897826086956521
BA3403	1201.5489590327447	0.1940926275992438
BA3405	396.6592348508193	0.2408270321361058
BA3406	639.8543728355419	0.2741635160680529
BA3407	657.9142688009858	0.2331285444234404
BA3408	537.8256037723609	0.1597211720226843
BA3410	487.2527660195591	0.2480765595463137
BA3411	1109.4962852678982	0.302953686200378
BA3412	804.5130972634437	0.4219517958412098
BA3413	1296.2348854452173	0.2873298676748582
BA3415	837.5896348464944	0.4848298676748582
BA3416	958.7217587267608	0.2942958412098299
BA3417	1049.5468800715762	0.2889413988657845
BA3418	902.6669824032176	0.2389083175803402
BA3421	243.30442046849072	0.0975803402646502
BA3422	1287.6257360644838	0.337726843100189
BA3423	1301.742594560405	0.2378686200378071
BA3427	444.87211037047854	0.2915406427221172
BA3430	237.22518926677367	0.0701039697542533
BA3431	356.34041291079427	0.1228024574669187
BA3433	757.5797036118004	0.2535869565217391
BA3434	1268.914612892414	0.3080812854442344
BA3435	1166.2782179622332	0.2107466918714556
BA3436	1226.9900517577862	0.2551654064272211
BA3438	1213.4320555798831	0.5247778827977316
BA3445	1300.746105321202	0.2626086956521739
BA3446	543.7477859950156	0.2616682419659735
BA3447	612.0209696340626	0.0664933837429111
BA3448	729.6131623391016	0.2608648393194707
BA3449	1193.0168362012575	0.2506427221172023
BA3450	695.7256534001525	0.2454584120982986
BA3451	396.52403117684895	0.258780718336484
BA3452	1152.029653159582	0.151375236294896
BA3453	634.8876040480708	0.1584451795841209
BA3454	1521.3874292966152	0.435274102079395
