	DNMT3A	SRSF2
BA3295	5.68573255517546	8.76897254396233
BA3283	5.56220872440945	9.47302564786274
BA3390	4.84952562496592	8.49908497066643
BA3275	6.23486418682469	9.73629770852437
BA3136	4.44772389189131	9.05220627117217
BA3190	5.49396648422183	8.51425498508966
BA3234	4.64022476176229	7.94635895319707
BA3087	6.6100656847185	9.37964346609645
BA3454	5.62828464133832	9.160132157513
BA3302	7.21704631455243	9.39118419839355
BA3117	6.53543485984192	9.44696832329653
BA3083	4.9696484625557	8.9076089453561
BA3266	5.7792526146876	9.21888429779212
BA3175	5.76798676791736	8.35811493599106
BA3268	6.16524477136675	9.28397254525379
BA3229	5.95520312741494	8.70401585675217
BA3353	7.19225834495813	9.78674968596522
BA3312	6.58028734101557	9.20300948929151
BA3119	6.88430660085161	9.3561004357089
BA3138	5.49101737126086	9.04501990946176
BA3219	4.50678453078849	8.44724078411408
BA3388	5.92596043186298	8.88148184246882
BA3357	7.00565090016862	9.36650856672567
BA3351	5.3154081495188	9.54457000922792
BA3208	5.9563978434584	9.65571538111022
BA3310	6.77421514705842	9.1755941413251
BA3200	6.93090952480088	9.1872873383188
BA3325	6.26203648745747	9.16398396797258
BA3146	6.20872841683922	9.15628939970288
BA3211	6.57247167015578	9.11086746340759
BA3237	6.27426778231287	9.13342062895717
BA3130	5.32375937310038	7.51630069461518
BA3376	6.44517490297706	9.3217592552912
BA3137	6.15834977750935	9.06304565250042
BA3300	6.68593691853273	9.24242183959432
BA3375	6.31585760088979	9.39118419839355
BA3249	6.80545390529169	8.88978486658959
BA3385	5.55888193371954	8.95438322249582
BA3242	6.73050676463962	9.12586826213153
BA3446	4.91685437213902	9.08127310626888
BA3416	6.96912043899967	9.22687989289351
BA3123	6.46480031307091	8.68758550697862
