	RUNX1	NF1
BA3064	0.6805859040259954	201.18480931502572
BA2227	0.683119927528023	327.7142740138492
BA3271	0.6874201291070778	387.3141621798155
BA2839	0.6880338863870606	94.94255129550952
BA2171	0.6888123828281181	234.8583259532597
BA2583	0.6912775488681344	175.38868962690978
BA3189	0.6953837671597553	245.12282784132051
BA2639	0.6987008341132465	180.8138917906739
BA2994	0.6987384180225817	205.2736444741335
BA2322	0.6991153640871128	67.9089880251087
BA2999	0.7037852261887951	139.17052067665466
BA2093	0.7187506601942814	120.06260334565768
BA2386	0.7200270107145469	231.55889311260623
BA2721	0.7256291013940612	265.52723888228604
BA3177	0.7269216743289351	267.32574083128566
BA2829	0.728071995753671	242.33983194955127
BA3099	0.7342656565816789	379.4322202086229
BA3415	0.7410698910464569	259.60805659132666
BA3433	0.742720604806531	178.90290846691832
BA2226	0.7427213369908078	286.37231184395824
BA3004	0.7435197491797316	146.41442949193342
BA2587	0.743689427436652	156.35443522543525
BA2480	0.7474430900341659	185.00097066910075
BA2242	0.7518530096416304	288.5091193991156
BA2590	0.7566619284761555	227.36806320229115
BA2500	0.7589955005186041	199.5066088787393
BA3227	0.7612033280690397	369.44084774026624
BA3386	0.7796296146743463	298.1066453189916
BA2707	0.7870109849492218	86.74408613423792
BA3333	0.7898330470868123	453.98521586512817
BA2824	0.8006411697174718	205.53801514045847
BA2623	0.8038726737497515	201.24225278348143
BA2454	0.8069416065588251	131.56553160502267
BA2751	0.8071463090211424	119.3254783695873
BA3302	0.8089436356807943	409.5298923056626
BA2377	0.809008592228186	209.4103095988851
BA3119	0.8137080331631155	349.0966061070526
BA3211	0.8167295952417628	168.4096662558839
BA2211	0.8197705252423492	193.69321339903547
BA2036	0.8388414173535819	238.32690231687388
BA3275	0.8396910736024769	421.4297222736951
BA3228	0.8434634677888566	261.688592673945
BA2995	0.8452907347711253	78.43786635139111
BA3186	0.8556351390761217	228.04792465394772
BA3068	0.8598505425084702	161.26744110478273
BA3308	0.8613295623116871	157.64276285086086
BA3400	0.8669773811457671	352.9573171396579
BA2776	0.8772785406547836	210.7570629268887
BA2375	0.8939738305449055	178.2945435585226
BA3285	0.8977304053375441	132.02922484641928
BA2989	0.9012169491049488	89.55920784850588
BA3229	0.9040616726306924	259.33312738653154
BA3142	0.9205512361539387	87.31993589404239
BA3067	0.9417137704908728	211.5006340656422
BA2200	0.9493042047686716	253.9343726061422
BA3139	0.9533754592897552	146.6748115601303
BA2705	0.9599598498105344	341.2926798773445
BA3293	0.9942868464660988	161.9473222177505
BA3454	1.0195808743846482	341.75196441638946
BA2394	1.0817958322477088	95.31685868127607
BA2280	1.238123750065648	384.3268511749896
