	TP53	SMC1A
BA3283	4.76674888665219	5.43005944446936
BA3390	5.34118303710199	5.6705066725732
BA3275	6.32590234144832	6.62245620960063
BA3136	6.5835484694239	6.58727608652663
BA3190	4.91158461915654	5.04068213537324
BA3234	5.9027386298111	6.29503336143835
BA3087	7.42202383501609	6.91521402329812
BA3454	7.2925108116234	7.21300808308282
BA3302	7.58759859001841	6.68698956921182
BA3117	7.35390839708449	6.8194770973329
BA3083	6.26033254809805	7.42202383501609
BA3266	6.52120608932454	7.01271335596315
BA3175	5.8625242189267	6.25354722820146
BA3268	7.34370807957505	7.01472936087095
BA3229	6.73467335194796	6.42624085513256
BA3353	7.34734759358865	6.67058412961645
BA3312	7.11817234858432	7.32880266743386
BA3119	7.49457772487061	7.09190952990899
BA3138	4.92243921737633	5.70836568128015
BA3219	6.14458786712028	6.06761730216539
BA3388	5.34047969998426	5.90117839370987
BA3357	6.87403385388121	5.81726345497192
BA3351	6.44710159988793	7.13671405241938
BA3208	6.7831717134386	6.49002795768883
BA3310	6.02657524046515	6.88162153716975
BA3200	7.51299557490928	6.42624085513256
BA3325	4.95195453348281	5.11604418341834
BA3146	6.79754404909056	6.52988298875597
BA3211	7.07770710445007	6.61925110660737
BA3237	5.46883804276646	6.50103892537921
BA3130	5.8309436081772	6.37975842200095
BA3376	7.06885426902192	6.47376016789819
BA3137	6.3931237186825	6.71667600372627
BA3300	7.25440312060941	6.59949061589029
BA3375	6.90161368403515	7.49565796423242
BA3249	5.51912136607038	4.838289154604
BA3385	6.72296106322052	7.12040364606583
BA3242	6.60579006500373	6.56890360423702
BA3446	6.00513768153823	6.77952101227859
BA3416	7.48382605156173	6.69027313849037
BA3123	6.52477924694933	6.05279557201734
