	NRAS	SMC1A
BA3283	8.04414638908848	5.43005944446936
BA3390	7.48695721637732	5.6705066725732
BA3275	7.32217874930828	6.62245620960063
BA3136	7.12340588419214	6.58727608652663
BA3190	7.66132793104992	5.04068213537324
BA3234	7.18320770184298	6.29503336143835
BA3087	7.03474280183588	6.91521402329812
BA3454	6.88364306076419	7.21300808308282
BA3302	7.00642277827321	6.68698956921182
BA3117	7.25976697827341	6.8194770973329
BA3083	6.76898394569665	7.42202383501609
BA3266	6.95411223232461	7.01271335596315
BA3175	7.40609048790591	6.25354722820146
BA3268	7.09119041085949	7.01472936087095
BA3229	6.69247942029726	6.42624085513256
BA3353	6.70809549173072	6.67058412961645
BA3312	6.69465878054587	7.32880266743386
BA3119	6.93292476022611	7.09190952990899
BA3138	7.41990509181254	5.70836568128015
BA3219	6.88098331936924	6.06761730216539
BA3388	7.19903013947942	5.90117839370987
BA3357	7.25790347094091	5.81726345497192
BA3351	7.55633666761795	7.13671405241938
BA3208	6.88802086010583	6.49002795768883
BA3310	7.38848640256579	6.88162153716975
BA3200	7.04988485075939	6.42624085513256
BA3325	7.71867822819813	5.11604418341834
BA3146	7.11145591609312	6.52988298875597
BA3211	6.88430660085161	6.61925110660737
BA3237	6.73527749858946	6.50103892537921
BA3130	7.31484141146978	6.37975842200095
BA3376	6.69080762366511	6.47376016789819
BA3137	7.17761745050204	6.71667600372627
BA3300	7.22127084858972	6.59949061589029
BA3375	7.31758513982701	7.49565796423242
BA3249	7.70582137825133	4.838289154604
BA3385	6.92898560318184	7.12040364606583
BA3242	6.72355108630667	6.56890360423702
BA3446	7.02624764830014	6.77952101227859
BA3416	6.99175546936536	6.69027313849037
BA3123	7.17197273809379	6.05279557201734
