	SF3B1	NF1
BA3380	4.035790713800198	221.2996538343536
BA3381	10.188157920747663	246.3283155559964
BA3384	2.3368678919925	73.83871681860033
BA3385	6.676575573164484	166.26396393899057
BA3386	6.266920429852454	298.1066453189916
BA3388	0.8071718968828551	155.3495612647028
BA3390	3.194429177292088	139.13709376795416
BA3394	11.355345145608185	272.9511856941777
BA3395	1.8988592137416536	32.835911513872546
BA3397	4.166165717031542	84.60717882884792
BA3399	0.4509431040067151	77.34069004481765
BA3400	2.0476180809311137	352.9573171396579
BA3403	4.745064163096981	235.1154504862194
BA3405	2.728556805515639	150.10322649841862
BA3406	4.186115247232068	175.00593868924125
BA3407	1.3746311173152923	78.37666956178536
BA3408	2.693258366140984	104.22963722764784
BA3410	4.029314095808984	133.7262587530939
BA3411	6.916556580461999	238.25400702034068
BA3412	5.771902623243478	195.68106403756929
BA3413	4.533433885170942	115.6071633334826
BA3415	6.253029412077777	259.60805659132666
BA3416	6.819673771062664	264.47263050967763
BA3417	3.8156430299519024	173.8357604806873
BA3418	0.9401166781474436	92.26888813182342
BA3421	1.1040734328739503	60.49421950990799
BA3422	5.258116536728601	290.0938510194062
BA3423	2.5043194788487595	247.16444382180865
BA3427	4.516365794279683	149.39600555491052
BA3430	0.4682961462605361	94.55339835609128
BA3431	0.4734616975431138	120.84144657847006
BA3433	3.683575326821984	178.90290846691832
BA3434	7.568311375397076	262.8951788966082
BA3435	4.923777882701434	232.53373548105796
BA3436	4.001661899483137	184.67064609509663
BA3438	8.543050533666047	111.05004860202276
BA3445	1.9600419770658173	252.05807357118948
BA3446	4.630120548157677	57.86422902407379
BA3447	0.913590061752894	61.61094005127081
BA3448	6.293018319062196	145.5723603719289
BA3449	3.1305215618114386	197.1342114504446
BA3450	0.5583604310081339	54.5939820641306
BA3451	2.763490924103701	150.25803532935367
BA3452	1.593654346500492	415.7140845086584
BA3453	2.189872373297081	180.47298431809
BA3454	6.356965189676121	341.75196441638946
