	RAD21	SF3B1
BA3376	8.25316147398542	4.92999922447732
BA3379	13.718532115610602	7.306065575764765
BA3380	14.386382464764022	4.035790713800198
BA3381	21.6398934611554	10.188157920747663
BA3384	8.60671952794259	2.3368678919925
BA3385	8.637224402417177	6.676575573164484
BA3386	13.73361633394758	6.266920429852454
BA3388	6.49690010795364	0.8071718968828551
BA3390	7.508740181700269	3.194429177292088
BA3394	13.257064235542837	11.355345145608185
BA3395	9.230759413084684	1.8988592137416536
BA3397	13.972882617679948	4.166165717031542
BA3399	8.31017472359782	0.4509431040067151
BA3400	18.701201180693865	2.0476180809311137
BA3403	17.029774756486663	4.745064163096981
BA3405	8.585712970021705	2.728556805515639
BA3406	8.951887951330136	4.186115247232068
BA3407	13.284030838985226	1.3746311173152923
BA3408	11.493742382432076	2.693258366140984
BA3410	13.55699891601388	4.029314095808984
BA3411	15.326829590272888	6.916556580461999
BA3412	12.11450595958844	5.771902623243478
BA3413	8.133335175416214	4.533433885170942
BA3415	33.37302607094277	6.253029412077777
BA3416	7.477042731879358	6.819673771062664
BA3417	11.13439037268027	3.8156430299519024
BA3418	14.020175021182078	0.9401166781474436
BA3421	4.9927405123982815	1.1040734328739503
BA3422	12.324814882269038	5.258116536728601
BA3423	12.741305690841056	2.5043194788487595
BA3427	14.515533344953267	4.516365794279683
BA3430	5.528116711370857	0.4682961462605361
BA3431	8.198798717831432	0.4734616975431138
BA3433	11.35149793038407	3.683575326821984
BA3434	13.904412976654964	7.568311375397076
BA3435	16.456359216436212	4.923777882701434
BA3436	7.797618267259763	4.001661899483137
BA3438	18.315792162585456	8.543050533666047
BA3445	12.697141655262	1.9600419770658173
BA3446	10.679565414453585	4.630120548157677
BA3447	3.879630029418274	0.913590061752894
BA3448	10.14220315510333	6.293018319062196
BA3449	19.58586180915845	3.1305215618114386
BA3450	14.25697414572637	0.5583604310081339
BA3451	10.80012308548918	2.763490924103701
BA3452	13.73361910891137	1.593654346500492
BA3453	8.072918830961996	2.189872373297081
BA3454	18.69279832715517	6.356965189676121
