	ABL1	PTPN11
BA3347	0.0091204037490987	12.809242818471976
BA3351	0.02288752703677	35.90760861599255
BA3352	0.0120475847152126	11.509859597362889
BA3353	0.0246917808219178	35.11049235404511
BA3357	0.0200486661860129	23.20383327702003
BA3362	0.0155894015861571	21.725904603440597
BA3367	0.0081957462148521	15.025404662803869
BA3369	0.0196160778658976	29.99087403113187
BA3371	0.0122458543619322	16.458671598067657
BA3373	0.0306218457101658	59.35049530467234
BA3374	0.0103550829127613	14.133426829085876
BA3375	0.0152433309300648	14.870528937154925
BA3376	0.0162545061283345	18.227739987926466
BA3379	0.0181542898341744	28.08972812511216
BA3380	0.0142591925018024	15.304461755392824
BA3381	0.0167501802451333	31.27593565198009
BA3384	0.0072999279019466	15.707206912380697
BA3385	0.0116690699351117	18.640554356687183
BA3386	0.0239509733237202	23.668662037468117
BA3388	0.0093096611391492	14.012063503178108
BA3390	0.0079866618601297	12.847892311668124
BA3394	0.0117916366258111	24.914778625770488
BA3395	0.0144935111751982	26.01816249710301
BA3397	0.0168493150684931	42.28475716557487
BA3399	0.0047422494592646	9.15449803389472
BA3400	0.0321106705118961	20.371786220125685
BA3403	0.0235742609949531	39.83393675829167
BA3405	0.0131092285508291	18.61771407579536
BA3406	0.0152865897620764	22.78866038015002
BA3407	0.0167718096611391	25.405348203332174
BA3408	0.0113987022350396	16.26414202920527
BA3410	0.015310021629416	20.823192190659476
BA3411	0.0167411679884643	23.468762170475323
BA3412	0.0209841384282624	30.54454134569016
BA3413	0.0226099495313626	19.97410763372989
BA3415	0.0468709444844989	58.01179348270793
BA3416	0.0243979812545061	19.52518318078984
BA3417	0.0155136986301369	22.04612178446291
BA3418	0.0136211247296322	32.40509250147461
BA3421	0.0068943763518385	7.843892615596658
BA3422	0.025726387887527	16.43572635337816
BA3423	0.0239113193943763	21.99557318080516
BA3427	0.0089401586157173	24.779356567393723
BA3430	0.0045998558038932	9.897313811922006
BA3431	0.0114131218457101	16.332149857539115
BA3433	0.0253460706560922	16.32023877816498
BA3434	0.0106434751261715	19.40655954455092
BA3435	0.0162527036770007	26.111800095148677
BA3436	0.0194935111751982	17.86407657910432
BA3438	0.026249098774333	31.85480892728566
BA3445	0.0117375630857966	20.842012939944127
BA3446	0.0113987022350396	11.091304172688892
BA3447	0.0030984138428262	3.2578484218490926
BA3448	0.0086860129776496	20.297356942540805
BA3449	0.0130155010814708	27.04325082478039
BA3450	0.0171034607065609	25.92931377215399
BA3451	0.0128244412400865	19.46451881925905
BA3452	0.0115663302090843	20.353337922083107
BA3453	0.0135562364816149	14.65283969724188
BA3454	0.0264077144917087	37.82041674213321
