	ABL1	ASXL1
BA3297	0.029592645998558	0.0192566220450014
BA3299	0.0119646719538572	0.0102420962688692
BA3300	0.0211211247296323	0.0155084021646254
BA3302	0.0303640951694304	0.0231273141555112
BA3305	0.0147007930785868	0.0120179436058103
BA3306	0.0206741167988464	0.0095585303332383
BA3308	0.0207624369142033	0.0158544574195385
BA3310	0.0220061283345349	0.011048134434634
BA3311	0.0114113193943763	0.0133266875534035
BA3312	0.0251261715933669	0.0172571916832811
BA3315	0.0143006488824801	0.0204756479635431
BA3317	0.0217303532804614	0.0146966676160638
BA3318	0.0297746935832732	0.0126516661919681
BA3319	0.0158723864455659	0.0135986898319567
BA3322	0.0114095169430425	0.0170521219025918
BA3324	0.0199585436193222	0.0195798917687268
BA3325	0.008613914924297	0.0100811734548561
BA3326	0.0136049026676279	0.0095229279407576
BA3328	0.0238320115356885	0.0158914839077186
BA3329	0.0240699351117519	0.0238194246653375
BA3332	0.0214257390050468	0.0190401594987183
BA3333	0.0258345349675558	0.0191839931643406
BA3334	0.0063284066330209	0.0101651951011107
BA3335	0.0219340302811824	0.0141612076331529
BA3339	0.0081434751261715	0.022146112218741
BA3341	0.0315843547224224	0.0118712617487895
BA3345	0.0086535688536409	0.0141583594417544
BA3347	0.0091204037490987	0.0084762176018228
BA3351	0.02288752703677	0.0200526915408715
BA3352	0.0120475847152126	0.0087681572201651
BA3353	0.0246917808219178	0.0190002848191398
BA3357	0.0200486661860129	0.0166405582455141
BA3362	0.0155894015861571	0.0123283964682426
BA3367	0.0081957462148521	0.0099088578752492
BA3369	0.0196160778658976	0.0143548846482483
BA3371	0.0122458543619322	0.012614639703788
BA3373	0.0306218457101658	0.0258330959840501
BA3374	0.0103550829127613	0.0052905155226431
BA3375	0.0152433309300648	0.0097223013386499
BA3376	0.0162545061283345	0.0132853887781258
BA3379	0.0181542898341744	0.0169438906294503
BA3380	0.0142591925018024	0.0093563087439475
BA3381	0.0167501802451333	0.015875818855027
BA3384	0.0072999279019466	0.0102150384505838
BA3385	0.0116690699351117	0.0110723440615209
BA3386	0.0239509733237202	0.0163457704357732
BA3388	0.0093096611391492	0.0087140415835944
BA3390	0.0079866618601297	0.0092395328966106
BA3394	0.0117916366258111	0.0134078610082597
BA3395	0.0144935111751982	0.0100825975505553
BA3397	0.0168493150684931	0.0226317288521788
BA3399	0.0047422494592646	0.0077413842210196
BA3400	0.0321106705118961	0.0189418968954713
BA3403	0.0235742609949531	0.0149060096838507
BA3405	0.0131092285508291	0.0121632013671318
BA3406	0.0152865897620764	0.0137154656792936
BA3407	0.0167718096611391	0.0121831387069211
BA3408	0.0113987022350396	0.0265394474508687
BA3410	0.015310021629416	0.0108957561948162
BA3411	0.0167411679884643	0.0124394759327826
BA3412	0.0209841384282624	0.0134448874964397
BA3413	0.0226099495313626	0.0132198803759612
BA3415	0.0468709444844989	0.0183708345200797
BA3416	0.0243979812545061	0.012996297351182
BA3417	0.0155136986301369	0.0156465394474508
BA3418	0.0136211247296322	0.0201025348903446
BA3421	0.0068943763518385	0.0065337510680717
BA3422	0.025726387887527	0.0184690971233266
BA3423	0.0239113193943763	0.015579606949587
BA3427	0.0089401586157173	0.0189618342352606
BA3430	0.0045998558038932	0.0059982910851609
BA3431	0.0114131218457101	0.0074252349757903
BA3433	0.0253460706560922	0.0149601253204215
BA3434	0.0106434751261715	0.0145101110794645
BA3435	0.0162527036770007	0.0154158359441754
BA3436	0.0194935111751982	0.0146681857020791
BA3438	0.026249098774333	0.0074038735403019
BA3445	0.0117375630857966	0.0121931073768157
BA3446	0.0113987022350396	0.0122984904585588
BA3447	0.0030984138428262	0.0042580461407006
BA3448	0.0086860129776496	0.0129578467673027
BA3449	0.0130155010814708	0.0116946738820848
BA3450	0.0171034607065609	0.015764739390487
BA3451	0.0128244412400865	0.0093919111364283
BA3452	0.0115663302090843	0.0162190259185417
BA3453	0.0135562364816149	0.0104357732839646
BA3454	0.0264077144917087	0.0177029336371404
