	NPM1	RAD21
BA3399	303.9438205830995	8.31017472359782
BA3400	627.4895389697099	18.701201180693865
BA3403	1203.178916297702	17.029774756486663
BA3405	397.5806316460965	8.585712970021705
BA3406	640.7451288538574	8.951887951330136
BA3407	659.1401152575726	13.284030838985226
BA3408	538.8760489141894	11.493742382432076
BA3410	488.2537777669656	13.55699891601388
BA3411	1111.4507390107965	15.326829590272888
BA3412	805.3595533498758	12.11450595958844
BA3413	1297.859179249312	8.133335175416214
BA3415	838.7332857598512	33.37302607094277
BA3416	960.8932040199592	7.477042731879358
BA3417	1051.2310408861642	11.13439037268027
BA3418	903.5299480475952	14.020175021182078
BA3421	244.15872378728167	4.9927405123982815
BA3422	1289.0351154467853	12.324814882269038
BA3423	1303.712126372468	12.741305690841056
BA3427	445.62853219589465	14.515533344953267
BA3430	237.80027246630655	5.528116711370857
BA3431	356.7365142693416	8.198798717831432
BA3433	759.0118541764652	11.35149793038407
BA3434	1270.9101515323528	13.904412976654964
BA3435	1168.0645601885635	16.456359216436212
BA3436	1229.0829346351168	7.797618267259763
BA3438	1216.0140622888252	18.315792162585456
BA3445	1302.593040486115	12.697141655262
BA3446	544.7867245657568	10.679565414453585
BA3447	613.0822104910341	3.879630029418274
BA3448	730.5797618082247	10.14220315510333
BA3449	1194.741485157614	19.58586180915845
BA3450	697.0745030463246	14.25697414572637
BA3451	397.0064256637312	10.80012308548918
BA3452	1153.8064651280972	13.73361910891137
BA3453	635.8014680203485	8.072918830961996
BA3454	1523.4491471912725	18.69279832715517
