	GATA2	RUNX1
BA3295	6.94358580230343	7.58290428004672
BA3283	6.57356389506373	6.99719018449603
BA3390	3.87479759609797	6.7421473941764
BA3275	8.57394218930808	8.79942491234482
BA3136	8.1981158996604	7.3634906067475
BA3190	6.80603450730616	6.3129901827468
BA3234	3.4375681966549	7.18812871773308
BA3087	5.20013137153335	6.70026474055664
BA3454	7.54733361982974	8.91420804405317
BA3302	7.65276972214058	8.70980864868103
BA3117	7.19064975766148	6.92303478434711
BA3083	6.71212603625657	7.47111652375221
BA3266	7.75640802704286	8.10917947996904
BA3175	5.07164095305392	6.81811142246577
BA3268	9.30485684547982	7.69160326863138
BA3229	7.94145634611773	8.43517613550052
BA3353	7.18078818168097	8.01965582601105
BA3312	7.91426996698012	6.59734342436169
BA3119	9.45909303825332	8.80867768640892
BA3138	6.87971926016812	6.93219471408877
BA3219	2.03395241692527	6.15742620510153
BA3388	7.44443985803447	7.17913715940168
BA3357	9.53650854885809	6.52988298875597
BA3351	5.83800900717186	6.67058412961645
BA3208	7.35298985161002	7.83130382680857
BA3310	7.19145743010941	8.26396477173174
BA3200	10.3158055322447	8.25974759702626
BA3325	7.57365573963701	7.82988769642495
BA3146	8.2874098816496	8.33560901482561
BA3211	9.66095938066438	8.91751782379931
BA3237	9.1755941413251	7.06020993945392
BA3130	0.0096330444008767	6.37928950311348
BA3376	7.75640802704286	8.81487669872437
BA3137	7.66369633945432	8.09619809378225
BA3300	7.64778904816974	7.27205163282357
BA3375	8.10917947996904	8.75098362594822
BA3249	8.97664914654451	7.22204702944845
BA3385	7.92868137841977	7.86087718753597
BA3242	7.21053357648558	8.04242466385173
BA3446	6.31068973576453	7.33163994376767
BA3416	8.95099667095566	6.70309367478267
BA3123	8.04414638908848	6.44275689894875
