	NRAS	SRSF2
BA3399	3.928691386373547	6.7827367360961
BA3400	20.57405701514241	13.06056647163743
BA3403	8.646476315345657	8.92075600450164
BA3405	5.47809386344928	5.467194039928233
BA3406	6.043252528284121	12.548279632337389
BA3407	15.4835474476744	12.435230824451514
BA3408	4.912950895430019	8.498252487024397
BA3410	8.840417219687092	9.837479102617367
BA3411	6.705633535854831	10.38319506643126
BA3412	12.142190977600986	11.085412982407256
BA3413	6.008969504223689	11.797908054164992
BA3415	12.115116393939685	15.05708089537657
BA3416	7.867724644372972	8.727996581852542
BA3417	8.509996078078553	11.985232449421302
BA3418	12.343830242329132	6.635294965300766
BA3421	3.168433023436222	5.28260925317226
BA3422	18.173598552618824	17.179527426315072
BA3423	13.745762736552717	10.963398377588634
BA3427	8.073314731993818	9.29610382811063
BA3430	5.917204912877103	3.376723357465601
BA3431	7.363139704033914	5.2956503189134905
BA3433	12.089748631817251	11.124922747602398
BA3434	7.222638519015791	10.684241187268606
BA3435	6.94535406077345	7.207195702534164
BA3436	4.615333195782467	8.942673968449142
BA3438	6.824296625978215	13.298804121187224
BA3445	12.074907605420004	13.585759177133028
BA3446	9.72879525399942	10.112802584876396
BA3447	1.558376402101474	5.064946393689568
BA3448	4.596813366256176	7.659809256873132
BA3449	8.485986858644898	8.663162251082694
BA3450	14.954090632256172	10.04252924348618
BA3451	7.710340309671539	6.8123698098142365
BA3452	7.508107568643977	6.957609320826012
BA3453	11.655016680272896	7.816516530672914
BA3454	12.993324189060337	12.90077034756054
