	ABL1	IDH2
BA3237	0.013042537851478	14.6136963499056
BA3240	0.0435886806056236	30.289051111193377
BA3242	0.0128731074260994	11.01147295746492
BA3243	0.0143330930064888	9.079056102617258
BA3245	0.0212076423936553	20.02190192993497
BA3249	0.0218637346791636	19.26521416848678
BA3250	0.0191041816870944	17.586750046274016
BA3251	0.0130353280461427	13.425475302015078
BA3255	0.0108309300648882	16.40415067436666
BA3258	0.0105461427541456	17.302572107257
BA3260	0.0103064167267483	12.500350898949888
BA3261	0.0220511896178803	18.172227951973746
BA3264	0.029127613554434	28.799930416219357
BA3266	0.0226856524873828	20.55284497587581
BA3268	0.0360526315789473	16.987273066054616
BA3269	0.0187328767123287	6.81657331655129
BA3270	0.0144881038211968	9.852936178876837
BA3271	0.02060021629416	21.338157010821952
BA3273	0.0321178803172314	20.49248832043831
BA3275	0.028923936553713	18.82424020533324
BA3277	0.0209318673395818	24.0166185416898
BA3280	0.020474044700793	5.399685342859611
BA3283	0.0126387887527036	11.952311868359676
BA3285	0.0137274693583273	60.75055179604882
BA3286	0.0178496755587599	15.516210417206532
BA3289	0.00443763518385	3.5341682153037426
BA3290	0.012072819033886	15.84100525672824
BA3293	0.0246773612112472	15.012154370118092
BA3295	0.0183255227108868	14.8783086970471
BA3296	0.0086697909156452	13.80996923703402
BA3297	0.029592645998558	17.430743870235318
BA3299	0.0119646719538572	13.127509791581833
BA3300	0.0211211247296323	15.694615327188144
BA3302	0.0303640951694304	35.07453239181135
BA3305	0.0147007930785868	16.013503307049696
BA3306	0.0206741167988464	19.38743678969385
BA3308	0.0207624369142033	29.186816248966547
BA3310	0.0220061283345349	20.315382877380024
BA3311	0.0114113193943763	7.573615703550144
BA3312	0.0251261715933669	30.51092161181653
BA3315	0.0143006488824801	11.683327280692012
BA3317	0.0217303532804614	23.813275052752378
BA3318	0.0297746935832732	18.6337669146954
BA3319	0.0158723864455659	12.205474290156593
BA3322	0.0114095169430425	14.915470736312145
BA3324	0.0199585436193222	15.760631739039228
BA3325	0.008613914924297	10.376599310208665
BA3326	0.0136049026676279	10.2723855551031
BA3328	0.0238320115356885	13.204257147793038
BA3329	0.0240699351117519	38.10241119090808
BA3332	0.0214257390050468	32.258173768185685
BA3333	0.0258345349675558	29.37218501585656
BA3334	0.0063284066330209	4.568183522748307
BA3335	0.0219340302811824	9.208825676526118
BA3339	0.0081434751261715	12.80536610767655
BA3341	0.0315843547224224	14.288897037228988
