ID Sample	Abundance	TotalKmers	NormalizedExpression	specimenType
BA2089	284.55172413793105	11437437620.0	24.878974958547666	Leukapheresis
BA3240	146.17241379310346	10888276568.0	13.42475210656345	Bone Marrow Aspirate
BA2098	47.06896551724138	7965645520.0	5.90899574919088	Bone Marrow Aspirate
BA2235	215.93103448275863	6590221680.0	32.76536738332581	Bone Marrow Aspirate
BA2399	77.58620689655173	6861596560.0	11.3073110927046	Bone Marrow Aspirate
BA2400	263.58620689655174	13690881820.0	19.252682943438902	Bone Marrow Aspirate
BA2477	241.5862068965517	9272545380.0	26.05392553997419	Bone Marrow Aspirate
BA2583	36.48275862068966	6892596340.0	5.293035718480746	Bone Marrow Aspirate
BA2914	88.03448275862068	8485386280.0	10.374835022669195	Bone Marrow Aspirate
BA2590	74.41379310344827	9138029180.0	8.143308763591437	Bone Marrow Aspirate
BA3119	77.82758620689656	10819947162.0	7.1929728529756165	Bone Marrow Aspirate
BA3207	386.2413793103448	12702108314.0	30.407659087951377	Leukapheresis
BA3266	250.5862068965517	11950065948.0	20.969441339232993	Bone Marrow Aspirate
BA3306	18.620689655172413	9280433960.0	2.0064460062352962	Peripheral Blood
BA2286	76.27586206896552	8101217600.0	9.415357769055053	Bone Marrow Aspirate
BA2302	19.448275862068964	7196730520.0	2.7023765594698084	Peripheral Blood
BA2387	56.0	6832622440.0	8.19597460444485	Bone Marrow Aspirate
BA2459	22.344827586206897	6033397020.0	3.703523489691865	Bone Marrow Aspirate
BA2798	11.586206896551724	8592369800.0	1.348429730823704	Bone Marrow Aspirate
BA2804	27.17241379310345	5709512340.0	4.759147922798507	Bone Marrow Aspirate
BA2911	55.241379310344826	8854001660.0	6.239142642124242	Leukapheresis
BA2926	64.55172413793103	8694402360.0	7.424515391064904	Bone Marrow Aspirate
BA3435	69.55172413793103	9495128160.0	7.324990559993772	Bone Marrow Aspirate
BA2514	22.310344827586206	8352851920.0	2.6709853163045425	Bone Marrow Aspirate
BA3197	72.24137931034483	7501581640.0	9.630153050009973	Peripheral Blood
BA2035	44.27586206896552	6217670060.0	7.12097323301287	Peripheral Blood
BA3268	81.03448275862068	12397489346.0	6.53636236313977	Bone Marrow Aspirate
BA3375	58.310344827586206	6363310380.0	9.163523597851942	Peripheral Blood
BA3381	250.55172413793105	12497289928.0	20.048484557965924	Bone Marrow Aspirate
BA2691	147.44827586206895	9576596960.0	15.396729806834111	Peripheral Blood
