	NF1	STAG2
BA3351	183.84015117269627	0.0723694909741421
BA3352	142.52121731092907	0.0318751016425435
BA3353	169.65826102895142	0.0585461050577329
BA3357	230.10965888564544	0.0736705155309806
BA3362	66.30559672126034	0.0478126524638152
BA3367	119.2584771410444	0.0439095787932997
BA3369	233.0697009394279	0.0731826313221662
BA3371	161.37983110943483	0.0513904699951211
BA3373	434.5300220567231	0.0941616523011871
BA3374	90.3308747655744	0.0305740770857049
BA3375	185.2589113390073	0.0354529191738494
BA3376	257.5822685803655	0.0535046348999837
BA3379	302.81777996661253	0.0718816067653276
BA3380	221.2996538343536	0.0260204911367702
BA3381	246.3283155559964	0.0839160839160839
BA3384	73.83871681860033	0.0502520735078874
BA3385	166.26396393899057	0.0596845015449666
BA3386	298.1066453189916	0.0616360383802244
BA3388	155.3495612647028	0.0398438770531793
BA3390	139.13709376795416	0.0260204911367702
BA3394	272.9511856941777	0.0661896243291592
BA3395	32.835911513872546	0.0422832980972515
BA3397	84.60717882884792	0.075947308505448
BA3399	77.34069004481765	0.0395186209139697
BA3400	352.9573171396579	0.0580582208489185
BA3403	235.1154504862194	0.0650512278419255
BA3405	150.10322649841862	0.0551309155960318
BA3406	175.00593868924125	0.0336640104081964
BA3407	78.37666956178536	0.0696048137908603
BA3408	104.22963722764784	0.0510652138559115
BA3410	133.7262587530939	0.0391933647747601
BA3411	238.25400702034068	0.0159375508212717
BA3412	195.68106403756929	0.0541551471784029
BA3413	115.6071633334826	0.0362660595218734
BA3415	259.60805659132666	0.0870060172385753
BA3416	264.47263050967763	0.0518783542039356
BA3417	173.8357604806873	0.0491136770206537
BA3418	92.26888813182342	0.0679785330948121
BA3421	60.49421950990799	0.0271588876240039
BA3422	290.0938510194062	0.0375670840787119
BA3423	247.16444382180865	0.019190112213368
BA3427	149.39600555491052	0.0694421857212554
BA3430	94.55339835609128	0.0300861928768905
BA3431	120.84144657847006	0.0494389331598633
BA3433	178.90290846691832	0.0406570174012034
BA3434	262.8951788966082	0.0585461050577329
BA3435	232.53373548105796	0.0600097576841762
BA3436	184.67064609509663	0.0442348349325093
BA3438	111.05004860202276	0.057570336640104
BA3445	252.05807357118948	0.0922101154659294
BA3446	57.86422902407379	0.0821271751504309
BA3447	61.61094005127081	0.0087819157586599
BA3448	145.5723603719289	0.0455358594893478
BA3449	197.1342114504446	0.0517157261343307
BA3450	54.5939820641306	0.0696048137908603
BA3451	150.25803532935367	0.0456984875589526
BA3452	415.7140845086584	0.0913969751179053
BA3453	180.47298431809	0.04358432265409
BA3454	341.75196441638946	0.1014799154334038
