	ASXL1	SRSF2
BA3295	5.59699754908342	8.76897254396233
BA3283	6.25584067626589	9.47302564786274
BA3390	5.62270762074318	8.49908497066643
BA3275	6.02537342172354	9.73629770852437
BA3136	5.53649114497573	9.05220627117217
BA3190	6.27784077147234	8.51425498508966
BA3234	5.36902005012398	7.94635895319707
BA3087	5.96823920514463	9.37964346609645
BA3454	5.76141008187331	9.160132157513
BA3302	6.2796317403598	9.39118419839355
BA3117	6.37215716750202	9.44696832329653
BA3083	5.75568831379393	8.9076089453561
BA3266	5.94641278080618	9.21888429779212
BA3175	5.63513768849615	8.35811493599106
BA3268	6.40454724548096	9.28397254525379
BA3229	5.78774237354263	8.70401585675217
BA3353	6.22545256194412	9.78674968596522
BA3312	6.09515830888203	9.20300948929151
BA3119	6.26118056372206	9.3561004357089
BA3138	5.71478675399189	9.04501990946176
BA3219	5.63016664038851	8.44724078411408
BA3388	5.74861209266001	8.88148184246882
BA3357	6.12180366530222	9.36650856672567
BA3351	6.31068973576453	9.54457000922792
BA3208	6.25584067626589	9.65571538111022
BA3310	6.10787715288174	9.1755941413251
BA3200	6.16824009925269	9.1872873383188
BA3325	5.98097884801574	9.16398396797258
BA3146	5.67127118896803	9.15628939970288
BA3211	4.9207439830005	9.11086746340759
BA3237	5.78970451035009	9.13342062895717
BA3130	5.79282325358751	7.51630069461518
BA3376	6.00093229876932	9.3217592552912
BA3137	5.84508987578304	9.06304565250042
BA3300	6.27603504625168	9.24242183959432
BA3375	6.20098661255903	9.39118419839355
BA3249	6.26033254809805	8.88978486658959
BA3385	5.88643954120856	8.95438322249582
BA3242	5.94641278080618	9.12586826213153
BA3446	6.11760662803549	9.08127310626888
BA3416	6.17209130162237	9.22687989289351
BA3123	6.12904074966952	8.68758550697862
