	IDH1	CBL
BA2123	4.52334899104318	4.06363054666438
BA2844	5.43657703696705	5.44790183156178
BA2660	6.80545390529169	7.04704814373678
BA2836	4.62427313618414	6.45847746962255
BA3027	4.19644815920318	6.15101372135618
BA2714	7.14998539597838	7.08148396341999
BA2139	7.28622892412638	6.732801148639
BA2251	6.17773554711095	6.03404286985942
BA2952	7.21378004978512	7.78816074108162
BA2440	5.27576605306409	6.29962436721057
BA2036	6.68593691853273	6.68070832768596
BA2828	6.34322095252985	6.57509033573893
BA2292	5.09390910729551	4.49200541523704
BA2410	4.9819516092596	5.50870400018428
BA2051	4.798374704262	6.39259211057253
BA2532	5.86821930876448	6.25990865941117
BA2986	6.7892246921242	6.36930495814156
BA2494	3.75076608161682	4.96547907948064
BA2515	4.05242084925905	5.78229337378321
BA2748	6.45455803457724	6.4059839800287
BA2970	4.23547754378357	5.67772909120233
BA2622	5.88961440143981	7.14921380328589
BA2839	5.32846021235263	5.95765278561263
BA2052	4.36867112545861	5.83841841477399
BA3011	4.83233699169056	5.76722856076773
BA2868	6.88867708372879	6.38694021270264
BA2510	4.67922683289374	6.75771576783705
BA2065	6.91069984449294	6.65572341906315
BA2691	6.43193622663115	7.05132427456444
BA2374	7.58991392876001	6.08318959151969
BA2804	5.2695794873648	6.3208153422885
BA2670	4.93263432505861	6.34832965907228
BA2675	7.41008797800013	6.06596741795533
BA2589	3.43461282312155	5.50870400018428
BA2031	6.82612058067876	6.7472714933791
BA2198	6.5550219238791	6.65792194443728
BA2066	6.1842076331656	6.95960331595656
BA2344	5.95439094102815	5.77409344818299
BA2459	5.73516831539579	5.99520828398439
BA2229	4.10073895515048	5.92274484517742
BA2559	5.07408997846094	5.15922305350231
BA2093	5.34151860321391	6.74962731666034
BA2000	7.95765939482996	6.1368245443414
BA2425	4.80920574953976	5.61586637721502
BA2905	3.14612847066654	6.45599883472476
BA2304	7.6112304020112	6.74039110508618
BA2976	6.03067265261494	6.03812571980279
BA2386	4.25981249131916	5.66700121364047
BA2035	5.46628439479905	6.51004595939563
BA2760	5.35302745757832	6.57095981156775
BA2201	7.15481965297646	6.89968682755392
BA2355	2.57374882661096	4.87201227243281
BA2113	6.24956354515351	6.98756290986723
BA2155	4.31592922692549	5.13976221148527
BA2955	6.58727608652663	6.78802478417111
BA2502	6.82247572050957	6.99377561399407
BA2322	5.6147813580075	5.91045865628191
BA2376	6.97110220501606	6.67668520784891
BA2020	5.92833030401015	5.14508451414971
BA2226	6.57772759538865	6.67837784799198
BA2200	6.44374763893835	5.84631034661227
BA2121	5.63513768849615	6.83780188259357
BA2944	4.64167507429005	6.11118909883084
BA2033	5.27249782330272	5.46734103839207
BA2867	3.686686945389	5.90514668195897
BA2089	6.66232694076894	6.52630500155159
BA2224	4.84073982458941	6.78255354390321
BA2046	4.41752853740495	5.45162820453411
BA2972	5.58233779466511	5.8972652873143
BA2978	5.90476239808708	6.88993208075706
BA2829	6.5851771545889	6.24314863798514
BA2851	6.52531304614774	6.38023120196824
BA2587	6.46680230521735	6.55863333147361
BA2461	4.97525881373139	6.62466206493959
BA2695	4.76744564892536	6.79100301901869
BA2623	5.17806224044823	6.3037231448191
BA2024	5.21467303087656	6.96975356458038
BA2426	5.06916581711999	6.2290430058542
BA2271	5.61291824722341	6.56685915377229
BA3004	5.9059700222253	6.10621461216555
BA2579	5.11604418341834	6.40688318423783
BA3010	5.43991302011835	6.38837422038712
BA2662	6.72757025712009	6.26927993913723
BA2674	4.64236314712384	6.04066918000608
BA2280	6.60421812247539	6.31675170697475
BA2512	7.07626127790368	6.65403117957095
BA2658	6.0515207109664	6.50748244706823
BA2394	6.19874995357892	6.47571845442986
BA2950	5.51054741525892	6.32729837510952
BA2981	4.82920315142492	5.26459476589721
BA2934	3.15379592329678	6.31539551726359
BA2539	5.69683059962592	6.38550593619779
BA2249	7.28989199463087	6.43929618119963
BA2034	5.90196356256727	5.48394657614029
BA2109	5.04550512990365	6.24682640662524
BA2242	4.49812951936181	5.56705100056312
BA2277	6.49454808629482	6.27289277243206
BA2727	5.04344198379719	6.16950493399515
BA2132	4.47573564141147	5.79603390583248
BA2618	6.51917819512762	5.94473215258657
BA2521	7.60876718089275	6.20356343645269
BA2846	5.10282218386209	6.10234706288177
BA2885	8.3695120975799	6.90096747490557
BA2639	6.32360812377741	6.66232694076894
BA2775	6.51657057172327	5.99929451210714
BA2402	4.97105541814246	6.28908084563445
BA2097	4.20135659440007	5.96823920514463
BA2786	6.43335604753767	7.01271335596315
BA2399	6.07775440645337	5.38622445069567
BA2850	5.43546904513176	5.21397119518206
BA2174	6.13208464272519	6.32959875231621
BA2004	5.26566945651455	7.02125424605895
BA3001	6.34691329698472	6.28823715765654
BA2311	5.8717903577196	6.86903485569995
BA2483	7.05570452227078	6.42189529871828
BA3040	5.54245080282141	5.51092026987085
BA2837	5.24035827892386	6.34322095252985
BA2724	5.6643875190661	6.03193635166747
BA2911	6.06121727575126	6.25896920678185
BA2256	6.20314139469901	5.72137751467021
BA2821	6.91793209354363	6.40454724548096
BA2233	4.79452735368346	6.14026668002857
BA2744	6.82008128976274	5.47763005492427
BA2880	5.0883096858926	6.89839628157059
BA2621	4.96162900206024	7.00924527251429
BA3002	7.49042755149826	7.00490622738367
BA2501	5.76686556527581	6.06345159600226
BA2993	5.56967790109069	5.78501009572694
BA2301	4.86287652588537	6.46528423305325
BA2852	2.47641329200189	5.0417365543682
BA2133	3.1582319317872	5.7683712705426
BA2866	5.37084951659886	6.0158165147387
BA2212	4.78927104224353	5.69796250727745
BA2685	3.97791568550573	4.69855961142677
BA2273	4.97353447958461	5.06174326636484
BA2477	6.59734342436169	6.32868471625961
BA2659	5.69757983119209	6.44710159988793
BA2124	4.78927104224353	5.85893495391356
BA2363	6.58673582096521	6.38694021270264
BA2369	4.24276500476702	6.17121351437265
BA2534	6.43983576769468	6.14325138176865
BA2400	6.50804753914762	5.65448355973944
BA2762	5.08403773679609	5.67849879072138
BA2312	5.91835525147628	6.16092602046833
BA2813	5.85936501205287	5.44354227055874
BA2211	6.53298741802549	5.55025760092161
BA2171	6.05611661620259	5.88127605322844
BA2746	6.80845562026412	6.85962983110872
BA2798	4.18830550628692	5.53239656043462
BA2809	5.03892605141629	6.32959875231621
BA2288	4.70912069685916	5.0487198592787
BA2801	4.6961161698671	6.33691799113473
BA3030	6.26927993913723	6.82851443258156
BA2588	5.36902005012398	6.11633596300958
BA2296	6.11380852099068	6.50248754607679
BA2300	6.53199378857673	7.69666948274062
BA2903	4.16090429067131	6.92432887364054
BA2473	4.30837790148871	4.92698857880871
BA2545	6.06036727608855	6.88232132236019
BA2840	5.51015899119849	3.82818188872895
BA2528	5.79603390583248	6.33826437905032
BA2646	5.43474590254893	6.16309999506727
BA3407	3.81612780124423	5.81916047874321
BA2240	7.58879646153396	6.2886543814572
BA2926	6.29737759041703	5.88368970993683
BA2272	7.51732737025111	6.27468820513848
BA2306	5.95520312741494	7.15327818681819
BA2765	6.76656262392125	8.45696872743274
BA2904	6.22067774239525	6.3811905938473
BA2883	3.93840673561022	6.36982886713941
BA2726	8.89122942781574	6.97383568837724
BA2234	6.97176870633362	6.45198017318936
BA2022	6.70701242644057	6.06387711588008
BA2228	3.49799064045743	5.94263228316548
BA2037	6.27917243235478	6.14149524736616
BA2184	6.13418245991914	6.30187774864901
BA3009	5.36619555084966	5.95076318092024
BA2842	4.61468245344628	6.00051445317703
BA2442	7.79521409988635	6.34145730932297
BA2882	6.1556592421586	6.93292476022611
BA2758	5.82658327453077	6.801788717217
BA2705	5.31976332499236	6.1821095995856
BA2663	4.59368397646332	6.49555684686711
BA2570	5.17593956338375	6.62413100331839
BA2764	4.81656126290881	5.59289705404599
BA2209	3.07362208775687	6.48952236006017
BA2989	3.71113954261245	6.08966256500214
BA2855	3.55318791593181	6.48756519390035
BA2261	4.47248648313274	5.78856545869923
BA2721	5.89765135115317	6.89058644352535
BA2930	6.7928687930301	6.9462008471637
BA2728	5.97772537420238	6.94358580230343
BA2715	2.69222768564293	5.86298515288613
BA2469	5.04768274106503	6.49555684686711
BA2269	4.44772389189131	5.98792432171399
BA2098	6.97450183109637	6.13984081619634
BA2778	7.01613705435711	6.43289690445385
BA2951	5.24328117345542	6.1821095995856
BA2163	5.11328125236518	6.3548930381601
BA2379	4.17369897600356	6.40170617544637
BA2817	3.22116841470907	6.25854276374572
BA3153	4.27041928872006	5.48092950225755
BA2820	7.11889170682512	6.89180239315318
BA2723	3.55417797609775	6.22989744594561
BA2704	5.97361430412984	6.08923274175156
BA2088	3.90594846339568	5.42530018626189
BA2116	3.45550886376031	6.56633757408764
BA2584	5.72791281354614	6.87150487669772
BA3079	5.57561187049385	6.32779672565029
BA2417	6.31720357778214	6.14800492227439
BA2361	4.20061838096406	6.39979504855395
BA2450	7.08974258985974	6.04525873101195
BA2492	6.50152491798344	6.48120572889895
BA2552	5.03783692041918	5.40185770956234
BA2472	4.06768255183074	5.30886708091399
BA2994	5.68192875741287	5.80340144842646
BA2047	7.53093612416627	6.03024497150621
BA2101	4.13397604746354	6.07138778077856
BA2082	4.30539842621614	5.64618047026692
BA2879	4.31740166637701	5.81242563536261
BA2577	6.38217571781426	5.76526823165432
BA2456	5.4921500734543	6.37358566074055
BA2175	4.79347559452987	5.1280622240178
BA2824	7.42202383501609	5.97812067314416
BA2507	4.69788797442376	6.15608719552673
BA2563	6.31632447129761	6.07391847012236
BA2244	6.99175546936536	6.63707820351379
BA2470	4.49704564233128	6.47715255483626
BA2984	4.98548688523347	6.13165710493441
BA2414	6.115497606055	6.0506842235686
BA2697	4.99665147897099	6.89441914208329
BA2079	5.8733548574054	6.64742815938269
BA2999	5.43185845277898	6.14067117674287
BA2644	5.72213373131707	6.28997086497795
BA2011	3.33268141494615	5.41501101930325
BA2217	6.01254264145456	6.00599295147661
BA2454	4.35980493218316	6.56170699951925
BA2776	6.83464418679852	5.89003355654074
BA2218	5.90885007986137	5.29910819649826
BA2135	3.53525438523798	5.47763005492427
BA2914	6.58888481686372	6.79754404909056
BA2500	6.13505858445244	6.19345543409726
BA2830	4.69647295762567	6.01125817232664
BA2406	6.52836297577895	6.38550593619779
BA3108	5.43621855884092	6.20740227072508
BA2924	5.90436368867117	6.22067774239525
BA2303	8.27031665707811	6.82430487390793
BA2160	6.00261866586335	6.28373604828764
BA2038	3.20723913331244	5.616270357549
BA2602	3.27264514939603	5.45966163922215
BA2964	4.15738946871551	6.52938873500607
BA2898	5.92875292821339	6.6952290990594
BA3003	5.7225158734594	6.79520689964912
BA2111	5.82541777312417	6.48902852435197
BA2827	5.56256719374486	6.47426873472503
BA2912	5.17381001168529	6.65242333740906
BA2437	5.57601310486413	6.24365480544028
BA2283	5.93038956442244	6.57974013566299
BA2057	5.50092424285105	6.50200644713267
BA2633	5.57412698420844	6.36555750928785
BA3034	5.77144374108322	6.81811142246577
BA2607	5.81442547259646	6.0844698592588
BA2761	5.71331402808145	6.36086030376613
BA2795	5.86701172235977	6.40503611780804
BA2182	5.75491739673993	6.73745939965324
BA2152	5.98343537244457	6.68810200399149
BA2381	5.73095557356358	5.91320591729895
BA2931	5.57710363902521	6.47182200391892
BA2040	4.35354406259827	6.09808877325888
BA2590	5.57116929470375	6.2877927663973
BA3195	5.02654059802702	6.54822006852651
BA2516	5.99273740349983	6.82908216215166
BA2353	6.57871147435603	6.67112647924208
BA3036	5.5372259675426	6.29962436721057
BA2971	4.859362912485	6.00051445317703
BA3410	4.72146237134338	6.1725191860544
BA3118	5.37928711694374	6.33235435623274
BA3206	6.69750566900229	6.77775850085893
BA3202	4.30578132576709	4.98055399385871
BA3217	6.20920563257666	5.99929451210714
BA3405	6.89968682755392	6.98821538280907
BA3306	4.18905337629139	5.49289037233673
BA3371	4.43026354617328	5.98428829955698
BA3413	6.41603346705047	5.77884237694475
BA3411	6.04775659278267	6.6441169206914
BA3133	6.38171333036269	6.43046914091516
BA3164	8.22445433533228	6.14889515620208
BA3451	7.550843282623	7.1045805500083
BA3286	7.52533179189238	6.63170598568284
BA3212	5.68192875741287	3.29595206047076
BA3103	4.18132017858849	5.82781183106441
BA3271	7.59808663804993	6.67231936736834
BA3152	7.1445927897216	6.7270321335196
BA3095	7.01543819204674	6.38599164256093
BA3192	6.08362235286883	5.83800900717186
BA3251	6.81629782268832	6.34367856158157
BA3362	7.53867754134672	7.07770710445007
BA3400	4.5085935471109	5.42383455525135
BA3135	4.33903266779967	5.76293182295601
BA3408	3.17079334153815	5.88798351527577
BA3187	5.68573255517546	6.34099882607851
BA3098	6.64018393293961	7.62320575204897
BA3435	6.22503632366675	7.02125424605895
BA3261	4.65440830398242	5.8546289142141
BA3203	4.18716058878723	4.92875656907511
BA3174	5.09637288827648	6.5518017021576
BA3317	6.62136909185019	6.39359148087619
BA3299	5.20686512079418	5.78229337378321
BA3221	6.35211013226828	6.63008743018599
BA3347	6.06168577538942	6.47182200391892
BA3235	7.3014086607396	6.88932432366148
BA3126	7.76884228347361	6.90032088066256
BA3380	6.09048118374774	5.95439094102815
BA3089	6.34412105865143	6.22761949631351
BA3109	4.16205900590607	6.51402356062823
BA3114	4.93122023310574	5.8649508957416
BA3418	4.20291883221202	6.44275689894875
BA3245	5.5239080872138	5.32810180055979
BA3085	5.32920195672699	6.36039084913799
BA3128	5.40443670689777	5.87015044982701
BA3423	4.69788797442376	5.64240286737973
BA3173	4.05042304398681	6.12342757436463
BA3171	5.6382097192845	7.11072300969941
BA3277	4.46447835591803	5.44717957482301
BA3210	4.05083600444237	6.17379906817959
BA3157	5.29839304298236	6.13941173642868
BA3433	3.74759218302818	5.30199591850581
BA3322	5.29307989811682	6.41897137635364
BA3374	6.57871147435603	7.34082017175962
BA3450	4.14520169098392	6.43046914091516
BA3167	5.24611528011748	6.35260588947101
BA3269	4.89092474484563	6.15921420802907
BA3110	5.57820476090366	5.51015899119849
BA3156	3.93670563044514	4.54878748959104
BA3226	6.06298925282901	6.19521896796153
BA3421	5.96666513140334	6.36695225743452
BA3232	7.46997411625783	6.27064006981264
BA3289	4.75027858706246	6.35306835134338
BA3430	4.69506440431895	6.75251712721233
BA3145	6.67231936736834	6.47329372187665
BA3399	4.01681712942243	5.86901047120639
BA3449	5.38186716708803	5.64956635618765
BA3384	7.22625304922136	6.68423874907307
BA3427	5.37014622702408	6.54204262926234
BA3163	7.16876088952225	7.25976697827341
BA3158	5.34691482072856	6.59895239127683
BA3436	6.55336509971083	6.04113685727626
BA3154	4.57869564199945	6.54204262926234
BA3162	5.29986206219824	6.58673582096521
BA3352	5.41245018586405	6.08318959151969
BA3084	7.0168789681798	6.39551228028091
BA3149	3.77745737706284	6.60315866621686
BA3169	6.88492067829042	6.40217435211346
BA3180	5.06562997256811	6.37454386361439
BA3255	7.59101188148724	6.44128835620157
BA3438	6.96490245805844	9.21888429779212
BA3345	5.1308809152012	6.2290430058542
BA3403	6.58888481686372	7.11661408634118
BA3431	5.06846235610609	6.82369230677028
BA3181	6.18251802139279	6.44078936377997
BA3341	4.26401053300844	5.12596382526423
BA3191	7.03335772337666	6.68593691853273
BA3197	6.65069612456278	6.64072538795855
BA3448	6.11039522609915	6.10829331712153
BA3453	4.29566916323682	5.68455719692803
BA3406	6.78802478417111	6.31539551726359
BA3308	5.38841032189554	6.62086223855277
BA3186	5.59508122551735	5.43585497001994
BA3334	5.57412698420844	5.60617377123055
BA3447	4.84704413896278	4.71824544190638
BA3116	4.66681816964876	5.69838933100617
BA3280	4.55238107332514	5.5116799396294
BA3185	5.04694903743101	5.68910215065219
BA3094	5.38984631837511	7.48695721637732
BA3318	4.06925036801479	6.50446999422617
BA3216	5.32485345914141	5.54988252588324
BA3332	4.59403374647175	4.76286314942469
BA3214	5.05963791860408	5.87890505700567
BA3099	8.19411260375688	6.3129901827468
BA3141	7.05213628356552	5.93777047922961
BA3373	5.9527582231115	6.15101372135618
BA3319	7.31758513982701	6.67112647924208
BA3328	6.1281715906941	6.68355614720783
BA3339	5.13729178336945	6.52020957672534
BA3240	6.14975362813735	6.40785243829132
BA3142	5.68535357501915	6.41510646424492
BA3333	4.93997522367398	5.89918966262517
BA3381	5.92676397459841	6.8036454676491
BA3290	5.51241676925768	6.54150806703429
BA3207	7.40108920011618	6.25807759133934
BA3296	6.14235074085009	6.87337102503918
BA3305	6.63537899034447	6.73637438056
BA3434	5.42966375134891	6.86209164981008
BA3189	6.19606446047222	6.53347844553203
BA3264	5.72941496772039	6.26836425592886
BA3329	3.66471911557075	4.35610894196015
BA3417	6.30602484819544	6.11593110685268
BA3367	7.20800173217813	6.67502657403681
BA3225	7.56436701911919	6.52170608095191
BA3183	6.31585760088979	6.27289277243206
BA3222	5.45598777768521	7.26938021173089
BA3139	6.87718695252014	5.79678897670541
BA3397	6.86281064555051	6.78739149461742
BA3311	6.8576823032308	7.50647222464875
BA3422	4.32671639588567	5.48358277984793
BA3228	7.08297551023298	6.61484329859941
BA3213	5.72675571340994	6.51154576024005
BA3270	6.41897137635364	6.57456923029337
BA3415	7.06166102601644	6.13808979720021
BA3324	6.60476180009226	7.63041516939983
BA3194	6.51105136156458	6.70531293865616
BA3335	5.39495254612019	5.11991931002217
BA3199	5.73442845067299	6.01005588113279
BA3326	7.94635895319707	6.85962983110872
BA3285	7.26503778677364	6.02857515716086
BA3297	6.59999610931592	6.70531293865616
BA3227	6.39926285688665	6.24726489639171
BA3394	5.98835302463094	6.50854787129231
BA3412	7.46474071975909	7.26238233832031
BA3293	8.19593305491973	5.74782936628199
BA3250	6.9766278154768	6.71095851013656
BA3177	7.22705513643141	6.22329037773919
BA3315	6.21410531502083	6.76476869070353
BA3182	6.6886775034689	6.82734034498185
BA3260	4.21672873374062	6.97794904447586
BA3369	6.66619952778557	6.59622051144561
BA3078	6.76957967246072	6.14846279197281
BA3386	8.12041880838799	5.1280622240178
BA3445	3.60216120874402	5.80853079818309
BA3452	5.47397012091034	6.73745939965324
BA3176	6.39832221441364	6.23342882640082
BA3258	7.09641299880345	6.75018333539215
BA3295	6.95685605328487	6.87971926016812
