	RUNX1	DNMT3A
BA3300	0.3203211315178937	0.8155149387367185
BA3302	0.8089436356807943	1.878070338741434
BA3305	0.3165741663993759	0.3758517555929482
BA3306	0.4393434975518654	0.4678243753249521
BA3308	0.8613295623116871	0.7430298784255994
BA3310	0.4493223787761471	3.113186868014315
BA3311	0.3836221812068668	0.3413359723446273
BA3312	0.2361033181100383	1.0313266944732924
BA3315	0.2484026435584517	0.2175585040963564
BA3317	0.6423924956872351	1.3966229821769789
BA3318	0.3061830139235205	0.1434208386076261
BA3319	0.4062251645760432	0.2643805651456659
BA3322	0.1870056804521788	0.2437505266635564
BA3324	0.5041686634752043	1.0050149666537604
BA3325	0.3511676830534682	0.4586897833941845
BA3326	0.0946196926437193	0.8054091697962897
BA3328	0.5696664315782274	0.4891718378997489
BA3329	0.2878748850466966	0.6935647452452095
BA3332	0.4309639511858069	1.8725763617798548
BA3333	0.7898330470868123	1.1748465548673048
BA3334	0.1840161005601276	0.0874879546711472
BA3335	0.6419343830762536	1.3791847557823955
BA3339	0.1616917626721239	0.6816983425548611
BA3341	0.3174076243393825	0.0992171188373203
BA3345	0.161196937947849	0.1882478687325217
BA3347	0.2043961250789596	0.0793081425722057
BA3351	0.2277844883078007	0.3767988798133077
BA3352	0.3304688858969831	0.2441699598087771
BA3353	0.4940194295257724	1.573201875235866
BA3357	0.2357294055540615	3.182234794031143
BA3362	0.2094729196922687	0.367298106114524
BA3367	0.1949590412461768	0.468206268930404
BA3369	0.5423304068211141	0.7189140278030713
BA3371	0.226349875713049	0.3911707268286983
BA3373	0.4774971725331615	2.4270778986899404
BA3374	0.094090365428496	0.1736769107583531
BA3375	0.4729430043851663	0.4157910061042422
BA3376	0.6235087840431298	2.587745454093571
BA3379	0.3148457090256712	0.5875948555881614
BA3380	0.3662717140970948	0.3636938974279577
BA3381	0.3995621713674603	0.2705984129882083
BA3384	0.3342882991549222	0.3928863086554694
BA3385	0.396194121898357	0.3568143983749653
BA3386	0.7796296146743463	1.9497978949432675
BA3388	0.2751835808372105	0.6371076022783089
BA3390	0.1944113750647645	0.1972813536342707
BA3394	0.3032300434910894	0.5790544948291578
BA3395	0.5549256020025314	0.1474578939999843
BA3397	0.5455480797470682	1.9169014583899533
BA3399	0.144535490638782	0.1115975023665588
BA3400	0.8669773811457671	0.260553953633249
BA3403	0.2800542556398858	0.4718327508913635
BA3405	0.4900832122830341	0.7026056745282946
BA3406	0.3555937927988822	0.4914363116068612
BA3407	0.1954447978657259	0.0816258011323548
BA3408	0.0988729634042426	0.4422947939992025
BA3410	0.3685682495555111	0.3007432512975378
BA3411	0.2704176023369389	0.4276105326232634
BA3412	0.0899779089099585	0.9399164494533891
BA3413	0.23006633904582	0.7761283990244846
BA3415	0.7410698910464569	0.805013616849289
BA3416	0.2221459302117749	1.131804859197465
BA3417	0.1861777521522952	0.4334518624957957
BA3418	0.2631471556305804	0.5450125383258861
BA3421	0.1168253603124548	0.0928301259362801
BA3422	0.6446960034484137	0.7787122927717289
BA3423	0.4690401005159862	0.3137561136635265
BA3427	0.5007832987527033	0.5557356852906213
BA3430	0.0648879484956471	0.0859224317649399
BA3431	0.2236180365190641	0.1980508370410119
BA3433	0.742720604806531	0.3218101173604146
BA3434	0.66006781137165	1.8010545072872437
BA3435	0.565665550355561	0.3518001604734708
BA3436	0.5688667444176033	0.715050361453989
BA3438	0.4422330780237589	0.6787067187657545
BA3445	0.3247887731201874	0.2083692683665713
BA3446	0.197880958049616	0.5461630899368397
BA3447	0.1034714208120763	0.4979278293894679
BA3448	0.3469263687875951	0.6232957528729896
BA3449	0.2999389659404642	0.1511482243319365
BA3450	0.4257168708106206	0.5264935101688636
BA3451	0.2801380775486234	0.2265887147247246
BA3452	0.4710051611355347	0.5440027208658725
BA3453	0.2738419892276626	0.1025448915257053
BA3454	1.0195808743846482	0.5503671457682342
