	RAD21	PTPN11
BA2762	6.784312013608401	15.494298472230904
BA2865	6.786711420764503	16.238963350670986
BA2139	6.787244348233263	11.507169535521824
BA2564	6.846327704749135	13.974435996557515
BA2135	6.849923340263783	16.330691859452898
BA2813	6.871862217728357	13.26185634034608
BA2308	6.875562225380477	20.691473643918133
BA3352	6.888519922529282	11.602828493127593
BA3009	6.894381047571565	19.149190049872782
BA2546	6.906706856278332	18.99909180138973
BA2909	6.922166908194905	11.488674564864946
BA2454	6.942160543769251	35.41917436013228
BA2709	6.946880022044021	11.834087074751764
BA2133	6.955488449442417	9.257241245749476
BA2024	6.96521768918246	13.850349536088828
BA3325	6.980786815663781	18.92294556082813
BA2413	7.014678596936963	21.05224232672534
BA2480	7.023019041158557	15.24397502944484
BA2820	7.037460506740012	17.60046886126625
BA2636	7.065038505416176	18.568704808257376
BA3004	7.085755351782302	15.801966890605236
BA2994	7.09209433756163	16.36308890783346
BA3310	7.100560037626962	16.233968503775053
BA2705	7.11128981908457	28.16912357988325
BA2846	7.114886095215292	18.50294150486064
BA2707	7.130671220290234	28.354258823419137
BA3006	7.136737262954476	12.927507847907451
BA2882	7.158452857080666	16.603411924717445
BA2727	7.2063798654766975	24.61424804261353
BA2587	7.206419255062711	21.078892020464146
BA2047	7.212823003588878	23.775755698786437
BA2505	7.223980123328793	22.69831014365209
BA2414	7.232459983658254	23.349309244236707
BA2950	7.245089154829005	24.919157088502157
BA3167	7.282263747764319	20.567990490892964
BA2316	7.282340044737987	11.94031516572484
BA3375	7.289816251366465	14.986029961281671
BA3070	7.295000725895216	12.2739088603882
BA2050	7.305722580287018	14.032474625170588
BA3251	7.336191837077552	18.96515071718015
BA2541	7.417264627916515	16.52564398579619
BA2893	7.428524101497821	12.4974117886675
BA2412	7.434423162851566	12.137813809796492
BA2577	7.43704400808223	20.382387269777333
BA2423	7.4386621718513055	14.830693302761253
BA3067	7.462077652141978	23.49622855930234
BA2492	7.464666356901334	23.63457575454264
BA2588	7.474967556882667	15.34775428213297
BA3416	7.477042731879358	19.695638462196776
BA2425	7.4966187289404544	26.81439645289756
BA3390	7.508740181700269	12.885807017959875
BA3037	7.5162662118315	22.454196832329725
BA2500	7.521231245992113	23.138866635530075
BA3243	7.550988075131212	27.182019369641385
BA2829	7.568162408320408	23.16697090575833
BA2746	7.599745388967682	16.354079014101362
BA3374	7.641555016365422	14.286142079384424
BA2747	7.651377512409418	13.21286567892482
BA2970	7.655852368698684	15.990249149514993
BA2312	7.674918446231897	14.384739574554802
BA2053	7.685499593258364	13.034239391027915
BA2621	7.688498948557723	14.867078915259968
BA2837	7.69629748433335	22.898407857056828
BA2765	7.699253392049299	17.255788926560026
BA2524	7.699731455993478	15.143161519049126
BA2704	7.709101855865436	16.147071205521367
BA2682	7.710059959218154	19.076647524486
BA3235	7.74587284666574	15.371318318553923
BA2485	7.764965016349434	17.055978788879546
BA2236	7.780395565488438	17.314869257465272
BA3436	7.797618267259763	18.030821688180044
BA2455	7.8038560766564276	12.375452361398644
BA3273	7.8145711334608	20.44500246613187
BA2721	7.824177092542211	12.82643796424119
BA2375	7.831872915187479	20.87206313122356
BA2660	7.836327552343412	16.149795869705212
BA2811	7.8572391190129185	22.694716050439283
BA3043	7.858543977921846	10.557497829345278
BA2816	7.879227320258685	14.79225518895096
BA2456	7.882438568555351	14.09237807271488
BA2109	7.887808449114563	10.752236348741445
BA2995	7.927022872959648	14.331090419338244
BA2851	7.930079634666398	25.04537941152953
BA3146	7.933065611315002	21.602179497941837
BA2876	7.948332469106371	13.157898270250502
BA2667	7.957563016351409	14.667596859550976
BA2937	7.9631102781870515	17.877732513150956
BA2301	7.975873603129876	17.314482693030055
BA2677	7.976881058970531	18.577054779483333
BA2715	7.9908424818815	20.1361962674606
BA2782	8.015532388218636	14.017978111035076
BA3109	8.027688129345798	17.987162225593785
BA2402	8.029770309000423	21.70324629391715
BA2068	8.054864759728023	15.169594363553628
BA2737	8.059068369130218	12.376501451202138
BA2339	8.06670173891155	10.111131706915842
BA3453	8.072918830961996	14.797701231567332
BA2663	8.080320855742233	12.517918211428482
BA2082	8.105587557245181	16.516465158266154
BA2842	8.122653245216734	9.895489999364507
BA2856	8.123417456297645	12.066697755388164
BA3413	8.133335175416214	20.1099448245558
BA2512	8.148040889126415	18.55404802224241
BA2429	8.178058606915211	13.885097753812143
BA3431	8.198798717831432	16.4322603052081
BA2376	8.201038447211358	14.73696075905255
BA2461	8.219969197680816	17.820350143922077
BA2903	8.231738411041828	5.87011599834422
BA3376	8.25316147398542	18.460625960877035
BA3094	8.270966085411256	28.49290823798763
BA2452	8.272702521925646	25.78173682741561
BA3399	8.31017472359782	9.217550243661025
BA3027	8.311939681222812	11.8217154344046
BA3163	8.312243991569263	14.556965582467331
BA2756	8.313613699099756	11.95978241621635
BA2464	8.325017469373892	18.745323554263607
BA2479	8.334742963888607	9.06853194700168
BA2758	8.358962769112686	9.074373932385482
BA3079	8.381004427762392	19.909318281196608
BA2156	8.392648810880598	16.931888260327074
BA2631	8.41576670737534	17.90739322912705
BA3300	8.41754525873113	37.73830015271734
BA3206	8.41819053439068	23.017601304312947
BA3130	8.426457892847933	12.057733345196048
BA2474	8.453590141912928	12.088986615383838
BA3197	8.465826631517633	16.74318582812262
BA2303	8.486958621868874	15.03837826541991
BA2031	8.497243158696646	17.168571781077897
BA2871	8.517910766576021	23.15316795763132
BA3072	8.537634657826874	21.744276519892093
BA2441	8.542129804765835	41.50471871701896
BA2934	8.544368841382356	9.73098986675119
BA2227	8.563166687493254	20.910382367639677
BA2817	8.567011899482022	19.255577896687427
BA2311	8.572661186048336	16.07649015451271
BA3405	8.585712970021705	18.77385346724309
BA3110	8.592635501023473	23.61354936917826
BA2629	8.594657614716793	12.182439062832351
BA2235	8.606492986201966	17.067020253453286
BA3384	8.60671952794259	15.82572118593314
BA3385	8.637224402417177	18.844695554238974
BA2260	8.648831228976123	15.232493343082629
BA2200	8.66317838616753	27.20417627027473
BA2534	8.677937913221355	26.77316300242771
BA3211	8.689275557787132	20.94416288181397
BA3280	8.696961129621478	14.365310348195427
BA3299	8.700308143455324	13.91130497298182
BA3195	8.708910526307639	16.40482357099114
BA2022	8.710936477994075	27.51591386957487
BA2649	8.712169545197561	23.86929555054728
BA2712	8.715074617421482	16.42029670010793
BA2735	8.716166676984766	12.472768491152266
BA2347	8.719695984514088	10.673249895339008
BA2971	8.74346075786503	19.08055261903843
BA2718	8.743801897061989	23.29369020548985
BA2169	8.745864067224826	30.814991909118284
BA2786	8.750798721553965	18.56146342152403
BA2525	8.770496731111479	10.739344125649188
BA2787	8.772402732286627	5.728153752635701
BA2681	8.780910687229923	15.08682239640497
BA2879	8.7832317062327	15.50509527096519
BA2066	8.783252326731535	27.549712577286414
BA2675	8.80433163554737	20.317910549967007
BA2360	8.805045872014531	17.5735034231662
BA3128	8.810140240962603	17.85383423310964
BA2379	8.82297591175788	14.2605358780457
BA2523	8.833513249971563	17.466454904239125
BA3191	8.862948952022187	17.4967395117262
BA2280	8.867506451898345	36.38874163228378
BA3221	8.869172543186263	15.472372826909858
BA2282	8.901841543428535	10.789451974244848
BA3362	8.905632409862548	21.929829281753584
BA2294	8.922417194971139	18.795163976802144
BA3084	8.931039707541247	17.84399375600065
BA3406	8.951887951330136	22.99494518688369
BA3001	8.967662310686702	17.71418966299346
BA2160	9.025528918383657	17.506409372433634
BA2910	9.025651262817592	26.26349101086416
BA3137	9.02747316791148	17.99946922539952
BA2374	9.087586819222311	22.40617777937685
BA2035	9.09435826239406	26.829544816139027
BA2113	9.1025554010968	24.25003415351566
BA2162	9.1097160557551	23.524442921627767
BA2153	9.114530887927913	24.095696669288905
BA2688	9.136700966465709	9.067482526668442
BA2594	9.139083579125286	21.525920477694164
BA2885	9.1437329828171	20.57041289985666
BA2095	9.161177992328549	22.24726061747656
BA3174	9.1782654338674	22.481708707839694
BA2256	9.18485529321266	21.401582298666927
BA2726	9.224656526294682	13.818725538291096
BA2589	9.229416269372235	17.98440359990241
BA3395	9.230759413084684	26.164953144487377
BA2806	9.239625565942395	20.0582471817414
BA3013	9.247982876855191	15.826301965085207
BA2385	9.25356836754013	15.9001120635316
BA2296	9.253808222732571	22.58795543731145
BA3124	9.284977057831163	11.595967067149676
BA2844	9.285825149104296	17.590131498344554
BA2502	9.310906556965936	15.548455223976305
BA2567	9.314424545325542	6.532230302726126
BA2132	9.340554458045636	20.169400258241318
BA2792	9.349854225229196	11.65470263502648
BA2195	9.349963706871057	14.438988301694582
BA2600	9.353896237028234	12.611281705199705
BA2769	9.361756841663468	14.114069903809089
BA2545	9.368149045066335	20.94124669628399
BA2489	9.378517373509853	14.508873336495364
BA2000	9.381081344897805	18.33296095742878
BA2224	9.397529949966035	15.825637213283208
BA2868	9.41411842427432	23.494536189676637
BA2828	9.433810687478156	16.62048013308828
BA3216	9.438854222222687	14.3557010442588
BA2399	9.462752231839673	16.904555001239643
BA2645	9.463742795285215	21.812898951451057
BA2809	9.480771579524577	25.421071006514072
BA3135	9.496110992875614	14.423862792892812
BA3181	9.503419985420877	12.539176864756952
BA2559	9.529928027515686	14.081354688308627
BA2420	9.57814254684074	17.04322984051619
BA2860	9.580156560415908	14.530015277964637
BA2812	9.580850470658854	11.366252530998253
BA3286	9.58094773570941	21.368852478931604
BA2096	9.584242645222831	9.782062235194408
BA3098	9.590542634787692	23.62762660915261
BA2242	9.596092148295025	15.237455455980948
BA2742	9.60144734897058	18.999517616112165
BA3334	9.617271313844697	9.127914629344902
BA2211	9.646568993096242	21.02631899069189
BA2482	9.673974306294848	19.0233231637945
BA2245	9.699043191258031	27.47398546311995
BA2272	9.716425007365958	13.50913898194892
BA2906	9.756131041333148	21.176416117737062
BA2603	9.768311999403744	19.616353351392544
BA2653	9.771089494494756	35.09770771441234
BA3226	9.794689013130396	19.63876066105797
BA2459	9.797272940458363	13.594127000583486
BA2691	9.81666764700157	26.73737220376769
BA2514	9.82159563378448	14.1127716506682
BA3237	9.877675574769016	27.98315846822433
BA2583	9.890591627699177	25.543482158502837
BA2221	9.893553288678971	13.92990006687362
BA2902	9.897790129229035	9.87114034234456
BA2521	9.910091896864747	22.854875728416364
BA2353	9.912825000169375	27.233366359776674
BA2273	9.913637199534788	21.07546663553913
BA3345	9.919192049605591	10.56551791674996
BA3335	9.93084257211786	18.262137171353483
BA2804	9.948183462781904	11.705154389579103
BA3269	9.949139208808512	15.204697938644848
BA2488	9.955539364023684	18.77808934875976
BA3227	9.959340799942916	22.406453016091405
BA2843	9.97163363501163	10.858547637453205
BA2276	9.978364843676667	9.934136281708742
BA2302	9.987074162137658	15.142153148377648
BA2832	9.992879451805464	21.6788491811367
BA2639	10.010161068121263	21.352582026728825
BA2791	10.013093916294787	20.34342406980938
BA2887	10.013956036977431	27.307116773219036
BA2646	10.03274456794311	24.75015114655788
BA3367	10.039284949472163	15.08460695321988
BA2944	10.064472511470012	37.64703403612323
BA2051	10.076275553605024	23.501722762533824
BA2904	10.079079666847052	20.70134617274038
BA2288	10.082944575583005	12.094613771990195
BA3042	10.083466709865757	31.91703970845472
BA2928	10.11643727364132	17.191069360684157
BA2080	10.124380642568726	14.96790543407779
BA2229	10.125749233382871	23.056486557637434
BA3448	10.14220315510333	20.46619821409374
BA3158	10.1711382617597	22.028408728000585
BA2620	10.216901742287613	23.94293881406372
BA3341	10.240655098975587	21.133817970311235
BA2619	10.24348484377864	16.276085827293198
BA2515	10.264101693684571	13.656362083325709
BA3261	10.313149155349263	18.19364774393248
BA3145	10.354261631048317	21.111123300919846
BA2446	10.364804794975528	17.23831681496286
BA2040	10.369023486536902	15.768603175760314
BA3214	10.371187620116046	19.227635695526825
BA2723	10.375714600574018	30.19932116231609
BA3154	10.37847228212452	34.14570005484676
BA2926	10.404461026625832	19.129719312731364
BA2855	10.412020171563372	17.107630110616615
BA2063	10.446657944155708	14.18531242809262
BA3255	10.457541463274575	19.530658366366755
BA2473	10.464200233436472	17.639401643995793
BA2020	10.474535979065164	31.59595324254756
BA2814	10.50067506991098	11.078194670442564
BA2989	10.501458838357118	24.180054210900927
BA2025	10.505514139483594	25.182250566504557
BA3176	10.516834615247337	18.64217401050913
BA2209	10.51849185881264	22.20851929911572
BA3071	10.52390611206101	21.66745407747344
BA2922	10.563641838224775	19.573904682697663
BA2822	10.567069438748083	27.94999463915676
BA2344	10.584311463633012	17.66258635942158
BA3114	10.589312921282527	11.088207106757388
BA3085	10.595121842708444	26.01224963306068
BA2986	10.61649522660097	21.66198824056716
BA3232	10.619888613709852	18.64192081999083
BA2510	10.624600112642494	16.669318455579262
BA3245	10.676015899769338	24.70548102610767
BA2171	10.679439120860676	23.18947927011344
BA3446	10.679565414453585	11.215195744897262
BA2033	10.68218662349429	18.392220963768025
BA2839	10.702870709793087	31.642496415707715
BA2387	10.729442600106111	18.12250880428911
BA2852	10.733105482199862	9.456579436181348
BA2962	10.754058816270438	24.054892956713843
BA2579	10.763658341093915	18.172941762715816
BA2023	10.766220668380647	11.535227276580512
BA3157	10.776595378268189	23.14124354717321
BA3451	10.80012308548918	19.54939345148004
BA2003	10.804738111151956	7.823075791431777
BA3089	10.809715902166948	23.137690705828494
BA2670	10.815173782482145	17.34966639725265
BA3277	10.81707913018485	17.164565410884723
BA2932	10.837366964790483	19.46477251954371
BA2841	10.86633082856018	17.333596721579227
BA3230	10.88702275122798	19.80458906416293
BA2386	10.908254139241263	18.71535873465833
BA2226	10.908716981211048	35.989485894319195
BA3200	10.909278309870528	21.870631329961405
BA2538	10.913820694522553	19.34789198139
BA3068	10.92123400166833	32.6958892019907
BA2198	10.951500923300072	24.498350035075635
BA2528	10.95619152241139	14.604392734699395
BA3051	10.971059465533544	13.618501220020445
BA2306	11.005838226949349	21.901854935746787
BA2590	11.020519906011817	29.16348122073776
BA3030	11.048257548925138	21.666872429973047
BA2905	11.079928175686486	22.33801212442174
BA3219	11.093733857751708	14.358489399213893
BA2357	11.108352146056484	12.19949693229595
BA2088	11.119498790097158	24.432406247519264
BA3417	11.13439037268027	22.196288192458372
BA3225	11.151218427400725	16.252474175634926
BA2911	11.157070639231096	20.84783277632227
BA3317	11.16052886825041	21.33458099470292
BA2271	11.19055154461345	23.98460277768552
BA3357	11.209355070417873	23.394936659638905
BA2240	11.228756861285458	33.17334597209446
BA2775	11.231430347123924	18.18390614086486
BA3333	11.232635186040444	25.26353103615665
BA2494	11.2361552416597	27.91420931790605
BA3162	11.237044105692334	23.07486636372992
BA3136	11.243952690380354	26.020118488952967
BA2220	11.27168233076358	20.14637088171025
BA2798	11.320668917283385	16.931625688947495
BA3178	11.331439290758995	11.343132947483015
BA3187	11.349434096297829	17.671849707854243
BA3433	11.35149793038407	16.497331140038252
BA2251	11.377710091638932	24.14242187116462
BA3126	11.412819087950716	23.07814911886787
BA3138	11.423077315635409	17.948405734384835
BA2044	11.425941509678632	18.514651646389066
BA2054	11.47302251367756	15.071847659067448
BA3408	11.493742382432076	16.372140642588597
BA3306	11.499892572410136	15.822574986127442
BA2036	11.528528001706562	21.002511009591736
BA2992	11.530571617754989	23.9380562024542
BA2415	11.629542912695369	8.984070955203252
BA2728	11.6589570980474	21.026768820896308
BA2802	11.674453813334097	21.039563120997773
BA3339	11.679638650782366	16.505423984927283
BA2122	11.690318294638107	8.187921438696502
BA2858	11.732022768469532	12.633864070958204
BA3250	11.761587752013284	29.723698269728747
BA2497	11.770026231771718	15.612483715841416
BA2309	11.791282340863557	15.600943225492763
BA2234	11.823723239347228	24.054342043995
BA2065	11.84997670061323	23.213042788974004
BA2622	11.856726789983709	17.89404725424126
BA2394	11.860730450178448	24.469601260335928
BA2069	11.861180142963963	19.64144687919452
BA3217	11.88035751769358	16.74182319835738
BA3189	11.932120982129211	34.77103318446292
BA3153	11.934807261655983	31.543536116768177
BA2714	11.947381290035214	18.259052411644547
BA2354	12.00451486898158	27.095243432620222
BA2277	12.040184337419634	29.221652377436328
BA3412	12.11450595958844	30.806279236788768
BA2037	12.161082044759937	41.28393670453848
BA2212	12.173442452420591	16.10636029935567
BA2410	12.216570162803489	23.596659384354837
BA2516	12.22145040127422	21.259529388671154
BA2174	12.234477537030015	23.163838646228943
BA3283	12.250071841697912	16.69487906533864
BA3103	12.263914273744836	21.202410683230404
BA3185	12.291302372484742	16.0689464411771
BA2801	12.300105653747424	7.134981041288424
BA3422	12.324814882269038	16.531991048470882
BA2552	12.480830817711963	16.970131640737755
BA2748	12.55875252888568	24.58902716946228
BA3322	12.591249945719875	19.028309672175208
BA2720	12.623245416287624	12.589995425491171
BA2501	12.62601078055385	27.833890878616558
BA3073	12.639113852233436	14.944238120335736
BA2789	12.690204036147708	23.09779193452756
BA2463	12.690477923250375	8.57460656098495
BA3445	12.697141655262	21.016117689995312
BA3118	12.705569947122092	18.419906314914087
BA2872	12.738415912342797	18.935171480130546
BA3423	12.741305690841056	22.056976272015444
BA2908	12.743765720614595	23.172251086718955
BA3119	12.810425741677957	24.22301068782385
BA2930	12.815465943706217	14.85937609513198
BA2361	12.820670415669928	15.736424512490592
BA2019	12.845973706067053	25.598812631833862
BA2369	12.850566536925276	17.51039441139099
BA3049	12.85756735103648	4.158103947463144
BA2124	12.868529500425566	17.461741457522745
BA2125	12.876343621232197	26.753085869426155
BA3095	12.881896387377646	20.620505966732463
BA3141	12.966304139588166	21.324758045316084
BA2089	13.153433288445951	26.42817527039773
BA3258	13.18937285519026	19.25644449572177
BA3305	13.210384284552964	17.9495129193202
BA3394	13.257064235542837	25.0992123120214
BA3038	13.281945296374737	26.722751368914007
BA3407	13.284030838985226	25.57381689341782
BA2052	13.286222314454694	19.346997032607323
BA2483	13.30799648435604	23.22264853955544
BA2883	13.323673284159556	28.20025393371597
BA3326	13.32551613432835	23.60399145233129
BA2004	13.335979114927524	23.47420820016641
BA2286	13.39494709097916	19.38545941760825
BA2760	13.39521223098779	27.842394785774225
BA2143	13.400617340713	20.26836326082831
BA2623	13.446594472046977	32.422525972432204
BA3173	13.476480334718383	27.98654696106653
BA2172	13.50883390157314	16.795517788395873
BA3053	13.537613702438962	26.569754013053128
BA3410	13.55699891601388	20.956953686492668
BA2657	13.558121784268703	19.747502000537104
BA3213	13.56965681003816	28.595132790427066
BA2866	13.570153734926146	21.19259899057649
BA3351	13.581704757796958	36.15111433085691
BA3234	13.592360891893474	20.17473302052334
BA2228	13.65711061030867	31.927487025931413
BA3379	13.718532115610602	28.28338708702801
BA3386	13.73361633394758	23.83686331483464
BA3452	13.73361910891137	20.50716139930494
BA3271	13.764132629312732	27.916898924965192
BA3308	13.816117444757213	21.61813851587103
BA2093	13.89440940587197	24.761557552881506
BA3434	13.904412976654964	19.549469421478744
BA2261	13.913285434019771	13.631458148123675
BA2275	13.934400427780313	31.218741695811683
BA3397	13.972882617679948	42.49803859219085
BA2539	13.978502747180436	15.054660968382327
BA2647	14.01612973269423	21.26802428024812
BA3418	14.020175021182078	32.63184933979395
BA3180	14.02641990095722	28.83046345372784
BA3040	14.055834341442273	10.393675597393589
BA2449	14.089617863871435	27.270894277896847
BA3142	14.091857300176931	46.60967367517731
BA2840	14.098907636349963	20.531917229600012
BA3210	14.175531101627	25.00701142440425
BA2880	14.20169997994761	19.49215324075317
BA2442	14.204882194839056	21.30032633561693
BA3450	14.25697414572637	26.141088273719884
BA2676	14.295097086991808	18.58694648390418
BA2094	14.301152628574505	22.84219653932653
BA2163	14.314580633635316	32.49912164853597
BA3380	14.386382464764022	15.395065123545448
BA2477	14.454241798469251	27.90380716097536
BA3427	14.515533344953267	24.97543818115768
BA3183	14.519903017517604	29.19110257797213
BA3353	14.586040996840996	35.31452803631488
BA3295	14.657653131414444	28.37486135458929
BA3164	14.73226368307242	29.786068872909603
BA3083	14.810650623264374	21.978305936397295
BA3152	14.817160210145763	26.69930441544388
BA2499	14.879974384025108	21.457586308448946
BA3229	14.888690691276398	29.721164245602424
BA3186	14.913191470830974	26.671352579888893
BA3275	14.962094263120866	28.412871710293533
BA3311	14.976188771036478	26.322291810625305
BA3182	14.978060789083155	27.52360362055456
BA2764	15.078263588638512	10.123036663951495
BA2041	15.208390411040217	20.85594645881212
BA2870	15.218174085191572	23.69065911934278
BA3332	15.290522516662271	28.276913195499503
BA3411	15.326829590272888	23.686174665300918
BA3059	15.366874484849632	18.54532868077653
BA2618	15.46445402601978	21.562852645082295
BA2377	15.515745904212263	56.988741119585946
BA3319	15.667229116628087	22.17690767917441
BA3194	15.667454413013024	35.935356555517195
BA2685	15.721198305823696	25.10516765487928
BA3329	15.802833118921944	36.48269764177509
BA2300	15.91951318108498	43.71814488147894
BA3099	15.955877745803877	36.54224908379226
BA3266	15.986410426489345	28.79690094170825
BA3293	16.07744382884652	27.98536128377098
BA2952	16.129897557537284	29.64411745650464
BA3297	16.19473077928634	31.61271538032367
BA3369	16.31057767629538	30.111459179936265
BA2440	16.32951560083481	29.80936471999719
BA3133	16.356477365148123	35.60647067572976
BA3117	16.365237048266398	32.99850340543902
BA3435	16.456359216436212	26.26993630818124
BA3228	16.46223049863661	28.892920691148067
BA3077	16.521622849251806	22.34529503861006
BA3328	16.533021042745304	22.770125349103125
BA2948	16.64618729092987	20.4879431817709
BA2281	16.67272759945315	24.831129720843258
BA3078	16.694293404719758	35.18664561153126
BA2659	16.718520678385307	20.045090782808657
BA3002	16.7972457877744	25.71013085930307
BA3169	16.814891128842294	20.415742448754457
BA3202	16.823737521829127	24.89452366575615
BA3296	16.831911144316937	16.547626760789306
BA2097	16.873178231003937	29.00078867269143
BA3403	17.029774756486663	40.07256786518545
BA2924	17.079325553908557	20.532589760834025
BA2526	17.08355327657949	16.511510597344866
BA3264	17.167519551517515	28.724599060108773
BA2532	17.277575819534	27.09788474706269
BA2570	17.334215847491553	22.38622147123564
BA2116	17.398189447644924	34.54667256955986
BA2400	17.491428972560485	33.63200594550555
BA2123	17.55701446978709	32.82053187434948
BA2821	17.60763100096741	41.38697743446033
BA3270	17.86849096029282	24.530727937607185
BA3302	17.931316082994414	47.58395676045272
BA2184	18.03765970365849	39.81395373361203
BA3290	18.14242124639833	23.97434788088257
BA3324	18.160367263148338	43.99440756721232
BA3438	18.315792162585456	32.097233187234345
BA3371	18.356492926805508	16.57214863696018
