	NPM1	SF3B1
BA2350	205.14012688063923	0.9795546142839112
BA2354	1408.9573387502232	3.580583535197325
BA2355	862.0305989393275	3.44088195176249
BA2357	794.657434437795	0.7466248340609561
BA2360	1030.7379387707658	2.6603320453574324
BA2361	513.4423628342984	2.122537525413574
BA2363	344.86871827308266	1.6522726311963882
BA2369	937.0679262827268	1.1059227199253063
BA2374	771.0671237505202	2.4096833890645217
BA2375	710.0841410013136	2.100786539663423
BA2376	218.30598398719843	2.343366612380079
BA2377	1622.4409367110504	0.0567111603796107
BA2379	327.67647896765544	0.7103568696863393
BA2385	629.0617584888932	0.9035211314723832
BA2386	1106.665981716646	2.367782567770798
BA2387	736.6278426507079	4.035369110779613
BA2394	657.7855652324344	7.593742353118285
BA2399	864.3984968401477	3.685799556279377
BA2400	2254.040086605362	10.516791943992056
BA2402	1134.154095914627	6.407256444061246
BA2405	820.4803562064473	0.2110564671748621
BA2406	456.6730382696226	1.4467520730025347
BA2409	385.228020780962	1.3682634830700355
BA2410	1751.5486011774435	4.5260095176401
BA2412	147.4767876546814	1.3753158354127988
BA2413	925.7269136162876	3.558757620270642
BA2414	1176.179727209329	2.306433272355962
BA2415	353.0132654329998	3.756315385305518
BA2417	669.4242768019808	1.1675117582923902
BA2418	446.6115652216221	1.5321366334104294
BA2420	676.1388948355741	3.2029681153734444
BA2421	652.40884920828	1.154419886226261
BA2423	454.8711856068592	3.8067645573970417
BA2425	501.2239867659224	3.107183849055916
BA2426	663.0178800607644	0.1050925076905999
BA2427	540.9455429593949	0.1443236529855342
BA2429	601.2368535007055	4.061533740558772
BA2440	864.9314706693265	4.515118540922507
BA2441	426.286356952486	7.48233802600586
BA2442	879.8042389053774	3.410966293655464
BA2446	510.3299158814339	1.5344025510134254
BA2449	1681.7064353946707	2.356064100751041
BA2450	610.9593803553956	3.519331370196511
BA2452	1163.743883834206	2.951904546843851
BA2454	746.6038066894803	3.5800363507248094
BA2455	391.66645988420186	0.5393154871879091
BA2456	398.93355741524624	0.1207102191079664
BA2459	1217.259273315061	0.0323815313075464
BA2461	437.2737507906388	0.95278330527766
BA2463	360.23872832838674	1.416645689538503
BA2464	1016.4529736129356	2.274301284478446
BA2469	388.68277623704574	0.041105135024581
BA2470	458.3478089167842	1.5174264355913207
BA2472	448.142230926007	0.1222859747483732
BA2473	896.6319358622964	1.926382718921689
BA2474	576.5140768852344	4.932402265134477
BA2477	1492.919436200176	6.768566446326989
BA2479	400.1256540002271	2.963803300077096
BA2480	479.7529076587901	2.962812060442108
BA2481	352.03703244187113	0.1065127406211176
BA2482	806.8147480497577	4.55675387495229
BA2483	686.6408121009639	4.094619043491615
BA2485	623.2291195662164	6.688179817858615
BA2488	455.1400430864378	3.1325379968097127
BA2489	833.1166755866947	0.4959159455066064
BA2492	305.4961462776453	0.6517676062656149
BA2494	745.3470444974241	5.546111050285802
BA2496	350.98358687836867	0.936298316203406
BA2497	459.7626223800796	0.5076979597670999
BA2499	1217.775132313747	1.6321394161682796
BA2500	514.9298856073997	2.640884225108383
BA2501	830.2044278477865	3.3400008819669686
BA2502	476.4838112305855	2.2903437922450776
BA2505	918.0959413873074	3.3599098264806018
BA2507	550.1468014942398	1.126609034687153
BA2510	820.2867797077474	1.117650744121614
BA2511	310.93955302551126	0.5547863739144583
BA2512	297.93169204820055	2.4011947991320226
BA2514	723.5138127983478	3.45310423481002
BA2515	612.5478235131935	2.492897976189933
BA2520	564.1537758748386	1.384062484318475
BA2521	806.8959630116178	3.6303167173797672
BA2523	876.4798096520109	3.255909992229567
BA2524	932.2471493753278	1.182336976769294
BA2525	452.6349581299297	0.927868361868006
BA2526	991.6935678489758	1.5745202936037626
BA2528	1096.7780299712938	2.664848081189622
BA2532	503.9772779859117	1.586789054789917
BA2534	849.6433997199651	4.342877348807292
BA2538	629.4073879455286	5.459500768679832
BA2539	540.738273406964	3.452706536135555
BA2540	590.9540621266428	1.6834681450257822
BA2541	728.8260535093553	2.4779100728231005
BA2545	648.3802061877964	2.715710302742765
BA2546	415.89057639598445	1.1761256635660966
BA2552	1513.8748690377722	4.987072698408354
BA2559	918.4328148905	0.7191279551595828
BA2561	739.2354252150267	1.0089444147921067
BA2563	885.8825870243328	2.168817586421358
BA2564	629.3532304016176	1.1562404789384766
BA2567	277.4422268714489	2.944546980707733
BA2570	1043.7081028992793	0.8088462579510084
BA2575	262.3730990879947	0.5436999654816376
BA2577	1035.3017753558552	4.324663598029868
BA2579	450.1977121479968	3.419698922327602
BA2583	1189.1920127907792	4.572907145605144
BA2584	417.45356017234576	3.803381818707128
BA2587	700.5979416359871	3.168909295779788
BA2588	1028.234218578526	2.217265202905625
BA2589	619.5497034766485	1.3964120671328928
BA2592	1867.4451383144929	5.069278178464495
BA2593	30.216245262924573	0.0398129393678121
BA2594	471.76923698622	1.55384779379004
BA2595	728.5423506706239	1.1049828092472718
BA2597	291.1802821431854	1.0624154034010471
BA2600	1026.358264270693	1.0177168916442754
BA2603	997.7895295090742	3.448005834667688
BA2618	1059.6245403482594	6.639709954517876
BA2619	338.8937511150036	1.608222981017942
BA2620	1013.7357555263628	7.257136306474398
BA2621	568.0501856987626	2.302562167266556
BA2622	924.7093827881304	5.740018604941144
BA2623	1685.5629243095086	3.1361912788673103
BA2629	581.1126569789759	8.522674344341194
BA2631	1104.972238981063	3.2329857166970037
BA2634	300.3963011617661	1.1973282787502224
BA2636	796.1060126394092	0.6665113492421927
BA2639	844.8043216183632	1.362958086800756
BA2644	469.5073738897269	1.159654428614658
BA2645	504.72606810576457	1.6553232028782536
BA2646	960.7262432626762	2.292427173098183
BA2649	1080.6947366429338	2.054793558903989
BA2651	611.5752231358493	0.9328784512660028
BA2653	479.9423668888565	0.8253166337449686
BA2655	3006.760720792315	7.299985941750644
BA2656	515.111804440552	1.3059148202384048
BA2657	670.4658708920568	3.998831667480205
BA2658	822.1004835736335	1.8268710853211807
BA2659	665.0327259605249	2.2619259953681525
BA2660	633.3081399309104	5.050824973655039
BA2662	563.9060399401005	1.2953582838747546
BA2663	384.0622309800679	0.7875701277787662
BA2667	699.1675473166935	3.8148880510202687
BA2670	556.247398865805	0.0964147890654343
BA2674	788.029841818172	3.0719907515118887
BA2675	888.7174232472146	5.470604185389457
BA2676	594.9186609686609	2.955025113249121
BA2677	723.0592208761088	2.3230404214585607
BA2681	852.3623939733047	3.0673529206032044
BA2682	1025.8745054790595	3.793461043671051
BA2685	1397.4403485298174	1.388581302908514
BA2688	543.2713361661179	0.6458573099095072
BA2691	699.9592746665802	7.970834409180971
BA2694	604.8506779221202	6.238474858619174
BA2695	228.327273120442	0.5278184851152868
BA2697	162.9009241689507	1.3509235182574766
BA2701	404.0787105964525	1.360539490071029
BA2704	772.0218738005265	5.085740183175416
BA2705	822.3340004432984	3.501425882081017
BA2707	1183.7208571876502	2.5197496582377994
BA2709	642.9937530071306	1.3205904920919496
BA2712	275.18527411516027	1.4752564014835297
BA2714	1089.2757767181863	7.656167967567946
BA2715	186.5656405931548	0.4659300873907615
BA2718	751.0675140693169	5.882814926834757
BA2720	334.11912913497355	1.0380797982424526
BA2721	903.5602547884332	5.548940628416671
BA2722	346.3585867432167	3.9711216110799374
BA2723	563.9445790557744	1.877678906239308
BA2724	491.9553020105202	0.9589716341175236
BA2726	143.37951907534452	1.6021027613169287
BA2727	1173.7689255961552	3.2411675798066057
BA2728	465.0237751179877	3.304925770314513
BA2731	365.5634246419825	1.0221442669866077
BA2733	514.8910059088427	1.1356592170870456
BA2735	800.4159438741033	1.176214772642601
BA2737	264.6952388675349	1.817379873817898
BA2742	575.0250498710651	1.265688443647633
BA2744	387.18518572579296	0.6826428444347123
BA2746	423.7452704930883	2.246847036514953
BA2747	772.1544821788654	2.6896423547909816
BA2748	1670.3396787168135	8.612325169056342
BA2751	717.8080804640579	2.820195249239303
BA2756	1070.2849670499577	0.9703809793178744
BA2758	372.488942949664	1.8323795468818664
BA2760	688.8624991215123	0.5152849513625629
BA2762	748.467100774691	2.552687809543795
BA2764	507.4000873081517	1.509975563432433
BA2765	346.5598906891127	2.39289134623134
BA2769	937.997915686815	1.654345839016698
BA2772	919.4501013639534	1.1316888526978304
BA2775	895.8461730377292	5.604863226691362
BA2776	789.1117452440033	2.6182270335041005
BA2778	252.16897073690248	1.421190336075034
BA2782	411.25405969390783	1.5311907466458643
BA2786	1017.1961446558222	0.7852042741944069
BA2787	108.40598669023716	1.800247437353734
BA2789	1618.122396838526	14.008737175363926
BA2791	811.8649440200674	1.7045683684067263
BA2792	604.6067765181617	3.018878411729552
BA2798	1647.6899241527326	4.100505762437636
BA2801	552.9479270395778	1.3764703757939605
BA2802	234.14630062115836	2.5253315131359857
BA2804	665.881343626505	0.7555484542008238
BA2806	840.0548949328835	7.745564664145458
BA2808	469.8686963784686	2.78559806484282
BA2809	930.8864275017974	2.7334907416277763
BA2811	663.6167872221953	2.552131987877516
BA2812	749.312202327857	2.0941482784156835
BA2813	957.5760624293832	2.8097613443001364
BA2814	293.71596549841337	2.054095618905114
BA2816	752.8378244322266	2.1198042413487403
BA2817	351.95401752650326	1.3376205975782405
BA2820	865.4545735415754	4.070998956845965
BA2821	2371.325536958649	5.066381821748393
BA2822	215.4960941089973	2.884351488167197
BA2824	576.7209758510517	1.0998169310286623
BA2828	479.1570122231413	3.6181223683550248
BA2829	784.2386521026938	4.534557564311359
BA2830	1141.5309943938978	0.6709554667506056
BA2832	407.43550035950415	3.952292095295011
BA2836	607.1262448844991	2.445039848180031
BA2837	1417.0200884434282	1.995631670825597
BA2839	1032.6478402720338	0.9436462415281752
BA2840	734.1717773020431	1.1492535974368214
BA2841	1036.7043470269275	1.9139072277193088
BA2842	228.7911197067744	0.6612899451203657
BA2843	615.9127578023213	1.6562102715697948
BA2844	1037.040134178844	3.821757250756895
BA2846	987.7766660179371	3.3001621146526645
BA2850	693.2482176162441	1.828463643952976
BA2851	920.4008279407708	1.6131893978446552
BA2852	502.9553566119032	0.921993389809632
BA2855	366.4419649469934	0.0503785843213644
BA2856	277.78051406391074	0.5300314770969905
BA2858	740.5258261837957	0.7114815296348503
BA2860	556.5620209539564	1.2262364264523182
BA2861	720.9004749239097	2.402131189545346
BA2865	936.7973710245058	2.129704837588824
BA2866	1145.7009011931214	3.013038703143604
BA2867	600.1219905718008	0.7455546963980773
BA2868	1262.2588502894955	7.515001741124448
BA2870	1655.2631343356202	10.322297744445509
BA2871	758.5105856403769	3.4221688480142816
BA2872	632.8420968552848	1.6477955843867516
BA2876	487.8495185887976	0.0957137393726782
BA2879	328.9332649464527	0.9531210378014084
BA2880	580.266846418744	2.6670752758807885
BA2882	348.9782486471291	2.331904014622404
BA2883	980.8921592954798	1.041376210613712
BA2885	584.675805911005	0.8719233342609193
BA2887	833.5378119982483	2.4644347656172783
BA2889	11.11113165420566	0.0001248439450686
BA2893	979.5526408688648	3.066329078603025
BA2901	502.84667742476097	0.0317730501306983
BA2902	677.532784346162	3.0100672119655543
BA2903	92.12239819004525	0.04812813915614
BA2904	904.2007906388362	4.618916602419935
BA2905	901.6889989025664	0.9351763781874364
BA2906	540.124421955162	4.94215177891217
BA2908	1627.852852246495	4.5110256667594255
BA2909	293.81904452986055	2.4489723716243854
BA2910	884.2278867102398	1.594387139400962
BA2911	1306.9618098466296	9.404135429069326
BA2914	485.5022989344621	3.2489443539667984
BA2915	193.79876254885744	0.1575190649325371
BA2921	517.9687209761212	1.641957001069005
BA2922	1084.8573244241177	2.7456192472563985
BA2923	191.5378982251848	0.7224224439304705
BA2926	1145.5128991712484	6.687000187037824
BA2928	625.8136562924038	1.9118917963386208
BA2930	490.4689009985025	5.58017983762684
BA2932	1051.9673283705542	7.813152127137059
BA2934	267.73616773977307	1.066804732513104
BA2935	465.6807513907135	1.673007552982645
BA2937	438.1839204333512	1.0652045403051302
BA2939	839.9306411067321	2.5373235723920007
BA2944	2702.777395838402	3.672323777677416
BA2947	810.1165826021614	2.2556267591819603
BA2948	449.2274923368851	1.6022588162482645
BA2950	1530.0694180898165	3.3056537960314523
BA2951	1227.5886415608425	3.714504555055268
BA2952	869.2233339820627	7.945331247025262
BA2953	774.7044424441958	1.0622547637621065
BA2955	256.63889402466253	1.5735880773272142
BA2956	183.01066727214732	0.6742777678936652
BA2962	1451.2623334252364	4.514064286268231
BA2970	946.398906620823	2.1501201984121554
BA2972	1026.7777766965623	1.6972456171563868
BA2976	683.1204076723053	1.1234965124288914
BA2978	464.58234050719807	0.6784917224358712
BA2981	621.2470369289155	0.464518225543284
BA2984	520.8918719624603	1.3895178377819446
BA2986	832.4564972942583	7.139863348341978
BA2989	920.0848729842088	0.7722661228884115
BA2992	1041.5548462781858	1.9699573082368111
BA2993	491.05819399168536	3.8777916763607
BA2994	785.3881374441148	1.7558718623644929
BA2995	449.5155035490899	1.3120625253755585
BA2999	552.3388942949664	1.5218285152086082
BA3001	1129.111035426026	3.283498109093232
BA3002	659.5671624039745	4.609381041663816
BA3004	608.8655211188418	2.9380858579637814
BA3006	686.8338060948117	1.748787766814016
BA3008	11.51543597312098	0.0077259165993786
BA3009	968.8853581796652	5.390947118477055
BA3010	788.2352370835292	1.3260803715209823
BA3011	1174.4513158392665	0.7382217721149416
BA3013	1322.5793152662222	2.0879046289580168
BA3023	1016.7990890759392	0.9683986825238244
BA3025	798.135854727885	5.080337428397208
BA3027	340.03372040848325	3.00421939840729
BA3029	410.3348435210863	1.7401704021009063
BA3030	1042.6969417819512	3.945677107330818
BA3037	797.9145545121826	0.4762799165476772
BA3038	713.6829370678516	5.051456112259189
BA3040	660.2632048849315	2.834850863947472
BA3042	931.8311100839564	4.309006570653918
BA3043	279.9617955205242	2.248677657799857
BA3049	207.29493991144847	1.7313959408230577
BA3051	339.437373835666	0.6646889545802217
BA3053	1161.117478118901	7.861453717262678
BA3064	813.2238767522448	3.322682981534957
BA3067	416.5995321039913	3.741009251529377
BA3068	474.1563883617963	4.13495857796512
BA3070	339.9132421868665	3.443687359436515
BA3071	652.5728820339826	6.077216535055907
BA3072	804.6387356265915	8.213110499816764
BA3075	496.471499159355	1.3901999555975253
BA3076	81.37013601691021	0.0173066249405052
BA3077	292.37187434113434	2.748373652909503
BA2040	349.69960914059584	2.375963693373539
BA2160	744.3734083156284	7.2642666976875745
BA2303	466.2822802294339	2.840539695356444
BA2353	1485.7038680484602	6.337646980555671
BA2516	1353.2147402109454	6.1525607150623225
BA2590	1523.4713137308963	7.098047545622784
BA2647	870.3129289046745	3.8849425733059006
BA2891	336.83052028089986	1.4775576433842594
BA2924	976.1428747898389	4.889603897989876
BA2971	505.3896184390491	3.468802501744926
BA3036	1025.9031484995432	6.45483500374836
BA3059	510.4763178665455	1.0846267987184108
BA3073	1094.6638568578796	2.979660609986603
BA3078	1754.591333246836	5.116092346503533
BA3079	431.9970312525341	2.368091955700928
BA3083	725.7093890051196	5.811712840678749
BA3084	553.1452326505457	2.779812080210334
BA3085	822.0770439027555	4.24132050223457
BA3087	553.7281107921524	9.970414668935453
BA3089	1441.7981759894474	5.824776961198015
BA3094	666.3864393951682	4.087964389823318
BA3095	575.4273650237596	6.108688157768685
BA3098	810.2804664904285	3.053186060055868
BA3099	1440.7947842164162	8.625616342847932
BA3103	880.7006576493295	1.4367437019194949
BA3108	1116.0425466409336	10.156121900000151
BA3109	464.4950264086886	1.3927302351962607
BA3110	814.3713610340745	2.5078610552278597
BA3114	702.329696394687	2.7530216948668005
BA3116	597.8538407477687	1.0875424370572109
BA3117	2015.388904025906	7.193373265148163
BA3118	763.2028541386226	5.277096192183644
BA3119	1298.7989387869843	12.883161912408516
BA3123	1255.4020386318296	4.803611327801272
BA3124	477.8458167772209	4.21054428006405
BA3126	423.99651389091616	2.8246321209328777
BA3128	1186.3903966439073	3.608092487922375
BA3130	233.4386967028333	2.5404865644497363
BA3133	549.0701281780979	8.316171632292765
BA3135	1038.442520151154	5.669922987556664
BA3136	540.940548824989	7.408721497640738
BA3137	660.0267584618628	1.6213128686583913
BA3138	966.202120533904	2.926481202698819
BA3139	855.8008563226781	6.8770572259705816
BA3141	1774.3111473318304	4.599395654944109
BA3142	824.7571762975938	14.0982824377567
BA3145	528.4546986922699	4.677822210665414
BA3146	725.3649442903712	3.2749571865861946
BA3149	298.5571157495256	2.387201305919367
BA3152	363.9831249290453	4.349984345086304
BA3153	811.3751225828076	3.0527241982844227
BA3154	370.1775347745936	4.28942234204808
BA3156	1109.895578098899	3.2278813784839597
BA3157	2480.748065705467	5.383763330246449
BA3158	657.7132002897657	2.427680769014372
BA3162	714.675197727285	0.9929945971919996
BA3163	195.51433178178908	1.6091564442133084
BA3164	1008.312960530228	5.868617775283941
BA3167	840.9874422225464	1.3512052762913591
BA3169	408.3182771371576	0.8099630790379262
BA3171	429.371459965293	5.544770658175454
BA3173	1274.2222589835494	1.7308377241602686
BA3174	431.0928118090357	2.78049200831482
BA3175	460.6366413121633	3.916354169042656
BA3176	1131.5578698973384	1.398144493560881
BA3177	1589.9558293733817	2.6684240618836683
BA3178	594.9105526633041	2.2011568745523635
BA3180	1006.5422133562552	2.8429799230863977
BA3181	531.9213118387692	3.4169526216468147
BA3182	860.6013371932727	6.465568450520892
BA3183	1452.5018110359665	8.637727802183933
BA3185	764.0343915730065	3.3780862457251213
BA3186	751.7447561048131	7.658752176405559
BA3187	687.0293790579368	2.660248828732659
BA3189	1465.4198616584763	7.486407566060087
BA3190	1969.3769782189136	1.344322793828056
BA3191	527.9830311336004	4.6694024901881175
BA3192	1367.003965898463	3.5077787205700552
BA3194	1394.377379349865	8.662644524733851
BA3195	1044.9377506392686	7.4496398989691635
BA3197	548.1555041978191	10.054760629602765
BA3199	2515.3221311298166	6.719935411125861
BA3200	786.0146374954724	7.819164366709701
BA3202	942.3249593192666	2.685428461074084
BA3203	211.4520743119415	1.0415124745103943
BA3206	768.6578817907091	3.960770595829513
BA3207	610.2534317780048	9.902281146739536
BA3208	725.6962238548577	6.055922803560105
BA3210	579.371670802316	1.414333149336776
BA3211	867.8536336949998	5.250568268044968
BA3212	418.7314906718132	5.928094555982853
BA3213	1182.0286665369206	4.602520007724814
BA3214	1508.198917703282	6.220395204836827
BA3216	769.5851381523106	5.618746466429752
BA3217	1054.5839942263094	8.902646775270254
BA3219	405.67563156500535	3.3432382481703
BA3221	323.3627515853322	3.35154335856063
BA3222	1299.7477518826663	4.655330714803816
BA3225	244.59199900528176	2.93339371005488
BA3226	1198.9367643004266	6.800439759375081
BA3227	884.6789230552989	6.344520643349284
BA3228	1699.651916184174	8.08669053299697
BA3229	1457.6311814441797	7.676464217231506
BA3230	851.0669537293826	2.888449091497991
BA3232	989.3361274644952	4.301224086517919
BA3234	353.9220257113047	4.332855018316021
BA3235	256.3899841601929	1.915317492902447
BA3237	908.5652540586128	4.639006836764641
BA3240	1129.904696529839	10.116098999271616
BA3242	808.0003589635468	3.331326029734452
BA3243	982.3038385853376	2.9046507866993294
BA3245	188.99372408461596	3.3602777891825237
BA3249	732.8218429858848	1.7662823115441877
BA3250	922.1440338528572	3.933912694393884
BA3251	645.5604391356763	4.276729172274
BA3255	729.130756526487	5.48695761692525
BA3258	436.15525822129234	1.7224400452540294
BA3260	597.834737832271	1.0478724751794728
BA3261	851.1264468014942	4.870043185968817
BA3264	1008.8646188445048	11.23593616992158
BA3266	1099.2911862015278	12.655947589873191
BA3268	1565.3190037139752	9.627225643645808
BA3269	341.6989571676479	2.378683040839632
BA3270	1213.7520626888752	6.257724076633806
BA3271	1093.2358249944589	5.419991651726451
BA3273	347.9530317282689	1.8203280536965825
BA3275	1011.5882582699472	4.6617186114798645
BA3277	877.9821772436572	1.1887544877672702
BA3280	674.5001746163038	2.9610502249776087
BA3283	745.2731361196257	2.004062218207752
BA3285	967.122531449856	5.7232340132082165
BA3286	731.4820710142343	3.752073025344385
BA3289	238.12410407780428	0.4495356215814276
BA3290	1029.9254361353037	8.673827288058016
BA3293	1413.0951307459843	9.284535522740304
BA3295	932.6427912659412	5.400211193073215
BA3296	427.8514069316726	6.435364320786594
BA3297	893.9208885428998	11.028395922575465
BA3299	589.9627729393385	1.7767219872844695
BA3300	894.1925952956312	4.756270975227372
BA3302	2408.314099861064	15.037900211520007
BA3305	827.2210853241214	3.382023148591666
BA3306	1343.657339561135	4.024635907308313
BA3308	881.6234802164594	8.715486115863088
BA3310	815.2354946831226	3.9395821225295418
BA3311	513.4871384009905	6.11081535565318
BA3312	1227.0888629397168	7.919782610348514
BA3315	839.5602734394004	6.101530486404784
BA3317	2034.9302745746768	8.061095334546799
BA3318	956.6193970061142	1.6558276347622718
BA3319	613.6266187147592	0.2441810252409822
BA3322	564.6196105461761	2.9021558922236363
BA3324	1384.1419514317995	6.968018258236888
BA3325	599.6057690956172	7.743812142556275
BA3326	640.3833479297427	1.3067779009490268
BA3328	721.98301437476	9.490785619680636
BA3329	2373.4512366402305	4.566633471254719
BA3332	2481.439829005769	1.507759522582156
BA3333	1599.7125945387806	11.637307978303612
BA3334	704.5871421852446	0.4513920099875156
BA3335	650.3192805051439	5.688921840999604
BA3339	627.5260683760683	3.6418119783279423
BA3341	422.5509220065197	2.062199914540442
BA3345	299.2258375365586	2.438859806788409
BA3347	368.3798085707952	1.3679641845379027
BA3351	1142.5853141201335	7.446937293669149
BA3352	1011.6294566351494	0.8842332741807212
BA3353	1104.532697848922	9.145652997699282
BA3357	1505.841683020051	5.684862428359192
BA3362	501.1598058136958	3.3403728135202493
BA3367	538.5840307173326	3.3419890103874423
BA3369	1467.3830489736558	6.889214099002313
BA3371	1016.7981003043622	1.6825871968808783
BA3373	1411.153177151754	20.23629457544695
