	BCOR	ASXL1
BA3300	0.0373433443811624	0.0252064938763884
BA3302	0.0475847931209595	0.0330390202221589
BA3305	0.0219778698551639	0.0175163771005411
BA3306	0.0505679984291633	0.0148105952720022
BA3308	0.0341629192935315	0.0243520364568499
BA3310	0.0214342062794122	0.0196525206493876
BA3311	0.0436363902960764	0.0189404727997721
BA3312	0.0515059649534395	0.024494446026773
BA3315	0.0308873223428198	0.0296211905440045
BA3317	0.0915948582057635	0.0209342067786955
BA3318	0.0289368455909835	0.0203645684990031
BA3319	0.0362220467943202	0.0193677015095414
BA3322	0.0407549596835594	0.0253489034463115
BA3324	0.0546592956589973	0.0273426374252349
BA3325	0.0303503982100039	0.0162346909712332
BA3326	0.0122869607443842	0.0138137282825405
BA3328	0.057785395372152	0.0222158929080034
BA3329	0.068149110357103	0.0365992594702364
BA3332	0.0432082535225428	0.031757334092851
BA3333	0.0401228636876628	0.03033323839362
BA3334	0.0068774193689404	0.0170891483907718
BA3335	0.0350531632759375	0.0243520364568499
BA3339	0.0315804831561284	0.0328966106522358
BA3341	0.0313018436201518	0.0215038450583879
BA3345	0.0150528645546831	0.0240672173170037
BA3347	0.0360453185643602	0.0133864995727712
BA3351	0.0520292735900538	0.0313301053830817
BA3352	0.0210876258727578	0.0135289091426943
BA3353	0.0380230263085994	0.0284819139846197
BA3357	0.0417131445366432	0.0272002278553118
BA3362	0.0727430880637544	0.0195101110794645
BA3367	0.0143257333060355	0.0150954144118484
BA3369	0.0359909931898839	0.0207917972087724
BA3371	0.0176013302567472	0.0195101110794645
BA3373	0.0579552475488463	0.036029621190544
BA3374	0.0286854370474099	0.0084021646254628
BA3375	0.0265854630580167	0.015949871831387
BA3376	0.0548563788280946	0.0213614354884648
BA3379	0.0579145376705716	0.0240672173170037
BA3380	0.0210264244450159	0.0143833665622329
BA3381	0.0400685383131866	0.0227855311876958
BA3384	0.0502011996937014	0.0158074622614639
BA3385	0.0389675956654817	0.0179436058103104
BA3386	0.0537554361803897	0.0247792651666191
BA3388	0.0131568497876529	0.0142409569923098
BA3390	0.0138500106009615	0.0138137282825405
BA3394	0.0633444339851528	0.018798063229849
BA3395	0.033999806559773	0.0143833665622329
BA3397	0.0626921196604486	0.0340358872116206
BA3399	0.0272039435577118	0.013101680432925
BA3400	0.0999605105073379	0.0287667331244659
BA3403	0.0834806144477627	0.0229279407576189
BA3405	0.0296708528928967	0.0179436058103104
BA3406	0.0793963298815242	0.021646254628311
BA3407	0.0499225601577248	0.0212190259185417
BA3408	0.0330823315849639	0.0420108231273141
BA3410	0.0157256704288544	0.0165195101110794
BA3411	0.0370239949669111	0.0183708345200797
BA3412	0.1635428741501926	0.02022215892908
BA3413	0.0281078030363194	0.0182284249501566
BA3415	0.0581659462141452	0.0262033608658501
BA3416	0.050004116524604	0.0213614354884648
BA3417	0.0220730417182446	0.0239248077470806
BA3418	0.0551348817537414	0.0327542010823127
BA3421	0.0213526499125329	0.0102534890344631
BA3422	0.0324774665814703	0.0287667331244659
BA3423	0.0436907156705527	0.0240672173170037
BA3427	0.0388656843594651	0.0280546852748504
BA3430	0.0158887831626129	0.0093990316149245
BA3431	0.0402927158643572	0.0126744517231557
BA3433	0.0432081169122131	0.0247792651666191
BA3434	0.0260554149784665	0.0219310737681572
BA3435	0.0350191928405986	0.0223583024779265
BA3436	0.0415840022382236	0.0220734833380803
BA3438	0.072722733124617	0.0112503560239248
BA3445	0.1426251004541291	0.0186556536599259
BA3446	0.0352096731770899	0.0206493876388493
BA3447	0.0088346355637125	0.0065508402164625
BA3448	0.0380637361868741	0.0200797493591569
BA3449	0.034563825074662	0.0190828823696952
BA3450	0.0785059492887884	0.0257761321560808
BA3451	0.0344075883941692	0.013101680432925
BA3452	0.0436567452352138	0.0242096268869268
BA3453	0.0427120392680017	0.017373967530618
BA3454	0.0551553733032086	0.024636855596696
