	IDH1	SMC1A
BA3283	4.52802366345833	5.43005944446936
BA3390	6.48606087387678	5.6705066725732
BA3275	5.95983280142242	6.62245620960063
BA3136	6.95277524354107	6.58727608652663
BA3190	3.77167081659145	5.04068213537324
BA3234	7.38666974161584	6.29503336143835
BA3087	7.023488210081	6.91521402329812
BA3454	7.90342171341614	7.21300808308282
BA3302	6.22020638596937	6.68698956921182
BA3117	6.29962436721057	6.8194770973329
BA3083	7.1646982323911	7.42202383501609
BA3266	7.13433489569232	7.01271335596315
BA3175	6.58201675131977	6.25354722820146
BA3268	6.01912446509313	7.01472936087095
BA3229	5.89918966262517	6.42624085513256
BA3353	6.21363363803942	6.67058412961645
BA3312	7.07025966230358	7.32880266743386
BA3119	5.61255399082521	7.09190952990899
BA3138	4.09314534792602	5.70836568128015
BA3219	7.40510623344956	6.06761730216539
BA3388	4.60437364883205	5.90117839370987
BA3357	5.97400576389771	5.81726345497192
BA3351	6.82369230677028	7.13671405241938
BA3208	6.47077724815555	6.49002795768883
BA3310	5.16463165990358	6.88162153716975
BA3200	6.14502031934272	6.42624085513256
BA3325	5.51500276467509	5.11604418341834
BA3146	7.13831231065164	6.52988298875597
BA3211	6.45249909303564	6.61925110660737
BA3237	4.78751391876221	6.50103892537921
BA3130	6.78491577385659	6.37975842200095
BA3376	7.68775219309565	6.47376016789819
BA3137	6.43000064848533	6.71667600372627
BA3300	5.75454478360845	6.59949061589029
BA3375	6.3544519231975	7.49565796423242
BA3249	5.2440093257159	4.838289154604
BA3385	7.09119041085949	7.12040364606583
BA3242	5.9610279397687	6.56890360423702
BA3446	6.49002795768883	6.77952101227859
BA3416	6.56633757408764	6.69027313849037
BA3123	5.05648239319286	6.05279557201734
