	ABL1	NPM1
BA2198	0.0141474405191059	1047.4834367515962
BA2200	0.0183453496755587	1259.7528710461302
BA2201	0.0077883922134102	527.5463422425489
BA2209	0.0153947368421052	569.168974056234
BA2211	0.0313320115356885	922.0441599225848
BA2212	0.0161824080749819	1006.7795485871216
BA2217	0.0262707281903388	794.3959000794692
BA2218	0.0069124008651766	979.1264761510888
BA2220	0.0089419610670511	1087.3233925515065
BA2221	0.0084661139149242	462.1590218189288
BA2224	0.0088914924297043	449.9752633840964
BA2226	0.0220944484498918	1559.633324170032
BA2227	0.0209408795962509	1482.5946346789062
BA2228	0.0196377072819033	1001.3862794833952
BA2229	0.0153713049747656	738.7999339107024
BA2233	0.0236860129776496	704.8765433216022
BA2234	0.0152505407354001	489.7659139514642
BA2235	0.0130641672674837	813.1721123707271
BA2236	0.018817591925018	603.8020683247107
BA2239	0.0091726748377793	411.5910683166015
BA2240	0.0207876712328767	744.2802145077496
BA2242	0.0155587599134823	509.0772584429415
BA2244	0.0166348233597692	627.8026202933338
BA2245	0.0197404470079307	756.6573811014342
BA2248	0.00905010814708	678.3991706131033
BA2249	0.012557678442682	657.7914731101705
BA2251	0.0230894015861571	754.9645452137293
BA2256	0.0136391492429704	1282.3701699887013
BA2260	0.0076297764960346	601.2404678635722
BA2261	0.0063482335976928	260.06442243630283
BA2269	0.006685291997116	156.11579028744114
BA2271	0.0136319394376351	613.650309930424
BA2272	0.01	590.9301324570083
BA2273	0.0184607065609228	643.2132071771085
BA2275	0.0184697188175919	363.8970945171562
BA2276	0.0092519826964671	696.4642064905366
BA2277	0.0193421052631578	941.8999230390806
BA2280	0.0273449891852919	1003.6094654686798
BA2281	0.0179271809661139	862.6606165307038
BA2282	0.0063031723143475	323.8101324218687
BA2286	0.0208507570295602	1327.2542607189002
BA2288	0.0124134823359769	454.9879360677273
BA2292	0.0175486661860129	1297.5291890343124
BA2294	0.0140573179524152	847.8341622688226
BA2296	0.0239365537130497	1323.2688825637783
BA2300	0.0072584715212689	937.6118692053608
BA2301	0.0100739005046863	487.466436665099
BA2302	0.0157948810382119	944.8934392870464
BA2304	0.0063734679163662	211.44701354763023
BA2306	0.0136121124729632	901.786427961314
BA2308	0.0117321557317952	863.2564754537051
BA2309	0.0130984138428262	699.7744213550873
BA2311	0.0107876712328767	410.0625952361645
BA2312	0.009127613554434	594.399621006936
BA2316	0.0084282624369142	412.6156787816864
BA2322	0.0178568853640951	858.080363788471
BA2325	0.0081506849315068	219.69341172145727
BA2329	0.0087815428983417	511.997061796872
BA2334	0.0099639509733237	464.35318109278455
BA2339	0.0048882480173035	243.40496241424609
BA2344	0.0139077144917087	1338.8400557636896
BA2347	0.0055064888248017	363.8338714002281
BA2348	0.0043727469358327	163.47130967633814
BA2350	0.0045818312905551	204.6322921444288
BA2354	0.0157534246575342	1407.5827175811046
BA2355	0.0216312184571016	860.7745633511192
BA2357	0.0130569574621485	793.4590747498338
BA2360	0.0196322999279019	1029.0874538131768
BA2361	0.0122873107426099	512.3302610000163
BA2363	0.0046250901225666	344.37315787908767
BA2369	0.0189221341023792	935.9463449455876
BA2374	0.0208489545782263	769.8035383317925
BA2375	0.0116131939437635	708.949695691897
BA2376	0.0086265320836337	217.837552447061
BA2377	0.0481254506128334	1620.696566978597
BA2379	0.0132227829848594	326.9421995923817
BA2385	0.0062310742609949	628.0703635992583
BA2386	0.0189491708723864	1105.0537048660103
BA2387	0.0169881038211968	735.7457824756591
BA2394	0.0097242249459264	656.9536912697255
BA2399	0.0148125450612833	863.6350532498634
BA2400	0.0313842826243691	2251.1756771923
BA2402	0.0125630857966834	1132.8083556874635
BA2405	0.0074134823359769	819.4816206555411
BA2406	0.0122512617159336	455.82191344869887
BA2409	0.0120385724585436	384.3329069019392
BA2410	0.0260958904109589	1750.142878574093
BA2412	0.0044754866618601	147.10920649053665
BA2413	0.0136788031723143	924.3690286900533
BA2414	0.0243258832011535	1174.7778707298746
BA2415	0.0047260273972602	352.56962425058254
BA2417	0.0171773612112472	667.7037800050819
BA2418	0.0077685652487382	445.7194689069452
BA2420	0.0105136986301369	675.3308830557313
BA2421	0.0181596971881759	651.5041767354861
BA2423	0.0107894736842105	454.13566416365273
BA2425	0.0087941600576784	500.2002133778794
BA2426	0.0100558759913482	661.9735664974564
BA2427	0.0086571737563085	539.9111996626607
BA2429	0.0106452775775054	600.1961675721845
BA2440	0.01405010814708	864.1078835422782
BA2441	0.0184354722422494	425.5303468620424
BA2442	0.0116095890410958	878.4137108343198
BA2446	0.0115392934390771	509.50240199592383
BA2449	0.0213698630136986	1679.51772423058
BA2450	0.0162040374909877	609.4299564675608
BA2452	0.0252541456380677	1162.0438778550847
BA2454	0.0121611391492429	745.3580045356989
BA2455	0.0087148521989906	390.7647405569341
BA2456	0.0047837058399423	397.9003733707434
BA2459	0.0067934390771449	1215.4964029582056
BA2461	0.0103262436914203	436.4138683457943
BA2463	0.0140356885364095	359.6115960903247
BA2464	0.0198936553713049	1015.2788934029636
BA2469	0.0165843547224224	387.8750166642339
BA2470	0.0112599134823359	457.57169279964535
BA2472	0.0163428262436914	447.3715749201252
BA2473	0.0219412400865176	894.9562600620617
BA2474	0.0123521989906272	575.5878617828162
BA2477	0.025086517664023	1491.0319350730088
BA2479	0.0077253064167267	399.7088210155857
BA2480	0.023895097332372	478.9776202122426
BA2481	0.0052072819033886	351.52108940030377
BA2482	0.0118006488824801	805.4864506668396
BA2483	0.0151604181687094	685.8239964103647
BA2485	0.0216672674837779	622.211135514145
BA2488	0.0136697909156452	454.2514129053882
BA2489	0.0131038211968276	831.7894227390433
BA2492	0.007577505407354	304.75228457592027
BA2494	0.0152487382840663	744.4210554014824
BA2496	0.0059769286229271	350.10427595863274
BA2497	0.0092682047584715	459.164025176103
BA2499	0.0128262436914203	1215.8143966493133
BA2500	0.0246304974765681	514.1612743016699
BA2501	0.0150558759913482	829.0114015472194
BA2502	0.0097837058399423	475.9212578590853
BA2505	0.0148648161499639	917.3075047384268
BA2507	0.0108904109589041	549.1035245192646
BA2510	0.016472602739726	819.3453807176026
BA2511	0.0059480894015861	310.38045202376514
BA2512	0.0125036049026676	297.4810904058342
BA2514	0.0112743330930064	722.3955446623094
BA2515	0.0118655371304974	611.7897475091498
BA2520	0.0036265320836337	563.2975840780205
BA2521	0.0162959625090122	805.7008130956823
BA2523	0.0194394376351838	875.4790358260757
BA2524	0.0125360490266762	931.078368926948
BA2525	0.0119700793078586	451.6653062218546
BA2526	0.0263968997837058	990.3383096222774
BA2528	0.0154992790194664	1094.8701903696135
BA2532	0.0165176640230713	503.22428308113984
BA2534	0.0232516222062004	848.5101283619045
BA2538	0.012586517664023	628.4832761910941
BA2539	0.0068961788031723	539.9096717916279
BA2540	0.0125937274693583	589.9655471977597
BA2541	0.0059012256669069	727.72020609319
BA2545	0.0118186733958183	647.2364441660316
BA2546	0.0096431146359048	415.4442953177963
BA2552	0.0384967555875991	1511.0459870686627
BA2559	0.014059120403749	917.200021186418
BA2561	0.0080064888248017	738.135338339361
BA2563	0.0161067051189617	884.8698027592621
BA2564	0.0097710886806056	628.5977134454555
BA2567	0.0041636625811103	277.10499196656883
BA2570	0.0145692141312184	1042.4509403817774
BA2575	0.0071935832732516	261.6719320104662
BA2577	0.0213626532083633	1032.876321645394
BA2579	0.0098648161499639	449.4176386199365
BA2583	0.0164635904830569	1188.087690821021
BA2584	0.0166005767844268	416.4702869762186
BA2587	0.0186751982696467	699.6269820572288
BA2588	0.0140032444124008	1026.9398317358373
BA2589	0.0179704397981254	618.6410391832499
BA2592	0.0183543619322278	1865.1866485698224
BA2593	0.0048125450612833	30.008362985668484
BA2594	0.0085021629416005	471.0287942014413
BA2595	0.0101045421773612	727.4920774690906
BA2597	0.0188248017303532	290.60834830816805
BA2600	0.011598774333093	1025.2452093908971
BA2603	0.0146557317952415	996.626896776356
BA2618	0.0207354001441961	1058.6337250847405
BA2619	0.0106759192501802	338.3126510809452
BA2620	0.0146971881759192	1012.9845355638809
BA2621	0.009030281182408	567.4479645307254
BA2622	0.0153731074260994	923.4883389502478
BA2623	0.0129217736121124	1683.427266295269
BA2629	0.0102992069214131	580.2238365580586
BA2631	0.0144736842105263	1103.702527606135
BA2634	0.0064221341023792	299.626886802143
BA2636	0.008720259552992	794.771285538202
BA2639	0.0137959625090122	843.6370720413889
BA2644	0.0111986301369863	468.4459418954788
BA2645	0.0217844268204758	503.7044701503431
BA2646	0.0225540735400144	959.2048435967716
BA2649	0.0211121124729632	1079.3861986706456
BA2651	0.007761355443403	610.7334201495321
BA2653	0.0130948089401586	479.0693402693308
BA2655	0.0299783705839942	3003.6905966687755
BA2656	0.0079307858687815	514.2763095411862
BA2657	0.0115537130497476	669.203610686734
BA2658	0.0126622206200432	820.7877083772577
BA2659	0.0140519105984138	663.9202028035917
BA2660	0.0080857966834895	632.6777537477633
BA2662	0.0143330930064888	563.0684322375214
BA2663	0.0116925018024513	383.4983388421264
BA2667	0.0136445565969718	698.1010292441762
BA2670	0.0059354722422494	555.3930685787963
BA2674	0.0104379956741167	786.7028774874713
BA2675	0.0151568132660418	887.205862809971
BA2676	0.0147981254506128	594.0487446493348
BA2677	0.0095962509012256	721.5664782648653
BA2681	0.0056380677721701	851.2115127826703
BA2682	0.012732516222062	1025.0039654389466
BA2685	0.0221935832732516	1395.1228150743066
BA2688	0.0081380677721701	542.31391518405
BA2691	0.0082858687815428	699.0809335701197
BA2694	0.0088482335976928	604.2582632975992
BA2695	0.0070007209805335	228.02306189418147
BA2697	0.0056218457101658	162.71351757245495
BA2701	0.009388968997837	403.2378313195695
BA2704	0.0232498197548666	770.3680937846327
BA2705	0.0289185291997116	821.8583313871455
BA2707	0.0052000720980533	1182.3407322531991
BA2709	0.008352559480894	641.9214397735934
BA2712	0.0131182408074981	274.531070857458
BA2714	0.0148071377072819	1088.2035228974412
BA2715	0.0302505407354001	186.4053981792331
BA2718	0.0331092285508291	750.0273149040149
BA2720	0.0045331651045421	333.3011297891089
BA2721	0.0158417447728911	902.9906278348118
BA2722	0.0155623648161499	345.73765495169664
BA2723	0.0153586878154289	562.7173060921087
BA2724	0.008516582552271	491.17039401655336
BA2726	0.008866258111031	143.18557004384326
BA2727	0.0105082912761355	1172.2530557853138
BA2728	0.0145583994232155	464.20429209577406
BA2731	0.0071449170872386	364.9530811398174
BA2733	0.006016582552271	513.9352604053477
BA2735	0.0094772891131939	799.3425756175093
BA2737	0.0095133381398702	263.86370775826185
BA2742	0.0109138428262436	574.2548448726058
BA2744	0.0048918529199711	386.50566353654784
BA2746	0.0107534246575342	423.074653154176
BA2747	0.0102829848594087	771.2897838190694
BA2748	0.0250684931506849	1668.7576324488991
BA2751	0.0057804614275414	716.8933163852803
BA2756	0.015416366258111	1069.0665183779606
BA2758	0.0097909156452775	371.7774084615926
BA2760	0.0199783705839942	688.0308768873967
BA2762	0.0134895457822638	747.3631063321386
BA2764	0.0110994953136265	506.734693475405
BA2765	0.0068673395818312	345.8721956783816
BA2769	0.0132498197548666	937.0731507376591
BA2772	0.0075180245133381	918.2200368910728
BA2775	0.0131074260994953	894.5923074490343
BA2776	0.0300306416726748	787.9974145434297
BA2778	0.0114708002883922	251.36472120858272
BA2782	0.0080569574621485	410.5745676029993
BA2786	0.0120547945205479	1015.5002481065212
BA2787	0.0031254506128334	108.04856925455596
BA2789	0.026472602739726	1616.955979143353
BA2791	0.0192880317231434	811.1306944917475
BA2792	0.0083723864455659	604.0455384453203
BA2798	0.019176279740447	1645.4384054504071
BA2801	0.005706560922855	551.8569786243695
BA2802	0.0085291997116077	233.2144021635122
BA2804	0.0094412400865176	664.8175138530737
BA2806	0.0151315789473684	839.1263056488103
BA2808	0.006452775775054	469.0915221892452
BA2809	0.0128298485940879	929.151270211972
BA2811	0.0167159336697909	662.5363020267387
BA2812	0.006986301369863	748.1997015520849
BA2813	0.0101748377793799	956.1876397957584
BA2814	0.012141312184571	292.92542751260964
BA2816	0.0128983417447728	751.735240132557
BA2817	0.0133705839942321	351.466447693497
BA2820	0.0195241528478731	864.9211133492273
BA2821	0.0274477289113193	2368.0972957935314
BA2822	0.0146539293439077	215.09595990312312
BA2824	0.0203262436914203	575.4304511182471
BA2828	0.0093727469358327	478.5242470631485
BA2829	0.0157137707281903	782.8986428799258
BA2830	0.0076910598413842	1139.5572352373538
BA2832	0.0145367700072098	406.77833419830574
BA2836	0.0119899062725306	606.31108243187
BA2837	0.0134246575342465	1414.4278362174755
BA2839	0.0310886806056236	1031.7349631035208
BA2840	0.0080533525594808	733.1034845088849
BA2841	0.0249585436193222	1035.6599321537274
BA2842	0.0069790915645277	228.17158173718903
BA2843	0.0125991348233597	615.0665209458472
BA2844	0.0165176640230713	1035.935132632706
BA2846	0.0267069214131218	985.9857015872244
BA2850	0.0103568853640951	692.2431064672905
BA2851	0.0235832732516222	919.37662155295
BA2852	0.0104434030281182	502.1760089038096
BA2855	0.0142087238644556	365.6997907848002
BA2856	0.0061751982696467	277.16175692113075
BA2858	0.0095602018745493	739.1818848559551
BA2860	0.0067519826964671	555.6940166885612
BA2861	0.0149585436193222	719.6234072019765
BA2865	0.0138139870223503	935.5207895305904
BA2866	0.0177505407354001	1144.4032637571156
BA2867	0.0181416726748377	599.1445737307881
BA2868	0.022945205479452	1261.2430804640578
BA2870	0.0288085796683489	1653.638735134638
BA2871	0.0117988464311463	757.0156570816912
BA2872	0.011559120403749	632.0389651010667
BA2876	0.0157948810382119	487.2383254891148
BA2879	0.0138914924297043	328.0760054709504
BA2880	0.0088518385003604	579.6172882033982
BA2882	0.0111085075702956	348.2327707363618
BA2883	0.0226189617880317	979.3831896938536
BA2885	0.0144754866618601	583.6435163560876
BA2887	0.0185832732516222	831.9369645091011
BA2889	0.0001099495313626	11.096241640852648
BA2893	0.0105371304974765	978.1620407888548
BA2901	0.0094160057678442	502.0742446304135
BA2902	0.0132930785868781	676.7777450169481
BA2903	0.0040879596250901	91.926374111376
BA2904	0.0122098053352559	902.9180070495252
BA2905	0.0205587599134823	900.5493842477714
BA2906	0.0187761355443403	538.9536053887781
BA2908	0.0214978370583994	1625.8994007903684
BA2909	0.0079055515501081	293.2362985614428
BA2910	0.0172152126892573	883.0583790957795
BA2911	0.0161535688536409	1305.4111269455125
BA2914	0.0139798125450612	484.6472481713943
BA2915	0.0079091564527757	193.40122712012848
BA2921	0.0102000720980533	516.5545776177578
BA2922	0.017528839221341	1083.0371638041483
BA2923	0.0063229992790194	190.9176332192651
BA2926	0.0152487382840663	1143.5630600777397
BA2928	0.0180551550108147	624.6365392400136
BA2930	0.0134913482335976	489.7437718419047
BA2932	0.0167591925018024	1050.7566343923838
BA2934	0.0065338860850757	267.241312590214
BA2935	0.0084967555875991	464.9088278542738
BA2937	0.0097638788752703	437.48340007136017
BA2939	0.0099242970439798	838.9056317812485
BA2944	0.020232516222062	2698.337102950637
BA2947	0.0107516222062004	808.8363659265746
BA2948	0.0091474405191059	448.3459530725442
BA2950	0.0101117519826964	1527.9173758034783
BA2951	0.0080299206921413	1225.5905918789902
BA2952	0.0254001441961067	868.2035326148657
BA2953	0.0064059120403749	773.6017261281132
BA2955	0.0074098774333093	255.83240869946
BA2956	0.0048413842826243	182.43355660433457
BA2962	0.0184571016582552	1448.9492234980564
BA2970	0.0105118961788031	945.5326477562074
BA2972	0.0217393655371304	1025.0073895619455
BA2976	0.0060994953136265	682.0966436313704
BA2978	0.0098107426099495	463.7697548343848
BA2981	0.0137527036770007	620.2075130962227
BA2984	0.0127253064167267	519.9562388513167
BA2986	0.0124855803893294	831.3159558755951
BA2989	0.018972602739726	918.7735847970288
BA2992	0.0137328767123287	1040.0243023186663
BA2993	0.0062509012256669	490.2168793417561
BA2994	0.0163446286950252	783.4573074760644
BA2995	0.0128929343907714	448.89376179200656
BA2999	0.0155875991348233	551.318378149716
BA3001	0.0230966113914924	1127.8882983776364
BA3002	0.0170007209805335	658.5376207582564
BA3004	0.0253803172314347	607.1595518577985
BA3006	0.0083777937995674	685.9478445103986
BA3008	0.0010868781542898	11.502818985603614
BA3009	0.0132912761355443	967.4619845386184
BA3010	0.0096232876712328	786.927717035091
BA3011	0.0240374909877433	1173.5226977948612
BA3013	0.0143240807498197	1321.290876995518
BA3023	0.0165969718817591	1015.7452736286136
BA3025	0.0182480173035328	796.68252407056
BA3027	0.0054902667627974	339.48845342934527
BA3029	0.0092357606344628	409.49845003703166
BA3030	0.0145746214852198	1040.9582844218469
BA3037	0.0189149242970439	796.8167148834721
BA3038	0.0169196106705118	712.6495139882256
BA3040	0.0160490266762797	659.1284817517854
BA3042	0.0222819033886085	930.6569966806684
BA3043	0.0070421773612112	279.3242529341486
BA3049	0.0035255948089401	207.05831119544595
BA3051	0.0110310021629416	339.05996434691883
BA3053	0.0164708002883922	1159.914784973267
BA3064	0.0178640951694304	811.7129054909528
BA3067	0.0239329488103821	416.1485327851571
BA3068	0.0234066330209084	473.2820363883077
BA3070	0.0086355443403028	339.2050705493115
BA3071	0.0194971160778659	651.3380244516886
BA3072	0.021346431146359	802.8031381469049
BA3075	0.0129073540014419	495.5792932364566
BA3076	0.0033759913482335	81.10637218410939
BA3077	0.0144196106705118	291.70705449866745
BA2040	0.0086806056236481	349.01179584488875
BA2160	0.0166672674837779	743.0925136584549
BA2303	0.0109228550829127	465.3506401336382
BA2353	0.0162563085796683	1483.0301806981408
BA2516	0.0162851478010093	1350.9859271639175
BA2590	0.0327685652487382	1522.0878930840054
BA2647	0.0120223503965392	869.0202300015676
BA2891	0.009543979812545	336.46402777102026
BA2924	0.0133219178082191	974.9096307108452
BA2971	0.0093204758471521	504.3848558415371
BA3036	0.0145259552992069	1024.0701671559168
BA3059	0.015571377072819	509.7243617530828
BA3073	0.0136878154289834	1092.6461944187656
BA3078	0.0171070656092285	1752.2812406677583
BA3079	0.0097873107426099	431.2270461408715
BA3083	0.0143294881038211	724.4524761132466
BA3084	0.0100558759913482	552.0035124907421
BA3085	0.0095872386445565	820.8800895732983
BA3087	0.0460724585436193	552.9716823524008
BA3089	0.0248864455659697	1439.473474832006
BA3094	0.0194214131218457	665.2058175556962
BA3095	0.0163680605623648	574.7167668683135
BA3098	0.0141834895457822	808.7351486941619
BA3099	0.0234228550829127	1438.6175286116652
BA3103	0.0260598413842826	879.3752567562454
BA3108	0.0228857245854361	1114.4842264173385
BA3109	0.0128082191780821	463.60528194856647
BA3110	0.0175684931506849	812.5846052698445
BA3114	0.0120421773612112	701.3618263081356
BA3116	0.0108183129055515	596.0115959551728
BA3117	0.030697548666186	2013.0868083599587
BA3118	0.0119214131218457	762.0598576309488
BA3119	0.0342880317231434	1297.1689066208232
BA3123	0.0154091564527757	1253.3905845807856
BA3124	0.0086968276856524	476.7455394130081
BA3126	0.0155641672674837	423.3258870021679
BA3128	0.0190338860850757	1184.566686506971
BA3130	0.0098792357606344	233.00493093195377
BA3133	0.0151586157173756	548.0215910572665
BA3135	0.0262274693583273	1036.4799729020365
BA3136	0.015542537851478	540.2219088535331
BA3137	0.0138572458543619	658.66789022419
BA3138	0.0158543619322278	964.934672472794
BA3139	0.0150522710886806	854.6870240840752
BA3141	0.0224477289113193	1771.353530898436
BA3142	0.0263806777217015	823.5670939630331
BA3145	0.0116618601297764	527.3541563951194
BA3146	0.0169232155731795	724.235544067641
BA3149	0.0144826964671953	297.9528024511156
BA3152	0.0138248017303532	363.3788364769674
BA3153	0.0316888968997837	810.1571869475665
BA3154	0.0201856524873828	369.5337442438789
BA3156	0.0050630857966834	1108.0450205647187
BA3157	0.0243006488824801	2477.163519518644
BA3158	0.015192862292718	656.5434153110926
BA3162	0.0246665465032444	712.9927125750769
BA3163	0.0108471521268925	195.17160065846025
BA3164	0.0192736121124729	1006.7027276039724
BA3167	0.0217844268204758	839.6627692307691
BA3169	0.0142862292718096	407.5842455818831
BA3171	0.0217898341744772	428.433612084205
BA3173	0.0176514059120403	1272.5773057461197
BA3174	0.0074242970439798	430.156349005552
BA3175	0.0070782263878875	459.5290877514503
BA3176	0.0175648882480173	1129.7328969763803
BA3177	0.0181578947368421	1587.6337128940356
BA3178	0.018866258111031	593.7176450937144
BA3180	0.0314023071377072	1005.2974130297282
BA3181	0.0079632299927901	531.1001912075557
BA3182	0.0166888968997837	859.4595282116155
BA3183	0.0248089401586157	1450.5036346356574
BA3185	0.0126496034607065	762.8095147721068
BA3186	0.0253749098774333	750.6033154338107
BA3187	0.0107930785868781	685.79900724955
BA3189	0.0150558759913482	1463.1101118193071
BA3190	0.0103731074260994	1966.934271120193
BA3191	0.0097116077865897	526.8250531687722
BA3192	0.016888968997837	1365.1212215978203
BA3194	0.0324909877433309	1392.2868741519217
BA3195	0.0149477289113193	1043.4049337025683
BA3197	0.0242429704397981	547.1094108862185
BA3199	0.025270367700072	2511.9588647777828
BA3200	0.0230785868781542	784.4308424290588
BA3202	0.0192880317231434	940.5521645123448
BA3203	0.0158597692862292	210.9951207123048
BA3206	0.0162743330930064	767.2675833968548
BA3207	0.0133020908435472	609.5461392578536
BA3208	0.0090915645277577	724.5936845121286
BA3210	0.0217123287671232	578.2796027479092
BA3211	0.0179812545061283	866.1912154024554
BA3212	0.0332281903388608	418.0380708088032
BA3213	0.0166149963950973	1180.523693648399
BA3214	0.009592645998558	1506.22650339772
BA3216	0.0157137707281903	768.3636119706774
BA3217	0.0261878154289834	1052.5268080301876
BA3219	0.0107354001441961	405.0458000859567
BA3221	0.0088698630136986	322.6561060239921
BA3222	0.0215771449170872	1297.8599968996143
BA3225	0.0116240086517664	244.08352575725635
BA3226	0.0166204037490987	1197.3099928369477
BA3227	0.0285291997116077	883.0480512982696
BA3228	0.0207173756308579	1697.5546582007491
BA3229	0.0180821917808219	1455.519949236932
BA3230	0.0169899062725306	849.2743784848928
BA3232	0.0152343186733958	987.2649466366088
BA3234	0.0154217736121124	353.1609618763414
BA3235	0.0098558038932948	255.76999018796928
BA3237	0.013042537851478	907.363305324446
BA3240	0.0435886806056236	1127.7512233088437
BA3242	0.0128731074260994	806.7854193169961
BA3243	0.0143330930064888	980.8468532249954
BA3245	0.0212076423936553	188.53847669710288
BA3249	0.0218637346791636	731.5733312384782
BA3250	0.0191041816870944	921.1257791725455
BA3251	0.0130353280461427	644.4370405726117
BA3255	0.0108309300648882	727.1856605956416
BA3258	0.0105461427541456	435.4845579666661
BA3260	0.0103064167267483	597.0581526568168
BA3261	0.0220511896178803	849.8163244295235
BA3264	0.029127613554434	1007.2563954978184
BA3266	0.0226856524873828	1097.5275507982071
BA3268	0.0360526315789473	1563.115475951064
BA3269	0.0187328767123287	341.03154410548336
BA3270	0.0144881038211968	1212.1378999226934
BA3271	0.02060021629416	1091.401344978024
BA3273	0.0321178803172314	347.22410491574624
BA3275	0.028923936553713	1010.2440870702844
BA3277	0.0209318673395818	876.774825708061
BA3280	0.020474044700793	673.4310204187548
BA3283	0.0126387887527036	744.2270885569558
BA3285	0.0137274693583273	965.9732478767633
BA3286	0.0178496755587599	729.8611190039842
BA3289	0.00443763518385	237.80493783010863
BA3290	0.012072819033886	1028.6537067311071
BA3293	0.0246773612112472	1410.6575633186828
BA3295	0.0183255227108868	931.4742750450056
BA3296	0.0086697909156452	427.2224889851171
BA3297	0.029592645998558	892.6426763057029
BA3299	0.0119646719538572	588.9359797974884
BA3300	0.0211211247296323	892.2016144980187
BA3302	0.0303640951694304	2404.70236921347
BA3305	0.0147007930785868	825.9343252350294
BA3306	0.0206741167988464	1342.1610074766056
BA3308	0.0207624369142033	880.1282427815349
BA3310	0.0220061283345349	813.7038750493303
BA3311	0.0114113193943763	512.6421293458105
BA3312	0.0251261715933669	1224.9597742827486
BA3315	0.0143006488824801	838.4970079253096
BA3317	0.0217303532804614	2032.3938769360516
BA3318	0.0297746935832732	955.1253143309708
BA3319	0.0158723864455659	612.65364137163
BA3322	0.0114095169430425	563.6207557696362
BA3324	0.0199585436193222	1381.989756996816
BA3325	0.008613914924297	598.5692094909097
BA3326	0.0136049026676279	639.2512433978278
BA3328	0.0238320115356885	720.8834453148229
BA3329	0.0240699351117519	2369.4967076447338
BA3332	0.0214257390050468	2478.666371359682
BA3333	0.0258345349675558	1597.9960076658178
BA3334	0.0063284066330209	703.4833047568076
BA3335	0.0219340302811824	649.309428929002
