	NRAS	RAD21
BA2269	3.8558379466002592	5.517119433614601
BA2271	12.214789116709204	11.19055154461345
BA2272	5.075306755798043	9.716425007365958
BA2273	7.741660973665951	9.913637199534788
BA2275	9.36840960870265	13.934400427780313
BA2276	5.21724058926059	9.978364843676667
BA2277	8.740148523778734	12.040184337419634
BA2280	14.318248858664116	8.867506451898345
BA2281	7.249787793480649	16.67272759945315
BA2282	3.9354517472565504	8.901841543428535
BA2286	7.059774929748949	13.39494709097916
BA2288	5.030989192075231	10.082944575583005
BA2292	11.60869444588134	18.590565422674203
BA2294	5.909367305235669	8.922417194971139
BA2296	7.903710370609955	9.253808222732571
BA2300	9.118918702903615	15.91951318108498
BA2301	10.608034425539255	7.975873603129876
BA2302	8.506829643624565	9.987074162137658
BA2304	3.867613301263115	5.843656849489537
BA2306	8.171764479984272	11.005838226949349
BA2308	6.25244413003803	6.875562225380477
BA2309	5.340910135111962	11.791282340863557
BA2311	5.303064363651437	8.572661186048336
BA2312	4.504811534567072	7.674918446231897
BA2316	3.980454039341224	7.282340044737987
BA2322	11.139315392217648	5.18753456585531
BA2325	6.662575697948401	5.008815555223583
BA2329	3.680005567553983	5.409638321457206
BA2334	5.594381798618988	6.602282118293289
BA2339	12.149194506134686	8.06670173891155
BA2344	3.796331221454245	10.584311463633012
BA2347	6.099881569035103	8.719695984514088
BA2348	4.830109248163483	4.327835996869017
BA2350	6.296603883376644	4.588882690076493
BA2354	7.369975374515866	12.00451486898158
BA2355	17.61423414703916	20.65281023706665
BA2357	4.593511698633455	11.108352146056484
BA2360	4.667607518740139	8.805045872014531
BA2361	8.444729251070648	12.820670415669928
BA2363	1.6533242062313365	3.870061482063049
BA2369	11.716427856399315	12.850566536925276
BA2374	8.90851954300139	9.087586819222311
BA2375	7.273261731939739	7.831872915187479
BA2376	4.743354931372759	8.201038447211358
BA2377	28.34113352214924	15.515745904212263
BA2379	11.42833948400689	8.82297591175788
BA2385	8.467507384741557	9.25356836754013
BA2386	8.51453741814126	10.908254139241263
BA2387	6.104785433248432	10.729442600106111
BA2394	7.782469280669589	11.860730450178448
BA2399	7.305345578102778	9.462752231839673
BA2400	10.792542274348248	17.491428972560485
BA2402	6.539774219391059	8.029770309000423
BA2405	4.2085783786362825	6.783514065467473
BA2406	6.187537522321613	4.789139318834035
BA2409	4.23851063470181	5.9648479891895
BA2410	15.783475205843052	12.216570162803489
BA2412	1.821471695037475	7.434423162851566
BA2413	7.186157530211142	7.014678596936963
BA2414	7.19776843499985	7.232459983658254
BA2415	4.410196232178046	11.629542912695369
BA2417	8.310107650022767	6.087635035150938
BA2418	4.558479498388771	5.170131502585171
BA2420	3.2908094863614687	9.57814254684074
BA2421	9.876949670328226	32.82849295268981
BA2423	12.01254110805784	7.4386621718513055
BA2425	5.349058291782689	7.4966187289404544
BA2426	11.943840560288384	5.078771875409028
BA2427	9.648382190778756	6.27947651756106
BA2429	4.13021983655467	8.178058606915211
BA2440	13.846950790370837	16.32951560083481
BA2441	13.52081720654136	8.542129804765835
BA2442	6.131416527699035	14.204882194839056
BA2446	5.154975512648711	10.364804794975528
BA2449	14.358495504230818	14.089617863871435
BA2450	6.755089743124651	6.47225667494796
BA2452	7.104364218344255	8.272702521925646
BA2454	7.167375452938487	6.942160543769251
BA2455	6.319838521599662	7.8038560766564276
BA2456	9.966741377451772	7.882438568555351
BA2459	5.197367691181537	9.797272940458363
BA2461	6.292183057089055	8.219969197680816
BA2463	11.631023555962196	12.690477923250375
BA2464	5.935835116649162	8.325017469373892
BA2469	2.479480266681983	6.430379507824933
BA2470	6.448783657596495	5.793494776867308
BA2472	7.120260874062128	6.274127828022683
BA2473	12.277759772398396	10.464200233436472
BA2474	3.823153580497314	8.453590141912928
BA2477	6.51083536484499	14.454241798469251
BA2479	5.792237648719655	8.334742963888607
BA2480	6.858662562901649	7.023019041158557
BA2481	1.9500316304262175	5.147954855206522
BA2482	5.181744149271933	9.673974306294848
BA2483	7.184584369918605	13.30799648435604
BA2485	4.537059321425513	7.764965016349434
BA2488	5.972482184896508	9.955539364023684
BA2489	8.45932371696038	9.378517373509853
BA2492	11.011238607856054	7.464666356901334
BA2494	13.56497751601759	11.2361552416597
BA2496	3.251993926259015	6.263368166361607
BA2497	3.623411757324423	11.770026231771718
BA2499	6.496710153030407	14.879974384025108
BA2500	9.763715979600224	7.521231245992113
BA2501	8.649289306914952	12.62601078055385
BA2502	5.2998229022741965	9.310906556965936
BA2505	7.444915416346693	7.223980123328793
BA2507	6.560063163100905	3.825761168013304
BA2510	10.150973193326688	10.624600112642494
BA2511	3.9818622753483313	5.903836931663234
BA2512	8.058259924383538	8.148040889126415
BA2514	12.627821982473929	9.82159563378448
BA2515	6.607609594187041	10.264101693684571
BA2520	9.071639637678906	5.918793888432724
BA2521	6.141260525965011	9.910091896864747
BA2523	5.162453513142667	8.833513249971563
BA2524	12.872028314827125	7.699731455993478
BA2525	6.254739812485595	8.770496731111479
BA2526	14.85549398672674	17.08355327657949
BA2528	5.252407883833431	10.95619152241139
BA2532	10.346520288088774	17.277575819534
BA2534	7.141719967407913	8.677937913221355
BA2538	17.002978754520772	10.913820694522553
BA2539	4.632481041525632	13.978502747180436
BA2540	6.126853077248297	4.592253604891722
BA2541	5.469396938866621	7.417264627916515
BA2545	4.877969494423181	9.368149045066335
BA2546	5.56938494821182	6.906706856278332
BA2552	11.166264509094391	12.480830817711963
BA2559	9.72601543910472	9.529928027515686
BA2561	2.790944167871684	6.750879843314633
BA2563	6.027268916462715	5.624974228062305
BA2564	5.04010040811193	6.846327704749135
BA2567	4.194453644098592	9.314424545325542
BA2570	6.338222333389105	17.334215847491553
BA2575	3.4342313240760283	5.477289467005744
BA2577	5.320930156444583	7.43704400808223
BA2579	6.183683530450364	10.763658341093915
BA2583	8.909156715544874	9.890591627699177
BA2584	6.736742397460128	6.499434090328587
BA2587	7.3667683983492385	7.206419255062711
BA2588	5.443474956485896	7.474967556882667
BA2589	12.066823178460044	9.229416269372235
BA2592	12.981756414846256	19.169117856989924
BA2593	1.4368811392668994	0.5499673904738163
BA2594	5.387598573226479	9.139083579125286
BA2595	7.513490392391697	6.547667946907218
BA2597	7.311698497892424	4.217510422821092
BA2600	8.130010990925994	9.353896237028234
BA2603	4.60937930852175	9.768311999403744
BA2618	6.056514465933962	15.46445402601978
BA2619	5.927356078657691	10.24348484377864
BA2620	7.352841243952309	10.216901742287613
BA2621	4.810896405997424	7.688498948557723
BA2622	7.749577219692198	11.856726789983709
BA2623	9.690878446767968	13.446594472046977
BA2629	5.817280579043553	8.594657614716793
BA2631	5.468171902993351	8.41576670737534
BA2634	3.16205195508556	5.922645896258479
BA2636	5.618899244673786	7.065038505416176
BA2639	6.87379493078743	10.010161068121263
BA2644	4.523228072093757	5.2597819078544354
BA2645	11.497053146747986	9.463742795285215
BA2646	7.52196821927506	10.03274456794311
BA2649	6.5110349212047325	8.712169545197561
BA2651	5.522235802518263	5.018140227249536
BA2653	6.932954127168356	9.771089494494756
BA2655	21.190639026742865	30.556439747727115
BA2656	5.70152550063354	5.318476119902994
BA2657	5.771640544049528	13.558121784268703
BA2658	7.303343113474377	4.654695657476833
BA2659	4.992308561952519	16.718520678385307
BA2660	3.8659874889590977	7.836327552343412
BA2662	5.360102201734025	5.873299561545402
BA2663	7.115731521785219	8.080320855742233
BA2667	3.956974411640785	7.957563016351409
BA2670	7.118595835174869	10.815173782482145
BA2674	6.620444797362425	5.586960032133701
BA2675	6.034031009097357	8.80433163554737
BA2676	3.107607870682305	14.295097086991808
BA2677	5.575713563735737	7.976881058970531
BA2681	3.5093466744556574	8.780910687229923
BA2682	9.325592794633229	7.710059959218154
BA2685	13.332002918372408	15.721198305823696
BA2688	5.5760283623478974	9.136700966465709
BA2691	7.281596974082845	9.81666764700157
BA2694	6.601392966663166	6.213926440467708
BA2695	10.519060586894415	3.385600384087774
BA2697	2.2000516165580417	3.914813236169825
BA2701	4.662172822324519	6.208919627119961
BA2704	5.677016775445185	7.709101855865436
BA2705	21.23427526720895	7.11128981908457
BA2707	12.951402717215212	7.130671220290234
BA2709	6.713173071854309	6.946880022044021
BA2712	5.212656383925112	8.715074617421482
BA2714	7.494660102644128	11.947381290035214
BA2715	8.77742188674404	7.9908424818815
BA2718	6.751867338425482	8.743801897061989
BA2720	7.477439803137484	12.623245416287624
BA2721	9.111501966856752	7.824177092542211
BA2722	8.724155367047782	21.156102406265585
BA2723	11.63023019170407	10.375714600574018
BA2724	7.840445107908545	5.450778898354078
BA2726	5.735579713442043	9.224656526294682
BA2727	4.365000646706227	7.2063798654766975
BA2728	6.036499207879079	11.6589570980474
BA2731	4.956162727983662	3.825267336455325
BA2733	7.353394433761991	5.937480129183587
BA2735	3.8197767958434254	8.716166676984766
BA2737	7.925859033620257	8.059068369130218
BA2742	6.987221703079376	9.60144734897058
BA2744	1.8895223664126053	3.4684355266186118
BA2746	7.330916641316313	7.599745388967682
BA2747	5.3158284215227845	7.651377512409418
BA2748	8.139410104512923	12.55875252888568
BA2751	4.017743583694481	6.631137259735903
BA2756	6.746952638324869	8.313613699099756
BA2758	4.802055360057014	8.358962769112686
BA2760	10.040971439029938	13.39521223098779
BA2762	8.641861122645114	6.784312013608401
BA2764	4.423166990932352	15.078263588638512
BA2765	5.288734857660687	7.699253392049299
BA2769	8.013547410518223	9.361756841663468
BA2772	6.050637343549377	5.990000228879067
BA2775	5.069130121130372	11.231430347123924
BA2776	8.05472617237573	6.300427536036851
BA2778	7.637662465316218	4.436186959369814
BA2782	5.098815842788575	8.015532388218636
BA2786	8.415938454538999	8.750798721553965
BA2787	2.2193393219280133	8.772402732286627
BA2789	8.636023549822143	12.690204036147708
BA2791	7.741178501764106	10.013093916294787
BA2792	4.551570630344417	9.349854225229196
BA2798	16.816381449757476	11.320668917283385
BA2801	5.517200535623427	12.300105653747424
BA2802	7.088526556047891	11.674453813334097
BA2804	4.078754304065843	9.948183462781904
BA2806	9.513322124678869	9.239625565942395
BA2808	7.263683515204514	6.253328628485094
BA2809	7.24147291945887	9.480771579524577
BA2811	7.070350225119517	7.8572391190129185
BA2812	3.1678574196547364	9.580850470658854
BA2813	6.867976503649437	6.871862217728357
BA2814	4.355118338847606	10.50067506991098
BA2816	6.065623327282163	7.879227320258685
BA2817	8.966257475878034	8.567011899482022
BA2820	10.129095373627926	7.037460506740012
BA2821	9.91932746976686	17.60763100096741
BA2822	7.731515903978233	10.567069438748083
BA2824	6.310885839083982	4.683691483393542
BA2828	7.488565300362087	9.433810687478156
BA2829	9.36678347562548	7.568162408320408
BA2830	9.641558139974746	5.473336416357746
BA2832	5.910862256778355	9.992879451805464
BA2836	10.880632567658289	6.428689543614687
BA2837	9.303846484342278	7.69629748433335
BA2839	14.447366463317476	10.702870709793087
BA2840	12.9890063658348	14.098907636349963
BA2841	14.920340504832764	10.86633082856018
BA2842	5.618212847317316	8.122653245216734
BA2843	10.861403037264049	9.97163363501163
BA2844	9.577489786501244	9.285825149104296
BA2846	7.396085179139685	7.114886095215292
BA2850	7.478228744064123	5.097039701059529
BA2851	10.53628057560122	7.930079634666398
BA2852	6.446840796175184	10.733105482199862
BA2855	9.005710318890628	10.412020171563372
BA2856	3.7253524305821775	8.123417456297645
BA2858	6.240550615962576	11.732022768469532
BA2860	4.073930585781352	9.580156560415908
BA2861	3.859774992858181	5.739678316914184
BA2865	4.841331190074856	6.786711420764503
BA2866	6.525918957798433	13.570153734926146
BA2867	11.804541541897262	6.5776794410019725
BA2868	8.234759724452115	9.41411842427432
BA2870	8.617979239843704	15.218174085191572
BA2871	9.699320563414837	8.517910766576021
BA2872	5.400992864023292	12.738415912342797
BA2876	7.405359621995483	7.948332469106371
BA2879	10.283059619460772	8.7832317062327
BA2880	5.781449591374675	14.20169997994761
BA2882	5.16195219286407	7.158452857080666
BA2883	10.635094429933371	13.323673284159556
BA2885	8.529560296047924	9.1437329828171
BA2887	7.685740513804617	10.013956036977431
BA2889	0.0135692782404742	0.0526682049279554
BA2893	3.851752199071992	7.428524101497821
BA2901	4.583189739568179	6.693510757997804
BA2902	10.07164782522177	9.897790129229035
BA2903	4.244777417545605	8.231738411041828
BA2904	6.789738908991834	10.079079666847052
BA2905	8.339195521927117	11.079928175686486
BA2906	6.169201797449964	9.756131041333148
BA2908	6.442767618838151	12.743765720614595
BA2909	3.261882774806027	6.922166908194905
BA2910	10.510370108811154	9.025651262817592
BA2911	8.013297504789035	11.157070639231096
BA2914	5.073157530546257	6.029033683775086
BA2915	3.60830817852681	2.432698412466443
BA2921	5.387517108967468	4.687694470296719
BA2922	4.732165252572826	10.563641838224775
BA2923	4.118521207039701	4.43442129730587
BA2926	4.31474321881863	10.404461026625832
BA2928	4.851234415950231	10.11643727364132
BA2930	6.039991130066368	12.815465943706217
BA2932	6.117086266839964	10.837366964790483
BA2934	4.95306341203095	8.544368841382356
BA2935	5.681273121008684	6.18957415651764
BA2937	4.822767525712362	7.9631102781870515
BA2939	7.316767425306303	4.814820204236246
BA2944	13.171305358374154	10.064472511470012
BA2947	6.287702747922064	6.492174850950838
BA2948	11.507667665590594	16.64618729092987
BA2950	13.44390054926216	7.245089154829005
BA2951	2.820169602008459	5.174473590117093
BA2952	8.37478687157995	16.129897557537284
BA2953	4.091123903375138	5.61233345548178
BA2955	3.004235051792003	4.626903249324755
BA2956	6.290871235995807	5.528563793050033
BA2962	7.648383536569572	10.754058816270438
BA2970	8.768121816957889	7.655852368698684
BA2972	10.629632088944046	4.875855602823917
BA2976	5.811563870486877	6.668422614850322
BA2978	6.906986151702116	6.517289850731646
BA2981	12.088708199007163	6.277416724940326
BA2984	5.952599271998055	4.623263901162467
BA2986	6.015145644922761	10.61649522660097
BA2989	12.40066861542853	10.501458838357118
BA2992	10.128677544286331	11.530571617754989
BA2993	5.000211614265577	6.377924762484255
BA2994	9.912288804454908	7.09209433756163
BA2995	11.105876464807029	7.927022872959648
BA2999	6.624684574930474	5.533919986013618
BA3001	4.442970542048801	8.967662310686702
BA3002	8.285664492131295	16.7972457877744
BA3004	7.8110529639010675	7.085755351782302
BA3006	3.65168512711718	7.136737262954476
BA3008	0.8681006640438829	0.2984697073842119
BA3009	6.8263314902828105	6.894381047571565
BA3010	4.9254516334744025	5.412972758144391
BA3011	11.105390953391971	19.55809814346926
BA3013	5.48735513938059	9.247982876855191
BA3023	11.640284109985148	4.0703173877139145
BA3025	5.57733503992295	4.821452582837324
BA3027	8.279975709011342	8.311939681222812
BA3029	7.226612217584591	5.9919030611137964
BA3030	5.902817800149135	11.048257548925138
BA3037	8.02305017906364	7.5162662118315
BA3038	8.055542584703412	13.281945296374737
BA3040	5.182240962973314	14.055834341442273
BA3042	10.515634710289325	10.083466709865757
BA3043	3.244757511419285	7.858543977921846
BA3049	4.1564176231429135	12.85756735103648
BA3051	7.556062024995525	10.971059465533544
BA3053	7.894004164861986	13.537613702438962
BA3064	12.477605240623443	6.173738741923538
BA3067	16.50676562323782	7.462077652141978
BA3068	12.55326317026118	10.92123400166833
BA3070	5.37472511617356	7.295000725895216
BA3071	8.311919851686827	10.52390611206101
BA3072	8.21975335540976	8.537634657826874
BA3075	12.33812847748259	5.0177523164792746
BA3076	3.984990310271045	6.436084135633871
BA3077	9.3374500327709	16.521622849251806
BA2040	9.363714077638893	10.369023486536902
BA2160	5.515966560385625	9.025528918383657
BA2303	4.54654965522162	8.486958621868874
BA2353	8.900907518980299	9.912825000169375
BA2516	4.866430768383223	12.22145040127422
BA2590	10.88491560304582	11.020519906011817
BA2647	10.644695164434138	14.01612973269423
BA2891	10.14706198972468	6.276369361840032
BA2924	16.10777913232319	17.079325553908557
BA2971	10.182583973293996	8.74346075786503
BA3036	5.675109181561699	6.274789637985522
BA3059	10.280030831308574	15.366874484849632
BA3073	7.427611770627111	12.639113852233436
BA3078	11.877784209449372	16.694293404719758
BA3079	4.713510544408561	8.381004427762392
BA3083	8.127872976570112	14.810650623264374
BA3084	6.089439383491785	8.931039707541247
BA3085	11.306260223396905	10.595121842708444
BA3087	12.519830914347391	18.36457240150483
BA3089	7.374586917885807	10.809715902166948
BA3094	11.23969127159888	8.270966085411256
BA3095	5.181717467182284	12.881896387377646
BA3098	7.121552337276635	9.590542634787692
BA3099	11.556525533401189	15.955877745803877
BA3103	15.293287920246993	12.263914273744836
BA3108	5.723864054607475	20.79246823882168
BA3109	9.974575811976672	8.027688129345798
BA3110	8.262456350121662	8.592635501023473
BA3114	8.095098851779044	10.589312921282527
BA3116	11.72639377101633	6.607313984515323
BA3117	13.29495042372544	16.365237048266398
BA3118	13.728991946270892	12.705569947122092
BA3119	8.859620524335702	12.810425741677957
BA3123	7.118118707494445	6.382645609230425
BA3124	3.2260637051228933	9.284977057831163
BA3126	8.019485443173085	11.412819087950716
BA3128	11.41342783631617	8.810140240962603
BA3130	9.585302419403888	8.426457892847933
BA3133	10.365932289438458	16.356477365148123
BA3135	12.171174562220935	9.496110992875614
BA3136	10.333657320457108	11.243952690380354
BA3137	7.451576271310173	9.02747316791148
BA3138	10.471239263116624	11.423077315635409
BA3139	17.5470260749779	21.45425266023014
BA3141	6.5465378852369085	12.966304139588166
BA3142	11.74450974655493	14.091857300176931
BA3145	5.436537403304551	10.354261631048317
BA3146	7.496130499999642	7.933065611315002
BA3149	10.547723040091752	6.029497936530812
BA3152	6.301759291837863	14.817160210145763
BA3153	27.604711739328657	11.934807261655983
BA3154	14.721168223689844	10.37847228212452
BA3156	10.6029300189222	20.914478818740264
BA3157	8.710044108337883	10.776595378268189
BA3158	4.549592689670392	10.1711382617597
BA3162	9.14415263611372	11.237044105692334
BA3163	5.042026538813098	8.312243991569263
BA3164	11.759397793508905	14.73226368307242
BA3167	10.12720975917421	7.282263747764319
BA3169	6.8725908188312905	16.814891128842294
BA3171	9.172088011260572	19.46649574711684
BA3173	14.527553750882252	13.476480334718383
BA3174	10.426519983418606	9.1782654338674
BA3175	6.687414698737055	5.595467776707004
BA3176	4.727362915020489	10.516834615247337
BA3177	14.316351742999876	19.33996055650852
BA3178	4.481458329916356	11.331439290758995
BA3180	12.732633333387836	14.02641990095722
BA3181	4.996390140454944	9.503419985420877
BA3182	11.21467746186656	14.978060789083155
BA3183	11.767213931502704	14.519903017517604
BA3185	14.82598661286637	12.291302372484742
BA3186	10.552787658503464	14.913191470830974
BA3187	9.514352527543767	11.349434096297829
BA3189	9.260743630277409	11.932120982129211
BA3190	13.260363949948133	19.097652187768876
BA3191	5.43215090733389	8.862948952022187
BA3192	11.16770984951238	19.90767000833373
BA3194	10.895861766915308	15.667454413013024
BA3195	7.6441887706225184	8.708910526307639
BA3197	5.800152007711604	8.465826631517633
BA3199	10.139880583334364	19.909073905218158
BA3200	9.05510333761118	10.909278309870528
BA3202	14.844408407216624	16.823737521829127
BA3203	12.792517740017855	19.44197628482391
BA3206	4.9930575442003216	8.41819053439068
BA3207	11.058929178599826	18.366640693630632
BA3208	4.73984606187309	6.102771587580501
BA3210	12.467459277619287	14.175531101627
BA3211	6.3397135350260525	8.689275557787132
BA3212	10.804288611301352	18.35884200611968
BA3213	15.172192690106934	13.56965681003816
BA3214	11.009429706125792	10.371187620116046
BA3216	12.064438823458024	9.438854222222687
BA3217	9.204330611096912	11.88035751769358
BA3219	9.498988084807602	11.093733857751708
BA3221	4.347848369895512	8.869172543186263
BA3222	7.258022051538889	23.17656100981065
BA3225	6.775318452649396	11.151218427400725
BA3226	5.037539499207443	9.794689013130396
BA3227	8.449865074646068	9.959340799942916
BA3228	14.728006400949374	16.46223049863661
BA3229	8.258563798570854	14.888690691276398
BA3230	5.173337137112995	10.88702275122798
BA3232	6.137008247932158	10.619888613709852
BA3234	13.4334092455369	13.592360891893474
BA3235	7.47416051368265	7.74587284666574
BA3237	5.239957561988869	9.877675574769016
BA3240	8.640906615788095	18.87188791833453
BA3242	4.657648023345828	5.801530323141875
BA3243	7.053227590864142	7.550988075131212
BA3245	16.72660301865786	10.676015899769338
BA3249	9.28909365625678	6.683662417446377
BA3250	12.052798291895275	11.761587752013284
BA3251	8.0824784174955	7.336191837077552
BA3255	5.506045249535786	10.457541463274575
BA3258	9.421654415563246	13.18937285519026
BA3260	10.043134124295976	20.570341633841405
BA3261	5.456559478409888	10.313149155349263
BA3264	14.013073014501314	17.167519551517515
BA3266	11.371512264281998	15.986410426489345
BA3268	13.487596429480824	33.269145031387254
BA3269	12.778565326349955	9.949139208808512
BA3270	8.966125771650601	17.86849096029282
BA3271	10.228978044635625	13.764132629312732
BA3273	12.937017621214348	7.8145711334608
BA3275	12.552765046222495	14.962094263120866
BA3277	16.768048282544832	10.81707913018485
BA3280	12.850526793400238	8.696961129621478
BA3283	14.140758983435106	12.250071841697912
BA3285	16.542293303495914	25.58677903338585
BA3286	5.249771306428635	9.58094773570941
BA3289	4.451033730888602	5.473680908679123
BA3290	8.876202943256805	18.14242124639833
BA3293	9.385915745409736	16.07744382884652
BA3295	10.695393590780256	14.657653131414444
BA3296	7.297867451694903	16.831911144316937
BA3297	11.905042783466822	16.19473077928634
BA3299	15.186092461807736	8.700308143455324
BA3300	8.604532826571761	8.41754525873113
BA3302	10.63996668476046	17.931316082994414
BA3305	8.895852472602522	13.210384284552964
BA3306	12.392167917795083	11.499892572410136
BA3308	6.856118014309656	13.816117444757213
BA3310	8.255323995816461	7.100560037626962
BA3311	9.57964179426214	14.976188771036478
BA3312	8.929367712718888	19.56142930717515
BA3315	13.021107097003505	36.35478052805157
BA3317	6.590205838767156	11.16052886825041
BA3318	17.92868446746323	27.032917147356
BA3319	9.97159404333888	15.667229116628087
BA3322	4.847316259253363	12.591249945719875
BA3324	11.761095442415405	18.160367263148338
BA3325	9.300737346465528	6.980786815663781
BA3326	11.914195529061216	13.32551613432835
BA3328	10.557810467966954	16.533021042745304
BA3329	14.061448568418411	15.802833118921944
BA3332	20.584078982011555	15.290522516662271
BA3333	14.452324390981708	11.232635186040444
BA3334	3.874027586053179	9.617271313844697
BA3335	13.704447687550342	9.93084257211786
BA3339	4.973563586925246	11.679638650782366
BA3341	8.67627291781594	10.240655098975587
BA3345	6.296771329649549	9.919192049605591
BA3347	11.85538377732058	6.208006682575883
BA3351	16.637228340222002	13.581704757796958
BA3352	4.692528710189486	6.888519922529282
BA3353	7.779444083765125	14.586040996840996
BA3357	12.575867965626449	11.209355070417873
BA3362	7.082788365589277	8.905632409862548
BA3367	14.60793183927729	10.039284949472163
BA3369	13.404414989690776	16.31057767629538
BA3371	8.959550514870674	18.356492926805508
BA3373	13.277867245531422	19.10898852239754
BA3374	2.7100052944524693	7.641555016365422
BA3375	6.189797044237009	7.289816251366465
BA3376	6.555132521281164	8.25316147398542
BA3379	8.230129068984011	13.718532115610602
BA3380	11.833818851810252	14.386382464764022
BA3381	10.453178169079605	21.6398934611554
BA3384	6.472072041324632	8.60671952794259
BA3385	5.821495536373235	8.637224402417177
BA3386	8.354719922018896	13.73361633394758
BA3388	5.738108007369189	6.49690010795364
BA3390	9.523890366002677	7.508740181700269
BA3394	8.115488982478709	13.257064235542837
BA3395	4.880342626517226	9.230759413084684
BA3397	10.053832732131792	13.972882617679948
