	IDH1	FLT3
BA3283	4.52802366345833	7.07329793491951
BA3390	6.48606087387678	7.66613976188412
BA3275	5.95983280142242	9.75293118746352
BA3136	6.95277524354107	10.7487601826414
BA3190	3.77167081659145	6.31492475633183
BA3234	7.38666974161584	8.87824586229709
BA3087	7.023488210081	10.5694287909356
BA3454	7.90342171341614	9.36916799017741
BA3302	6.22020638596937	9.94271473100152
BA3117	6.29962436721057	7.76884228347361
BA3083	7.1646982323911	8.69249597847146
BA3266	7.13433489569232	9.53484314535953
BA3175	6.58201675131977	7.50539293842063
BA3268	6.01912446509313	8.86536741111737
BA3229	5.89918966262517	7.60395254604328
BA3353	6.21363363803942	9.2109276242084
BA3312	7.07025966230358	6.17860539471144
BA3119	5.61255399082521	9.73079295605488
BA3138	4.09314534792602	6.22856369307102
BA3219	7.40510623344956	8.76897254396233
BA3388	4.60437364883205	6.75887216800442
BA3357	5.97400576389771	7.54512561180818
BA3351	6.82369230677028	7.61484500491846
BA3208	6.47077724815555	10.1678932710614
BA3310	5.16463165990358	10.4909547063744
BA3200	6.14502031934272	9.51078302100883
BA3325	5.51500276467509	9.64527993925034
BA3146	7.13831231065164	9.1755941413251
BA3211	6.45249909303564	9.14863087419242
BA3237	4.78751391876221	4.84846415253514
BA3130	6.78491577385659	3.94134754989613
BA3376	7.68775219309565	9.89297540900361
BA3137	6.43000064848533	7.68273154484305
BA3300	5.75454478360845	6.75887216800442
BA3375	6.3544519231975	9.51556606369543
BA3249	5.2440093257159	8.25947387855203
BA3385	7.09119041085949	8.68106286594684
BA3242	5.9610279397687	8.87501645157825
BA3446	6.49002795768883	7.88191833711993
BA3416	6.56633757408764	9.94271473100152
BA3123	5.05648239319286	6.24726489639171
