	NF1	SF3B1
BA3009	180.9021355226272	5.390947118477055
BA3010	99.1017100390366	1.3260803715209823
BA3011	125.40261175284284	0.7382217721149416
BA3013	142.63889820812068	2.0879046289580168
BA3023	54.85346455292598	0.9683986825238244
BA3025	111.54561761093512	5.080337428397208
BA3027	70.52398475728634	3.00421939840729
BA3029	86.19693989402455	1.7401704021009063
BA3030	328.0056889573503	3.945677107330818
BA3037	175.74270593972224	0.4762799165476772
BA3038	210.31260336505892	5.051456112259189
BA3040	45.92094926849498	2.834850863947472
BA3042	161.0984766462048	4.309006570653918
BA3043	49.45710026791884	2.248677657799857
BA3049	5.969525693002183	1.7313959408230577
BA3051	63.69881256596946	0.6646889545802217
BA3053	152.00397168269578	7.861453717262678
BA3064	201.18480931502572	3.322682981534957
BA3067	211.5006340656422	3.741009251529377
BA3068	161.26744110478273	4.13495857796512
BA3070	123.30358870257324	3.443687359436515
BA3071	302.56906291281126	6.077216535055907
BA3072	312.38037262704427	8.213110499816764
BA3075	143.48506077086566	1.3901999555975253
BA3076	26.082152629232723	0.0173066249405052
BA3077	159.83900132526296	2.748373652909503
BA2040	88.19640703584804	2.375963693373539
BA2160	246.74003776373183	7.2642666976875745
BA2303	140.43353398736284	2.840539695356444
BA2353	188.11794952171155	6.337646980555671
BA2516	152.53780232404594	6.1525607150623225
BA2590	227.36806320229115	7.098047545622784
BA2647	237.84824537527427	3.8849425733059006
BA2891	137.26092975764416	1.4775576433842594
BA2924	223.39027855209372	4.889603897989876
BA2971	96.0791157225974	3.468802501744926
BA3036	255.0629685648225	6.45483500374836
BA3059	138.96931091404295	1.0846267987184108
BA3073	206.23744466270267	2.979660609986603
BA3078	272.10248263389946	5.116092346503533
BA3079	95.45282804110204	2.368091955700928
BA3083	187.27367058107345	5.811712840678749
BA3084	122.53649006969673	2.779812080210334
BA3085	100.0252807550888	4.24132050223457
BA3087	460.9679911353937	9.970414668935453
BA3089	269.6975290383345	5.824776961198015
BA3094	92.06918900047364	4.087964389823318
BA3095	224.0292272594461	6.108688157768685
BA3098	195.9334197562845	3.053186060055868
BA3099	379.4322202086229	8.625616342847932
BA3103	165.5219665724583	1.4367437019194949
BA3108	245.96800360851293	10.156121900000151
BA3109	132.94133523996058	1.3927302351962607
BA3110	204.93388712530657	2.5078610552278597
BA3114	157.21383862630557	2.7530216948668005
BA3116	73.59934409793948	1.0875424370572109
BA3117	320.83057620793136	7.193373265148163
BA3118	157.51342411451563	5.277096192183644
BA3119	349.0966061070526	12.883161912408516
BA3123	137.12699462957363	4.803611327801272
BA3124	65.26530944326079	4.21054428006405
BA3126	169.9058236447186	2.8246321209328777
BA3128	211.6879117781022	3.608092487922375
BA3130	95.15656155278732	2.5404865644497363
BA3133	215.74995269209867	8.316171632292765
BA3135	268.0646847813542	5.669922987556664
BA3136	145.78115232106128	7.408721497640738
BA3137	157.01974129618148	1.6213128686583913
BA3138	230.3337342749573	2.926481202698819
BA3139	146.6748115601303	6.8770572259705816
BA3141	161.6339322558331	4.599395654944109
BA3142	87.31993589404239	14.0982824377567
BA3145	239.76856898668805	4.677822210665414
BA3146	177.31275979464104	3.2749571865861946
BA3149	238.43616497424537	2.387201305919367
BA3152	61.44803798997775	4.349984345086304
BA3153	174.01100812406176	3.0527241982844227
BA3154	97.4310714509888	4.28942234204808
BA3156	185.1834396431005	3.2278813784839597
BA3157	212.8809027023121	5.383763330246449
BA3158	197.65957432697925	2.427680769014372
BA3162	216.5056270416564	0.9929945971919996
BA3163	203.77054518568227	1.6091564442133084
BA3164	373.8136618371857	5.868617775283941
BA3167	56.156964704662514	1.3512052762913591
BA3169	176.04742129671854	0.8099630790379262
BA3171	189.60298414759188	5.544770658175454
BA3173	212.4418000765387	1.7308377241602686
BA3174	199.79928936886176	2.78049200831482
BA3175	134.1322865400523	3.916354169042656
BA3176	181.09546918820772	1.398144493560881
BA3177	267.32574083128566	2.6684240618836683
BA3178	32.73882697518744	2.2011568745523635
BA3180	419.6604107682547	2.8429799230863977
BA3181	86.9043315247993	3.4169526216468147
BA3182	195.0920648213859	6.465568450520892
BA3183	326.7004993841674	8.637727802183933
BA3185	135.5257936694538	3.3780862457251213
BA3186	228.04792465394772	7.658752176405559
BA3187	31.623910732206127	2.660248828732659
BA3189	245.12282784132051	7.486407566060087
BA3190	154.0637929559441	1.344322793828056
BA3191	101.14235690292196	4.6694024901881175
BA3192	297.7905737654821	3.5077787205700552
BA3194	310.918524770011	8.662644524733851
BA3195	307.3614638898987	7.4496398989691635
BA3197	244.1897443579869	10.054760629602765
BA3199	247.9957365242724	6.719935411125861
BA3200	299.6221836051252	7.819164366709701
BA3202	129.54062246773063	2.685428461074084
BA3203	88.63157011379647	1.0415124745103943
BA3206	160.66636813154207	3.960770595829513
BA3207	214.78979346649717	9.902281146739536
BA3208	209.98466747814996	6.055922803560105
BA3210	183.7222378307674	1.414333149336776
BA3211	168.4096662558839	5.250568268044968
BA3212	291.1621455436483	5.928094555982853
BA3213	291.1371797529326	4.602520007724814
BA3214	104.5490566409768	6.220395204836827
BA3216	266.1372244527796	5.618746466429752
BA3217	297.1433427105736	8.902646775270254
BA3219	119.90002373940298	3.3432382481703
BA3221	92.46844618429596	3.35154335856063
BA3222	242.922999828226	4.655330714803816
BA3225	201.68996241015256	2.93339371005488
BA3226	229.2579314955156	6.800439759375081
BA3227	369.44084774026624	6.344520643349284
BA3228	261.688592673945	8.08669053299697
BA3229	259.33312738653154	7.676464217231506
BA3230	164.73699657900582	2.888449091497991
BA3232	131.02815976202692	4.301224086517919
BA3234	165.37462228202543	4.332855018316021
BA3235	97.5061808076502	1.915317492902447
BA3237	185.799570863636	4.639006836764641
BA3240	242.02707234614763	10.116098999271616
BA3242	195.77664629601023	3.331326029734452
BA3243	176.0732364371607	2.9046507866993294
BA3245	166.88278451382786	3.3602777891825237
BA3249	195.3978303057858	1.7662823115441877
BA3250	314.08124079364774	3.933912694393884
BA3251	195.1114629700192	4.276729172274
BA3255	257.62153547544665	5.48695761692525
BA3258	159.48135933204148	1.7224400452540294
BA3260	287.3856770699834	1.0478724751794728
BA3261	228.1673867951175	4.870043185968817
BA3264	198.38716106337813	11.23593616992158
BA3266	433.9093043307268	12.655947589873191
BA3268	342.55261383172257	9.627225643645808
BA3269	160.0554157433891	2.378683040839632
BA3270	156.77269142461128	6.257724076633806
BA3271	387.3141621798155	5.419991651726451
BA3273	160.85550541557942	1.8203280536965825
BA3275	421.4297222736951	4.6617186114798645
BA3277	226.70907927311117	1.1887544877672702
BA3280	226.69751458857772	2.9610502249776087
BA3283	186.2344572851692	2.004062218207752
BA3285	132.02922484641928	5.7232340132082165
BA3286	186.44607428478997	3.752073025344385
BA3289	82.82537105336634	0.4495356215814276
BA3290	144.89704747162864	8.673827288058016
BA3293	161.9473222177505	9.284535522740304
BA3295	229.0759670933194	5.400211193073215
BA3296	99.19248648903825	6.435364320786594
BA3297	367.57471107575816	11.028395922575465
BA3299	164.1004107601473	1.7767219872844695
BA3300	294.9394480643322	4.756270975227372
BA3302	409.5298923056626	15.037900211520007
BA3305	123.60787672784537	3.382023148591666
BA3306	306.25190377252744	4.024635907308313
BA3308	157.64276285086086	8.715486115863088
BA3310	241.81235246916677	3.9395821225295418
BA3311	227.63473509638317	6.11081535565318
BA3312	321.22488174218654	7.919782610348514
BA3315	168.92193856793358	6.101530486404784
BA3317	240.1562776082272	8.061095334546799
BA3318	240.52561135968892	1.6558276347622718
BA3319	176.44505731116638	0.2441810252409822
BA3322	89.25198258341283	2.9021558922236363
BA3324	317.5906148358328	6.968018258236888
BA3325	169.11445990425193	7.743812142556275
BA3326	112.45122013580422	1.3067779009490268
BA3328	378.8971653859671	9.490785619680636
BA3329	157.7780232274986	4.566633471254719
BA3332	206.84935323170015	1.507759522582156
BA3333	453.98521586512817	11.637307978303612
BA3334	83.5518074594422	0.4513920099875156
BA3335	208.08253805060983	5.688921840999604
BA3339	94.23632198024836	3.6418119783279423
BA3341	217.37821659093277	2.062199914540442
BA3345	95.71282361615005	2.438859806788409
BA3347	107.25679887057174	1.3679641845379027
BA3351	183.84015117269627	7.446937293669149
BA3352	142.52121731092907	0.8842332741807212
BA3353	169.65826102895142	9.145652997699282
BA3357	230.10965888564544	5.684862428359192
BA3362	66.30559672126034	3.3403728135202493
BA3367	119.2584771410444	3.3419890103874423
BA3369	233.0697009394279	6.889214099002313
BA3371	161.37983110943483	1.6825871968808783
BA3373	434.5300220567231	20.23629457544695
BA3374	90.3308747655744	1.4028629180029226
BA3375	185.2589113390073	5.380317903473276
BA3376	257.5822685803655	4.92999922447732
BA3379	302.81777996661253	7.306065575764765
