	ABL1	SMC3
BA3318	0.0297746935832732	4.302278173392565
BA3319	0.0158723864455659	3.4063280948421784
BA3322	0.0114095169430425	2.344274447500344
BA3324	0.0199585436193222	5.700955833621735
BA3325	0.008613914924297	0.9655812423502194
BA3326	0.0136049026676279	1.8093045220533093
BA3328	0.0238320115356885	3.4416138825259366
BA3329	0.0240699351117519	3.027187039553373
BA3332	0.0214257390050468	4.755763542422025
BA3333	0.0258345349675558	2.138190425735324
BA3334	0.0063284066330209	0.6500723182207423
BA3335	0.0219340302811824	1.8620985113349584
BA3339	0.0081434751261715	1.9888029936062903
BA3341	0.0315843547224224	2.1915694546698328
BA3345	0.0086535688536409	0.9676949456333652
BA3347	0.0091204037490987	1.020563228106459
BA3351	0.02288752703677	3.29947725734457
BA3352	0.0120475847152126	1.1587592792182992
BA3353	0.0246917808219178	3.653659114352377
BA3357	0.0200486661860129	2.9382326078196326
BA3362	0.0155894015861571	2.7796793102235395
BA3367	0.0081957462148521	1.6371185925450604
BA3369	0.0196160778658976	3.9218136388200993
BA3371	0.0122458543619322	2.339400327877855
BA3373	0.0306218457101658	5.553221864714304
BA3374	0.0103550829127613	1.1715946769017054
BA3375	0.0152433309300648	2.102226995185964
BA3376	0.0162545061283345	2.4719230843016877
BA3379	0.0181542898341744	4.657911981962033
BA3380	0.0142591925018024	1.660972438361182
BA3381	0.0167501802451333	5.003572841407906
BA3384	0.0072999279019466	2.392784218362643
BA3385	0.0116690699351117	2.6966309965889668
BA3386	0.0239509733237202	3.945833267584783
BA3388	0.0093096611391492	1.1972188062795273
BA3390	0.0079866618601297	0.9246064271688264
BA3394	0.0117916366258111	2.554023035197564
BA3395	0.0144935111751982	2.44233255844988
BA3397	0.0168493150684931	4.75481294523837
BA3399	0.0047422494592646	1.0518966259954456
BA3400	0.0321106705118961	2.835300359016065
BA3403	0.0235742609949531	3.2492011701871903
BA3405	0.0131092285508291	1.719065624762823
BA3406	0.0152865897620764	1.7574506802643943
BA3407	0.0167718096611391	3.059588986741725
BA3408	0.0113987022350396	1.468520407623419
BA3410	0.015310021629416	2.373762554018305
BA3411	0.0167411679884643	3.244497109783033
BA3412	0.0209841384282624	3.065114990730882
BA3413	0.0226099495313626	2.4796715552146105
BA3415	0.0468709444844989	7.031814688626842
BA3416	0.0243979812545061	3.0540902587068017
BA3417	0.0155136986301369	2.430004120288184
BA3418	0.0136211247296322	2.3709785901829834
BA3421	0.0068943763518385	0.7245052089894691
BA3422	0.025726387887527	1.3179613042077711
BA3423	0.0239113193943763	2.495455664024824
BA3427	0.0089401586157173	2.748000428876696
BA3430	0.0045998558038932	0.6128184843380787
BA3431	0.0114131218457101	1.1420160644396735
BA3433	0.0253460706560922	1.7244708868453742
BA3434	0.0106434751261715	3.073225306662738
BA3435	0.0162527036770007	2.835762164765971
BA3436	0.0194935111751982	2.169922015558043
BA3438	0.026249098774333	2.9888032468032364
BA3445	0.0117375630857966	2.433058955075056
BA3446	0.0113987022350396	6.712574834412856
BA3447	0.0030984138428262	0.5330022798840908
BA3448	0.0086860129776496	2.242374443316188
BA3449	0.0130155010814708	2.9389262063796857
BA3450	0.0171034607065609	4.044589276108208
BA3451	0.0128244412400865	2.0230655309276098
BA3452	0.0115663302090843	2.3736768193562443
BA3453	0.0135562364816149	1.900844654603146
BA3454	0.0264077144917087	5.662886631495653
