	ASXL1	JAK2
BA2922	6.58783674116998	5.28398914288075
BA2101	6.59148541753236	6.49406704275497
BA3315	6.59785150913547	5.49981147623839
BA2876	6.59838838471777	5.68494283424888
BA2685	6.60106588860888	5.4219819546052
BA2514	6.60209690951209	6.08490728340658
BA2694	6.60421812247539	6.26338772089894
BA3329	6.6100656847185	5.74548824228958
BA2843	6.6100656847185	5.89603275873882
BA2883	6.6100656847185	6.42479012495369
BA2947	6.61700352029779	5.76994542170869
BA2989	6.63915578339387	5.34151860321391
BA2511	6.6441169206914	6.6963494054774
BA3339	6.65737778697747	5.94431286144935
BA2583	6.66119005251722	6.64247138255774
BA2355	6.6656439229699	5.39854887648757
BA2567	6.66943948787905	6.12432253652151
BA2852	6.69247942029726	5.6765932151773
BA2715	6.70193954968785	5.88248029384315
BA2589	6.71837477507922	5.43221485285193
BA2123	6.73527749858946	5.56596083132182
BA2538	6.74612605168156	5.79321150053106
BA2629	6.7472714933791	6.02456199069166
BA3124	6.7478553015081	5.53130217583918
BA3210	6.81145766315316	5.60803848500502
BA2155	6.82309107200081	5.6571193282783
BA2688	6.83919348466817	6.01664395833904
BA2229	6.84719227215285	5.68079307995248
BA2817	6.85707363149716	5.77331420543403
BA2653	6.90161368403515	5.9361114629243
BA3212	6.91733301258099	6.05912302323741
BA2459	6.93219471408877	5.03358349696303
BA2995	6.95960331595656	6.83029032072815
BA2063	6.97794904447586	4.89696755761679
BA3408	6.98137959105818	6.15187477635529
BA2052	7.04775148018528	6.08362235286883
BA2093	7.15557221270197	5.28216189346069
BA2593	7.15951987646114	6.19690129645258
BA2479	7.27636680044251	5.30597429477844
BA2209	7.36435791540221	6.03612422779332
BA2525	7.40609048790591	4.84004894658634
