	GATA2	DNMT3A
BA3295	6.94358580230343	5.68573255517546
BA3283	6.57356389506373	5.56220872440945
BA3390	3.87479759609797	4.84952562496592
BA3275	8.57394218930808	6.23486418682469
BA3136	8.1981158996604	4.44772389189131
BA3190	6.80603450730616	5.49396648422183
BA3234	3.4375681966549	4.64022476176229
BA3087	5.20013137153335	6.6100656847185
BA3454	7.54733361982974	5.62828464133832
BA3302	7.65276972214058	7.21704631455243
BA3117	7.19064975766148	6.53543485984192
BA3083	6.71212603625657	4.9696484625557
BA3266	7.75640802704286	5.7792526146876
BA3175	5.07164095305392	5.76798676791736
BA3268	9.30485684547982	6.16524477136675
BA3229	7.94145634611773	5.95520312741494
BA3353	7.18078818168097	7.19225834495813
BA3312	7.91426996698012	6.58028734101557
BA3119	9.45909303825332	6.88430660085161
BA3138	6.87971926016812	5.49101737126086
BA3219	2.03395241692527	4.50678453078849
BA3388	7.44443985803447	5.92596043186298
BA3357	9.53650854885809	7.00565090016862
BA3351	5.83800900717186	5.3154081495188
BA3208	7.35298985161002	5.9563978434584
BA3310	7.19145743010941	6.77421514705842
BA3200	10.3158055322447	6.93090952480088
BA3325	7.57365573963701	6.26203648745747
BA3146	8.2874098816496	6.20872841683922
BA3211	9.66095938066438	6.57247167015578
BA3237	9.1755941413251	6.27426778231287
BA3130	0.0096330444008767	5.32375937310038
BA3376	7.75640802704286	6.44517490297706
BA3137	7.66369633945432	6.15834977750935
BA3300	7.64778904816974	6.68593691853273
BA3375	8.10917947996904	6.31585760088979
BA3249	8.97664914654451	6.80545390529169
BA3385	7.92868137841977	5.55888193371954
BA3242	7.21053357648558	6.73050676463962
BA3446	6.31068973576453	4.91685437213902
BA3416	8.95099667095566	6.96912043899967
BA3123	8.04414638908848	6.46480031307091
