	KIT	PTPN11
BA3295	7.63511106991273	6.75483486169623
BA3283	6.81394894542996	6.38023120196824
BA3390	2.0027706023653	6.2171644897831
BA3275	1.79218942654284	6.96156655492073
BA3136	6.65069612456278	6.70476093745623
BA3190	5.36221790332293	6.24185782368877
BA3234	4.19258206139557	6.17903573796561
BA3087	9.37087504671963	7.23894729675129
BA3454	7.38257507273258	6.87337102503918
BA3302	8.51934782702254	7.47952389617521
BA3117	9.25691151442812	6.96703229824418
BA3083	6.25491135905161	6.66342584742563
BA3266	8.20414503388581	6.837182643361
BA3175	4.04515830056364	6.76476869070353
BA3268	7.15327818681819	6.92625028034322
BA3229	7.7045927999637	6.81329812446179
BA3353	9.01658796485945	7.29077391107671
BA3312	7.96905854853838	6.76777472760262
BA3119	7.72277870826456	6.72062167573975
BA3138	5.76293182295601	6.30235584618443
BA3219	3.36719135359718	6.01745471553114
BA3388	6.51657057172327	6.64358377452482
BA3357	7.76884228347361	6.54766219361137
BA3351	6.11161537904966	7.06807720975175
BA3208	7.46163860381834	7.05647487229206
BA3310	8.2618544484033	6.8005248227196
BA3200	6.39165195051498	6.65737778697747
BA3325	7.39829394317713	7.07626127790368
BA3146	7.13121480456278	6.99030175438279
BA3211	6.22243678568209	6.85271739062875
BA3237	7.1045805500083	7.45053981568106
BA3130	1.63950073835561	6.18074633883084
BA3376	6.96026429862309	6.70026474055664
BA3137	7.81969894849543	6.81145766315316
BA3300	7.31848514343172	7.84883391972247
BA3375	5.40039592941304	6.8446685918264
BA3249	7.85633367820174	7.31579076602089
BA3385	6.84596201012783	6.85580435382138
BA3242	7.59565623174131	7.01759724929549
BA3446	6.72238123052722	6.25179190765508
BA3416	7.9609725092348	6.79989991305165
BA3123	8.23632115552463	6.83151108322253
