	ABL1	MSH6
BA3300	0.0211211247296323	0.0324415584415584
BA3302	0.0303640951694304	0.0744675324675324
BA3305	0.0147007930785868	0.0186068476977567
BA3306	0.0206741167988464	0.0183164108618654
BA3308	0.0207624369142033	0.0293412042502951
BA3310	0.0220061283345349	0.0355489964580873
BA3311	0.0114113193943763	0.027461629279811
BA3312	0.0251261715933669	0.0775914994096812
BA3315	0.0143006488824801	0.0471782762691853
BA3317	0.0217303532804614	0.0589114521841794
BA3318	0.0297746935832732	0.0423187721369539
BA3319	0.0158723864455659	0.0272089728453364
BA3322	0.0114095169430425	0.0251711924439197
BA3324	0.0199585436193222	0.065012987012987
BA3325	0.008613914924297	0.0139811097992916
BA3326	0.0136049026676279	0.008077922077922
BA3328	0.0238320115356885	0.040793388429752
BA3329	0.0240699351117519	0.0626328217237308
BA3332	0.0214257390050468	0.0585383707201889
BA3333	0.0258345349675558	0.039383707201889
BA3334	0.0063284066330209	0.0096623376623376
BA3335	0.0219340302811824	0.0145289256198347
BA3339	0.0081434751261715	0.0394451003541912
BA3341	0.0315843547224224	0.0234946871310507
BA3345	0.0086535688536409	0.0102597402597402
BA3347	0.0091204037490987	0.0137898465171192
BA3351	0.02288752703677	0.0535206611570247
BA3352	0.0120475847152126	0.0243093270365997
BA3353	0.0246917808219178	0.0442195985832349
BA3357	0.0200486661860129	0.0340897284533648
BA3362	0.0155894015861571	0.0254238488783943
BA3367	0.0081957462148521	0.0161912632821723
BA3369	0.0196160778658976	0.0555702479338843
BA3371	0.0122458543619322	0.0305171192443919
BA3373	0.0306218457101658	0.0818984651711924
BA3374	0.0103550829127613	0.0222809917355371
BA3375	0.0152433309300648	0.0333695395513577
BA3376	0.0162545061283345	0.0369775678866588
BA3379	0.0181542898341744	0.0528972845336481
BA3380	0.0142591925018024	0.0160283353010625
BA3381	0.0167501802451333	0.0659858323494687
BA3384	0.0072999279019466	0.04
BA3385	0.0116690699351117	0.0283518299881936
BA3386	0.0239509733237202	0.0405997638724911
BA3388	0.0093096611391492	0.0124203069657615
BA3390	0.0079866618601297	0.0108051948051948
BA3394	0.0117916366258111	0.0420094451003541
BA3395	0.0144935111751982	0.0398559622195985
BA3397	0.0168493150684931	0.0466800472255017
BA3399	0.0047422494592646	0.0086753246753246
BA3400	0.0321106705118961	0.0315796930342384
BA3403	0.0235742609949531	0.0447319952774498
BA3405	0.0131092285508291	0.0188217237308146
BA3406	0.0152865897620764	0.0140543093270366
BA3407	0.0167718096611391	0.0243305785123966
BA3408	0.0113987022350396	0.0133270365997638
BA3410	0.015310021629416	0.0277119244391971
BA3411	0.0167411679884643	0.0390106257378984
BA3412	0.0209841384282624	0.0297567886658795
BA3413	0.0226099495313626	0.038004722550177
BA3415	0.0468709444844989	0.1030365997638725
BA3416	0.0243979812545061	0.0390885478158205
BA3417	0.0155136986301369	0.0315301062573789
BA3418	0.0136211247296322	0.0180070838252656
BA3421	0.0068943763518385	0.0056741440377804
BA3422	0.025726387887527	0.0210696576151121
BA3423	0.0239113193943763	0.026051948051948
BA3427	0.0089401586157173	0.0235041322314049
BA3430	0.0045998558038932	0.0074498229043683
BA3431	0.0114131218457101	0.0086092089728453
BA3433	0.0253460706560922	0.0309350649350649
BA3434	0.0106434751261715	0.0385997638724911
BA3435	0.0162527036770007	0.0354946871310507
BA3436	0.0194935111751982	0.037164108618654
BA3438	0.026249098774333	0.0326800472255017
BA3445	0.0117375630857966	0.0240755608028335
BA3446	0.0113987022350396	0.0298087367178276
BA3447	0.0030984138428262	0.0097615112160566
BA3448	0.0086860129776496	0.037090909090909
BA3449	0.0130155010814708	0.0420661157024793
BA3450	0.0171034607065609	0.0407390791027154
BA3451	0.0128244412400865	0.0242857142857142
BA3452	0.0115663302090843	0.0240661157024793
BA3453	0.0135562364816149	0.0322054309327036
BA3454	0.0264077144917087	0.0766587957497048
