	NPM1	TP53
BA3385	697.8763984171005	6.497014294028218
BA3386	1313.0847716202557	12.258859751889808
BA3388	572.69012552912	2.0373395330261705
BA3390	442.02657546613904	2.7604390962272407
BA3394	1974.1185533877187	6.443195392242973
BA3395	649.751488833747	4.2761944339420985
BA3397	344.5770725549662	5.668096908764594
BA3399	303.9438205830995	0.9948656740547308
BA3400	627.4895389697099	3.228250134696544
BA3403	1203.178916297702	11.409542625883178
BA3405	397.5806316460965	9.666107570691675
BA3406	640.7451288538574	6.294531723364698
BA3407	659.1401152575726	2.249300581821931
BA3408	538.8760489141894	2.022710252464818
BA3410	488.2537777669656	2.027435693949719
BA3411	1111.4507390107965	11.09440814198713
BA3412	805.3595533498758	9.682942990085344
BA3413	1297.859179249312	15.174055598229884
BA3415	838.7332857598512	1.5075778560340645
BA3416	960.8932040199592	9.37795349374526
BA3417	1051.2310408861642	8.003175796747339
BA3418	903.5299480475952	2.663966809245466
BA3421	244.15872378728167	1.5486355505826397
BA3422	1289.0351154467853	3.2350972315890703
BA3423	1303.712126372468	2.956341602296696
BA3427	445.62853219589465	5.039461368933654
BA3430	237.80027246630655	1.470529567249394
BA3431	356.7365142693416	0.6644513682173385
BA3433	759.0118541764652	1.2684362494077317
BA3434	1270.9101515323528	6.952150884828426
BA3435	1168.0645601885635	6.96312226778798
BA3436	1229.0829346351168	10.73128274253199
BA3438	1216.0140622888252	6.692067349966411
BA3445	1302.593040486115	2.8596162690741727
BA3446	544.7867245657568	6.762725766577692
BA3447	613.0822104910341	2.1685373915589192
BA3448	730.5797618082247	9.295582216231727
BA3449	1194.741485157614	7.364819549745412
BA3450	697.0745030463246	1.0306684467942244
BA3451	397.0064256637312	8.911989992451932
BA3452	1153.8064651280972	1.828817571309321
BA3453	635.8014680203485	1.637528591477676
BA3454	1523.4491471912725	18.16516241952004
