	SRSF2	ASXL1
BA3295	8.76897254396233	5.59699754908342
BA3283	9.47302564786274	6.25584067626589
BA3390	8.49908497066643	5.62270762074318
BA3275	9.73629770852437	6.02537342172354
BA3136	9.05220627117217	5.53649114497573
BA3190	8.51425498508966	6.27784077147234
BA3234	7.94635895319707	5.36902005012398
BA3087	9.37964346609645	5.96823920514463
BA3454	9.160132157513	5.76141008187331
BA3302	9.39118419839355	6.2796317403598
BA3117	9.44696832329653	6.37215716750202
BA3083	8.9076089453561	5.75568831379393
BA3266	9.21888429779212	5.94641278080618
BA3175	8.35811493599106	5.63513768849615
BA3268	9.28397254525379	6.40454724548096
BA3229	8.70401585675217	5.78774237354263
BA3353	9.78674968596522	6.22545256194412
BA3312	9.20300948929151	6.09515830888203
BA3119	9.3561004357089	6.26118056372206
BA3138	9.04501990946176	5.71478675399189
BA3219	8.44724078411408	5.63016664038851
BA3388	8.88148184246882	5.74861209266001
BA3357	9.36650856672567	6.12180366530222
BA3351	9.54457000922792	6.31068973576453
BA3208	9.65571538111022	6.25584067626589
BA3310	9.1755941413251	6.10787715288174
BA3200	9.1872873383188	6.16824009925269
BA3325	9.16398396797258	5.98097884801574
BA3146	9.15628939970288	5.67127118896803
BA3211	9.11086746340759	4.9207439830005
BA3237	9.13342062895717	5.78970451035009
BA3130	7.51630069461518	5.79282325358751
BA3376	9.3217592552912	6.00093229876932
BA3137	9.06304565250042	5.84508987578304
BA3300	9.24242183959432	6.27603504625168
BA3375	9.39118419839355	6.20098661255903
BA3249	8.88978486658959	6.26033254809805
BA3385	8.95438322249582	5.88643954120856
BA3242	9.12586826213153	5.94641278080618
BA3446	9.08127310626888	6.11760662803549
BA3416	9.22687989289351	6.17209130162237
BA3123	8.68758550697862	6.12904074966952
