	KIT	GATA2
BA3258	1.45644363841645	1.26994075255518
BA3295	7.63511106991273	6.94358580230343
BA3283	6.81394894542996	6.57356389506373
BA3390	2.0027706023653	3.87479759609797
BA3275	1.79218942654284	8.57394218930808
BA3136	6.65069612456278	8.1981158996604
BA3190	5.36221790332293	6.80603450730616
BA3234	4.19258206139557	3.4375681966549
BA3087	9.37087504671963	5.20013137153335
BA3454	7.38257507273258	7.54733361982974
BA3302	8.51934782702254	7.65276972214058
BA3117	9.25691151442812	7.19064975766148
BA3083	6.25491135905161	6.71212603625657
BA3266	8.20414503388581	7.75640802704286
BA3175	4.04515830056364	5.07164095305392
BA3268	7.15327818681819	9.30485684547982
BA3229	7.7045927999637	7.94145634611773
BA3353	9.01658796485945	7.18078818168097
BA3312	7.96905854853838	7.91426996698012
BA3119	7.72277870826456	9.45909303825332
BA3138	5.76293182295601	6.87971926016812
BA3219	3.36719135359718	2.03395241692527
BA3388	6.51657057172327	7.44443985803447
BA3357	7.76884228347361	9.53650854885809
BA3351	6.11161537904966	5.83800900717186
BA3208	7.46163860381834	7.35298985161002
BA3310	8.2618544484033	7.19145743010941
BA3200	6.39165195051498	10.3158055322447
BA3325	7.39829394317713	7.57365573963701
BA3146	7.13121480456278	8.2874098816496
BA3211	6.22243678568209	9.66095938066438
BA3237	7.1045805500083	9.1755941413251
BA3130	1.63950073835561	0.0096330444008767
BA3376	6.96026429862309	7.75640802704286
BA3137	7.81969894849543	7.66369633945432
BA3300	7.31848514343172	7.64778904816974
BA3375	5.40039592941304	8.10917947996904
BA3249	7.85633367820174	8.97664914654451
BA3385	6.84596201012783	7.92868137841977
BA3242	7.59565623174131	7.21053357648558
BA3446	6.72238123052722	6.31068973576453
BA3416	7.9609725092348	8.95099667095566
BA3123	8.23632115552463	8.04414638908848
