	TP53	SRSF2
BA3388	2.0373395330261705	6.203700870772632
BA3390	2.7604390962272407	5.792154717228812
BA3394	6.443195392242973	8.404975653003687
BA3395	4.2761944339420985	6.651341999856366
BA3397	5.668096908764594	13.219414617481226
BA3399	0.9948656740547308	6.7827367360961
BA3400	3.228250134696544	13.06056647163743
BA3403	11.409542625883178	8.92075600450164
BA3405	9.666107570691675	5.467194039928233
BA3406	6.294531723364698	12.548279632337389
BA3407	2.249300581821931	12.435230824451514
BA3408	2.022710252464818	8.498252487024397
BA3410	2.027435693949719	9.837479102617367
BA3411	11.09440814198713	10.38319506643126
BA3412	9.682942990085344	11.085412982407256
BA3413	15.174055598229884	11.797908054164992
BA3415	1.5075778560340645	15.05708089537657
BA3416	9.37795349374526	8.727996581852542
BA3417	8.003175796747339	11.985232449421302
BA3418	2.663966809245466	6.635294965300766
BA3421	1.5486355505826397	5.28260925317226
BA3422	3.2350972315890703	17.179527426315072
BA3423	2.956341602296696	10.963398377588634
BA3427	5.039461368933654	9.29610382811063
BA3430	1.470529567249394	3.376723357465601
BA3431	0.6644513682173385	5.2956503189134905
BA3433	1.2684362494077317	11.124922747602398
BA3434	6.952150884828426	10.684241187268606
BA3435	6.96312226778798	7.207195702534164
BA3436	10.73128274253199	8.942673968449142
BA3438	6.692067349966411	13.298804121187224
BA3445	2.8596162690741727	13.585759177133028
BA3446	6.762725766577692	10.112802584876396
BA3447	2.1685373915589192	5.064946393689568
BA3448	9.295582216231727	7.659809256873132
BA3449	7.364819549745412	8.663162251082694
BA3450	1.0306684467942244	10.04252924348618
BA3451	8.911989992451932	6.8123698098142365
BA3452	1.828817571309321	6.957609320826012
BA3453	1.637528591477676	7.816516530672914
BA3454	18.16516241952004	12.90077034756054
