	WT1	GATA2
BA2932	4.90950444103544	7.63041516939983
BA2123	4.53626577730074	7.50105244518025
BA2844	2.58314249436544	4.95919380929034
BA2660	3.26012105846324	7.34370807957505
BA2836	5.49691431965408	6.93954050250455
BA3027	-2.10431960916538	4.29639716866503
BA2714	4.23933489780631	7.06807720975175
BA2139	-0.83667589124871	1.76917277909169
BA2251	3.43509567116173	10.3660086756332
BA2952	-0.14370738490567	6.43493754543007
BA2440	-1.09216466114694	5.98220791058853
BA2036	5.19556313505125	9.97467175015227
BA2828	3.62141192551751	7.70840071464408
BA2292	1.49556026112022	7.06020993945392
BA2410	4.88291011197608	7.93187727167438
BA2051	4.44117628286088	4.75937775414095
BA2532	4.33752896301929	7.83554388846121
BA2986	2.59481330964079	5.50315192004078
BA2494	4.5237112413054	9.8991027074875
BA2515	-1.82157211250373	4.95086713745968
BA2748	3.05203364858804	7.63278489020753
BA2970	1.19828391483052	5.95193817538216
BA2622	-2.24528625370186	4.99389750199927
BA2839	4.44843050304205	6.50494854074967
BA2052	-0.586590827897	4.39995076697618
BA3011	4.97596941537187	7.33163994376767
BA2868	4.4281166894281	9.1872873383188
BA2510	-4.54627919628903	0.277265117709438
BA2065	4.95747206659002	8.15477520582082
BA2691	-2.08150014081258	2.91665615356007
BA2374	4.30351985382614	6.50348265468803
BA2804	1.03724504422622	5.14161615451425
BA2670	1.59446420714529	5.72023465218825
BA2675	5.40039592941304	8.26396477173174
BA2589	5.03186421268284	9.2592593958878
BA2031	-4.59957033850824	4.02452335153635
BA2198	3.21214927956067	6.44613094518311
BA2066	0.244476133616038	4.44555299237497
BA2344	4.61432758787758	7.58759859001841
BA2459	0.745008053589273	6.76898394569665
BA2229	6.86407290374975	6.60156923670466
BA2559	0.907573624801598	6.88867708372879
BA2093	6.05912302323741	9.38234175781362
BA2000	4.36978016763227	7.13121480456278
BA2425	0.946050220237291	9.81131500696184
BA2905	2.29057658536721	7.50647222464875
BA2304	-3.78517780161679	-0.0150693070758923
BA2976	2.20713040749132	6.37878971540536
BA2386	5.64166399423883	9.44987135785787
BA2035	4.83096192899042	9.13342062895717
BA2760	2.43961255695851	5.61668949030342
BA2201	2.54413689826714	6.36792449266188
BA2355	5.15956280499738	5.32233498083344
BA2113	3.84650283387536	6.40170617544637
BA2155	1.81349408147165	10.332335723606
BA2955	1.1015901745641	3.4170840126625
BA2502	3.04645928221156	5.81083073745061
BA2322	4.78539668733183	7.08974258985974
BA2376	-0.543214915721396	3.41561286956515
BA2020	4.72354417544082	7.53405377993628
BA2226	3.32603631681627	7.24647814947882
BA2200	5.48468121276611	8.3603866090308
BA2121	1.79218942654284	5.70530146482159
BA2944	3.68217215988785	8.14513423086413
BA2033	2.10138671423736	6.26705656087935
BA2867	4.75868055542246	6.47866220517702
BA2089	-1.24729776016019	3.08537081267169
BA2224	-0.358388935779956	7.33529770605395
BA2046	5.42125052108752	7.13433489569232
BA2972	2.25161428597338	6.63915578339387
BA2978	-1.51459060193487	5.22173396238009
BA2829	4.26475082518245	7.55977224878375
BA2851	1.81871140983335	6.59041781660964
BA2587	4.31365852693905	5.15207050393233
BA2461	-4.90207415836154	4.04229195612943
BA2695	1.27466171665187	6.21316864027758
BA2623	4.65939127413171	6.63383351459938
BA2024	2.5287380218477	5.51691886633525
BA2426	4.4916443156522	6.73745939965324
BA2271	0.480333759445609	5.03254935299147
BA3004	6.02896726775605	8.19012213724112
BA2579	0.923898419999858	3.94179623964938
BA3010	-1.15112312778785	5.94914872700359
BA2662	2.80849620548243	5.1312402648846
BA2674	2.97848915233881	6.6396645832219
BA2280	5.3789226513503	7.74536502725477
BA2512	-0.245480641116488	2.27310977570549
BA2658	-4.09430858942349	3.01238141071871
BA2394	0.434869386245465	10.3745587770136
BA2950	3.5116313094685	6.08318959151969
BA2981	4.71085683477021	5.21743147503023
BA2934	-4.1350893046353	3.23073632692797
BA2539	-5.23207573552585	4.34458492733121
BA2249	4.98372592715582	7.23036606098158
BA2034	4.6274902964939	7.78401208165605
BA2109	-2.19345672998365	5.25385282871793
BA2242	5.67202091636779	8.1981158996604
BA2277	4.31178419876392	7.17358455839536
BA2727	3.80075983876638	8.29820901257083
BA2132	4.59116887928136	8.1336646480907
BA2618	0.340080738646224	5.7443340618491
BA2521	4.66009956525948	7.6685963483501
BA2846	5.1273934607462	6.97731252665637
BA2885	-2.88217442288734	0.499201192837283
BA2639	5.10037153191854	7.23126576681474
BA2775	4.47902169597731	8.75396729152058
BA2402	3.78046913292847	7.41497012248878
BA2097	-2.80619697770706	6.65845499115322
BA2786	3.31782552417921	4.91685437213902
BA2399	5.14082982502073	7.90654028957083
BA2850	4.61292317521801	7.30676049708217
BA2174	1.60136191099771	6.39165195051498
BA2004	0.338252851402753	7.10612705087253
BA3001	5.67239321044761	9.11460476788528
BA2311	0.585076282677859	4.44334512113552
BA2483	4.43932284602221	7.94314055717551
BA3040	3.145024554735	6.93954050250455
BA2837	3.5970577193442	7.37675245327076
BA2724	3.05833632772676	5.71100608100859
BA2911	3.95847739460523	7.95452812467512
BA2256	5.70411525165464	7.39540604135448
BA2821	4.8980399466675	5.09181307158236
BA2233	5.03856627298611	7.00565090016862
BA2744	5.21184609169853	8.99906762077278
BA2880	-3.78517780161679	4.91721018578494
BA2621	-3.36366404396703	4.85056186804303
BA3002	4.23280074999323	7.08521741719084
BA2501	5.21291531865443	7.1646982323911
BA2993	4.13049769125671	7.77161485169371
BA2301	1.62175301006191	4.78361272995645
BA2852	1.20185386100513	5.70872171926613
BA2133	2.28415307068272	5.82429929461363
BA2866	3.04760276272772	6.19563315556883
BA2212	-2.04413465499093	5.48915482766383
BA2685	4.89626395355883	7.281719536851
BA2273	5.38659608185088	7.99573716734119
BA2477	5.04032746317028	7.05292631391108
BA2659	2.43004147850229	6.8446685918264
BA2124	4.7551991824947	7.65513327960109
BA2363	0.0598717889754852	7.42090370210596
BA2369	4.49091605473907	6.59569193185131
BA2534	5.72213373131707	9.27156918109996
BA2400	5.14860760321253	7.14383843051354
BA2762	5.99191122538936	7.08227901596389
BA2312	4.46591200459637	7.25176192852259
BA2813	4.66362563596561	7.19643196455649
BA2211	5.88486366591165	9.02190186898869
BA2171	5.13837383282281	7.29431703031285
BA2746	1.81007217009569	4.79767961716109
BA2798	5.19978192962276	7.96422079504262
BA2809	3.05605087787581	6.5550219238791
BA2288	1.17134115218982	4.72003247702049
BA2801	-0.445016850886156	6.06971777989566
BA3030	2.96013126473532	5.4066422207313
BA2588	4.33865898893468	8.07245680901417
BA2296	2.07551474804364	6.47426873472503
BA2300	2.67316258429304	5.79874599985332
BA2903	-1.92600863140393	5.63551782963557
BA2473	3.22280615930821	7.36910502551481
BA2545	-3.89656899425599	4.92380795044112
BA2840	5.9610279397687	9.59577094815016
BA2528	0.886017027727296	6.5518017021576
BA2646	5.95076318092024	7.49256176412129
BA3407	-1.9002011047749	4.81902834400603
BA2240	4.64626652070706	7.72809482559201
BA2926	1.87236961151542	6.5851771545889
BA2272	3.41089377515077	5.95076318092024
BA2306	-0.678720436366109	5.04444275985059
BA2765	1.08462446930952	6.08707291217101
BA2904	5.13368956327964	10.1753003572988
BA2883	4.26019711740886	8.31787605128572
BA2726	-3.06313442854582	-0.238630282752338
BA2234	-4.24541320330485	1.05164008757557
BA2022	5.61175957380568	7.70330320958059
BA2228	0.045431040067311	5.23174307005196
BA2037	4.86953629253026	8.24717893447311
BA2184	0.818865101075557	8.42083657982967
BA3009	2.08727891982769	7.23636521102564
BA2842	-3.50410379627379	4.40802912825966
BA2442	4.12413716528858	7.74132890165977
BA2882	0.401247901583782	3.77959301841516
BA2758	-1.87134236175322	4.26323917922153
BA2705	5.3981837734462	7.8210975174081
BA2663	-4.54627919628903	4.20873434593167
BA2570	5.78002501253586	5.80572775335192
BA2764	-3.2626742370293	5.04210102667198
BA2209	3.40232320404657	5.44603871114775
BA2989	7.22379610574448	8.20818067427413
BA2855	-2.3713037003904	4.36015860511768
BA2261	3.49157457610035	7.86519796261888
BA2721	1.84264214892674	6.26118056372206
BA2930	-5.01843058152471	5.53979697945933
BA2728	1.96116361160545	7.28525840993051
BA2715	3.87438735330881	6.91854859965898
BA2469	2.78634530060665	5.74011278993299
BA2269	-1.04532144447794	4.62036406268975
BA2098	1.42445356632705	3.75076608161682
BA2778	-0.502629849930007	2.42732071858121
BA2951	3.35747250812773	8.46922505155083
BA2163	-0.186674284721414	7.42519569680361
BA2379	-0.628608654772086	5.86210066626784
BA2817	-1.24729776016019	1.83042814261167
BA3153	3.89787249471578	8.08335570616425
BA2820	2.72686185532426	5.64240286737973
BA2723	3.58414339703454	5.69915968973013
BA2704	4.89978807487584	8.11104544817006
BA2088	1.71822473873366	4.65333014368695
BA2116	2.20786647422011	6.94294359338222
BA2584	4.15661160010825	2.24349372699526
BA3079	3.2890601366061	6.6100656847185
BA2417	-4.23106940660728	3.06113870744397
BA2361	-2.68981786198312	4.6932849776624
BA2450	4.65477615366599	8.38100696139026
BA2492	1.49232098276003	3.31109043996003
BA2552	5.97812067314416	7.65148276489013
BA2472	1.2450550586815	5.32411225603459
BA2994	5.4417363654644	8.22036612888066
BA2047	4.38521059006741	7.77846043065093
BA2101	2.83461003267086	4.65120922776301
BA2082	0.922533427167959	3.90728684369565
BA2879	5.38079659978033	6.69192414230504
BA2577	3.94226157127552	7.03196402344294
BA2456	-4.81543989176866	2.29791028651136
BA2175	4.23018449932999	6.38261014012489
BA2824	4.63953342719534	8.75098362594822
BA2507	5.39347949789235	6.80545390529169
BA2563	4.65156349192333	7.98067391429632
BA2244	4.05362124684688	5.8045076557668
BA2470	0.136800381557917	7.75780436658957
BA2984	4.41056176363704	8.00780085925266
BA2414	4.40032348503011	6.95751613947387
BA2697	-4.08215496684175	4.59081785984696
BA2079	-5.04280924140603	3.85600991616853
BA2999	1.03724504422622	6.90096747490557
BA2644	-1.73745106536545	6.78194925141946
BA2011	-2.25024161031404	6.37975842200095
BA2217	4.2155795317414	8.48656626341456
BA2454	3.75932554703006	10.5981160524102
BA2776	5.5235514118888	8.24717893447311
BA2218	5.88879613535989	8.42321613548815
BA2135	2.15347373817709	5.36438724591077
BA2914	3.07081282165681	7.92045916247849
BA2500	5.52174962133348	6.70193954968785
BA2830	5.02518880255228	6.92050118830241
BA2406	2.21611595199145	3.72560586066794
BA3108	4.92175101940742	8.20616122712402
BA2924	5.41099569804948	7.50647222464875
BA2303	1.7013068862714	5.34973720544744
BA2160	5.18090832776529	8.32893113987774
BA2038	-2.77402372187259	4.95577043792796
BA2602	-3.25498441404272	4.40656431480039
BA2964	-3.57040228180244	4.68133985426918
BA2898	-4.54627919628903	4.78153410225228
BA3003	-3.58001398400949	5.33137556428865
BA2111	-5.89901264481663	5.55851041668359
BA2827	-5.32182883491996	4.82742292972687
BA2912	-5.48456512973844	3.99833496825788
BA2437	-5.29146950758079	5.35593989387114
BA2283	-4.73260581696559	4.81337176305461
BA2057	-4.67457207325032	4.51939484788158
BA2633	-3.62823581497859	5.16960938829634
BA3034	-4.92494998809084	5.28256921751163
BA2607	-4.81543989176866	4.60223859726182
BA2761	-4.51188171220191	4.68309897358403
BA2795	-5.32182883491996	4.53769799161138
BA2182	-5.29146950758079	4.89591757187592
BA2152	-3.76376692929786	4.38228741422543
BA2381	-1.20566862139212	7.06885426902192
BA2931	-5.06940152020186	4.47827685062553
BA2040	-4.39675812570909	3.26599227921617
BA2590	5.01358911563759	7.19738153999511
BA3195	2.60775035053937	7.02200264661639
BA2516	-1.91775460540489	6.44710159988793
BA2353	5.10386434450347	6.91854859965898
BA3036	4.65227257820413	8.34456564828853
BA2971	0.426179251835628	8.50093062457148
BA3410	1.69643229602706	6.10703701818297
BA3118	5.00103650264355	5.98917879350321
BA3206	2.02588669433336	6.34190143280827
BA3202	-2.28483384953305	4.49454936710229
BA3217	5.30422441487673	7.89401548128851
BA3405	2.00197026228675	6.63486341869675
BA3306	6.076080299653	7.51299557490928
BA3371	4.60901148734067	5.36365751969834
BA3413	-4.85765657835027	7.63278489020753
BA3411	2.50593451743868	5.03642055076695
BA3133	3.88164907830794	8.97142354261209
BA3164	4.72110255717993	8.5555137585582
BA3451	0.480333759445609	3.32501250452144
BA3286	2.45794339630419	5.84234806468241
BA3212	5.67621163724687	10.1019627568373
BA3103	5.42346427521642	5.06069232646451
BA3271	4.11545446015405	6.05279557201734
BA3152	2.50132753227187	3.24991105964122
BA3095	5.0076178177708	8.09989277486394
BA3192	6.45401948854285	6.97318609681243
BA3251	5.38622445069567	7.03918975972709
BA3362	-3.29429542282984	0.433070764286167
BA3400	6.56119717042577	8.33337930026134
BA3135	5.46114309064973	7.08899874190146
BA3408	-3.80664194981464	3.38554683036159
BA3187	4.68695768946558	5.11433165880832
BA3098	4.37709807675879	7.02978091514104
BA3435	4.40728719351658	7.93658206656699
BA3261	1.11579111852859	4.68906744298486
BA3203	4.39626829820345	6.52375465899181
BA3174	3.25577411362013	4.59438606664195
BA3317	4.64945091473465	8.17625565039323
BA3299	2.51471286851075	5.26710389157619
BA3221	-3.09952930713356	2.71814995189887
BA3347	-5.44980241668477	1.4977254366136
BA3235	0.802541542803928	4.24655068383766
BA3126	-0.874344282646842	2.64402051124596
BA3380	5.61175957380568	7.18812871773308
BA3089	5.83331901871842	8.04934885751887
BA3109	4.21713539157627	5.95395062623658
BA3114	2.8212344806284	7.18398636132438
BA3418	5.55401941905853	7.28800386009291
BA3245	1.46705136474485	6.84839040918598
BA3085	2.81214553611961	7.11517726354172
BA3128	6.30235584618443	7.30861526987379
BA3423	6.85394237356265	7.7605970351598
BA3173	3.78183665697138	6.07221564365928
BA3171	4.91582389660128	7.37675245327076
BA3277	5.54319628882121	7.2179085684236
BA3210	4.31139818183838	6.4915209071939
BA3157	4.58834815635997	6.68070832768596
BA3433	6.59094704308975	8.30037965468589
BA3322	0.655067770643772	4.34569920053779
BA3374	-3.79587739203727	-0.177808519803868
BA3450	5.18903133216933	6.77720928573593
BA3167	-3.44128537526743	0.719254707053097
BA3269	5.74901581721608	6.76898394569665
BA3110	1.59633049420931	2.87198103535148
BA3156	0.761761134838423	7.83704881770087
BA3226	4.87132809398228	8.14705635633251
BA3421	3.06916845509247	6.54456958822718
BA3232	4.96757627610674	8.15477520582082
BA3289	2.35005000227063	4.99494706061389
BA3430	1.06072552834851	3.64521772451027
BA3145	6.59418114772064	8.20818067427413
BA3399	2.22263895371536	6.40074858834192
BA3449	3.88759266109837	8.79635277497105
BA3384	4.30874915362319	7.68652733200955
BA3427	-4.1482821722357	7.88494695067266
BA3163	-1.02180568349746	2.07381903278467
BA3158	4.15189910009998	7.96744532914178
BA3436	6.17945197942918	10.4540502805812
BA3154	5.9610279397687	0.601632895281666
BA3162	4.77101825718542	6.46633469347968
BA3352	5.61931055876377	7.01472936087095
BA3084	2.2972229754926	4.77031077404719
BA3149	3.98490830991574	3.28330883545606
BA3169	0.442049233640373	3.00426499817374
BA3180	5.93293802015649	7.02698040559294
BA3255	5.24829517363935	7.81832288003789
BA3438	2.0372110076916	1.59541816670198
BA3345	-2.41345187456505	2.11388863910946
BA3403	-2.26970788857989	1.97096633043764
BA3431	3.6308400704352	6.16270217963845
BA3181	-1.07355268290721	5.21924696123963
BA3341	5.10560874455999	7.60395254604328
BA3191	3.89874814101412	7.06736498172321
BA3197	5.16179139260484	10.0139606390354
BA3448	5.55285643961997	7.76334677298606
BA3453	5.81201009033099	6.94358580230343
BA3406	4.05442369128834	7.62437772428186
BA3308	3.44707594335609	7.41702873174962
BA3186	5.14045385048919	9.9053830477262
BA3334	-2.63015443964561	4.22175408993243
BA3447	1.62856158488449	4.59972375526065
BA3116	-1.22174941388341	3.24833932522177
BA3280	6.34641294876492	7.63278489020753
BA3185	-1.12919609419543	2.28340449654963
BA3094	-4.71341683075557	-1.96011964564348
BA3318	1.52871884395893	6.326824292765
BA3216	5.30385008887993	6.47279065497325
BA3332	3.72423831936426	7.36724009431295
BA3214	2.864896220199	7.99246857024867
BA3099	4.73332796808207	7.75780436658957
BA3141	3.84781880682402	8.84307877151568
BA3373	4.01564420631153	8.43758065182973
BA3319	2.67193525140673	5.9785222997962
BA3328	5.15886081295599	9.1410080593907
BA3339	-1.03349390851114	1.3495851994097
BA3240	4.89307544639423	8.91751782379931
BA3142	2.76537822210362	8.68676863894814
BA3333	5.50571962151203	7.37577438257785
BA3381	1.6503374693223	5.08870565418655
BA3290	0.0926804615502324	8.19012213724112
BA3207	0.354427733094645	3.02428518304635
BA3296	-3.33738366633407	3.53193069811392
BA3305	-0.222304755975519	6.50854787129231
BA3434	2.47499683281725	4.82292152807512
BA3189	4.26475082518245	6.86708630662577
BA3264	6.12432253652151	7.17999658780694
BA3329	5.67621163724687	9.23665444981222
BA3417	-2.13185488071417	0.207476070123517
BA3367	-4.05654798305505	5.72023465218825
BA3225	1.04757167795659	3.92905779716509
BA3183	4.25188785363416	6.73692509275104
BA3222	-4.42855988318268	0.578560653385863
BA3139	5.43474590254893	7.81101053195418
BA3397	4.66469709693692	3.03620367997927
BA3311	3.33591126074654	6.35019247071228
BA3422	6.4204445396971	9.65571538111022
BA3228	3.61153028695549	7.8210975174081
BA3213	3.76410960196055	5.6533576160666
BA3270	2.30441317316503	6.34737367069021
BA3415	4.15267733940571	5.82971849546372
BA3324	0.648604039309271	6.87212018212394
BA3194	2.31383516537733	8.2960419873451
BA3335	6.945568125872	9.2389471182711
BA3199	2.19973496912707	7.05796014084047
BA3326	-4.5290964030898	2.88584557978208
BA3285	5.32735211170593	9.61602995658446
BA3297	4.64092236598375	7.82688083190866
BA3227	5.76218019652153	9.60929418124753
BA3394	2.91539060930385	7.53511002571526
BA3412	-4.27362100180234	0.439987090282692
BA3293	5.9931420196416	9.06845231152446
BA3250	3.78709611871678	5.42966375134891
BA3177	5.00727174004895	5.13976221148527
BA3315	2.62419048702299	3.90901162589946
BA3182	3.94517715004268	5.55510823651463
BA3260	-1.72584860763551	4.66398706452937
