	DNMT3A	SF3B1
BA3322	0.2437505266635564	2.9021558922236363
BA3324	1.0050149666537604	6.968018258236888
BA3325	0.4586897833941845	7.743812142556275
BA3326	0.8054091697962897	1.3067779009490268
BA3328	0.4891718378997489	9.490785619680636
BA3329	0.6935647452452095	4.566633471254719
BA3332	1.8725763617798548	1.507759522582156
BA3333	1.1748465548673048	11.637307978303612
BA3334	0.0874879546711472	0.4513920099875156
BA3335	1.3791847557823955	5.688921840999604
BA3339	0.6816983425548611	3.6418119783279423
BA3341	0.0992171188373203	2.062199914540442
BA3345	0.1882478687325217	2.438859806788409
BA3347	0.0793081425722057	1.3679641845379027
BA3351	0.3767988798133077	7.446937293669149
BA3352	0.2441699598087771	0.8842332741807212
BA3353	1.573201875235866	9.145652997699282
BA3357	3.182234794031143	5.684862428359192
BA3362	0.367298106114524	3.3403728135202493
BA3367	0.468206268930404	3.3419890103874423
BA3369	0.7189140278030713	6.889214099002313
BA3371	0.3911707268286983	1.6825871968808783
BA3373	2.4270778986899404	20.23629457544695
BA3374	0.1736769107583531	1.4028629180029226
BA3375	0.4157910061042422	5.380317903473276
BA3376	2.587745454093571	4.92999922447732
BA3379	0.5875948555881614	7.306065575764765
BA3380	0.3636938974279577	4.035790713800198
BA3381	0.2705984129882083	10.188157920747663
BA3384	0.3928863086554694	2.3368678919925
BA3385	0.3568143983749653	6.676575573164484
BA3386	1.9497978949432675	6.266920429852454
BA3388	0.6371076022783089	0.8071718968828551
BA3390	0.1972813536342707	3.194429177292088
BA3394	0.5790544948291578	11.355345145608185
BA3395	0.1474578939999843	1.8988592137416536
BA3397	1.9169014583899533	4.166165717031542
BA3399	0.1115975023665588	0.4509431040067151
BA3400	0.260553953633249	2.0476180809311137
BA3403	0.4718327508913635	4.745064163096981
BA3405	0.7026056745282946	2.728556805515639
BA3406	0.4914363116068612	4.186115247232068
BA3407	0.0816258011323548	1.3746311173152923
BA3408	0.4422947939992025	2.693258366140984
BA3410	0.3007432512975378	4.029314095808984
BA3411	0.4276105326232634	6.916556580461999
BA3412	0.9399164494533891	5.771902623243478
BA3413	0.7761283990244846	4.533433885170942
BA3415	0.805013616849289	6.253029412077777
BA3416	1.131804859197465	6.819673771062664
BA3417	0.4334518624957957	3.8156430299519024
BA3418	0.5450125383258861	0.9401166781474436
BA3421	0.0928301259362801	1.1040734328739503
BA3422	0.7787122927717289	5.258116536728601
BA3423	0.3137561136635265	2.5043194788487595
BA3427	0.5557356852906213	4.516365794279683
BA3430	0.0859224317649399	0.4682961462605361
BA3431	0.1980508370410119	0.4734616975431138
BA3433	0.3218101173604146	3.683575326821984
BA3434	1.8010545072872437	7.568311375397076
BA3435	0.3518001604734708	4.923777882701434
BA3436	0.715050361453989	4.001661899483137
BA3438	0.6787067187657545	8.543050533666047
BA3445	0.2083692683665713	1.9600419770658173
BA3446	0.5461630899368397	4.630120548157677
BA3447	0.4979278293894679	0.913590061752894
BA3448	0.6232957528729896	6.293018319062196
BA3449	0.1511482243319365	3.1305215618114386
BA3450	0.5264935101688636	0.5583604310081339
BA3451	0.2265887147247246	2.763490924103701
BA3452	0.5440027208658725	1.593654346500492
BA3453	0.1025448915257053	2.189872373297081
BA3454	0.5503671457682342	6.356965189676121
