	IDH2	EZH2
BA3283	8.01965582601105	6.31991412295615
BA3390	7.18154554634955	4.97454697212043
BA3275	8.68106286594684	5.98958134739074
BA3136	7.50539293842063	4.64802834978993
BA3190	8.03197078783115	6.26203648745747
BA3234	7.45963779857083	4.71789490848166
BA3087	8.67155422607777	4.43857953725792
BA3454	8.23886821722062	4.81025360122033
BA3302	9.01306871894599	5.57338620444232
BA3117	9.1314039045803	6.20697852343694
BA3083	7.77846043065093	5.85654635479991
BA3266	8.04934885751887	5.6533576160666
BA3175	7.73200199894925	4.48731198029739
BA3268	8.48407580140491	4.70980361858599
BA3229	8.03197078783115	5.09426584501126
BA3353	8.68106286594684	5.70643173596218
BA3312	9.36044459889599	6.84900595542396
BA3119	8.78717245605116	5.5361204470046
BA3138	7.65513327960109	5.54245080282141
BA3219	6.87788091401863	3.93885101416568
BA3388	7.6160759273921	5.29193462972356
BA3357	8.72037345844597	5.92555008265751
BA3351	8.41846114844672	5.45304161965294
BA3208	7.31039812260742	4.85230183637924
BA3310	9.04860912314158	5.83716487793583
BA3200	8.33560901482561	3.7606440049025
BA3325	7.62683244469809	4.72110255717993
BA3146	8.05801802157941	5.13692147172974
BA3211	9.04501990946176	5.88879613535989
BA3237	8.28311530497155	5.15140387829057
BA3130	7.29515347515493	5.08793311079164
BA3376	8.15090969693391	4.89591757187592
BA3137	8.43037965011906	6.01704720263967
BA3300	9.14833321497193	5.92116291399342
BA3375	8.63341745058943	5.86901047120639
BA3249	8.83544161006383	5.80028394350004
BA3385	7.76466876898383	5.36619555084966
BA3242	7.93658206656699	5.70872171926613
BA3446	7.38062061343463	5.78692047501447
BA3416	9.12586826213153	5.69646062028678
BA3123	8.07424285809521	5.07164095305392
