	NF1	NPM1
BA3400	352.9573171396579	627.4895389697099
BA3403	235.1154504862194	1203.178916297702
BA3405	150.10322649841862	397.5806316460965
BA3406	175.00593868924125	640.7451288538574
BA3407	78.37666956178536	659.1401152575726
BA3408	104.22963722764784	538.8760489141894
BA3410	133.7262587530939	488.2537777669656
BA3411	238.25400702034068	1111.4507390107965
BA3412	195.68106403756929	805.3595533498758
BA3413	115.6071633334826	1297.859179249312
BA3415	259.60805659132666	838.7332857598512
BA3416	264.47263050967763	960.8932040199592
BA3417	173.8357604806873	1051.2310408861642
BA3418	92.26888813182342	903.5299480475952
BA3421	60.49421950990799	244.15872378728167
BA3422	290.0938510194062	1289.0351154467853
BA3423	247.16444382180865	1303.712126372468
BA3427	149.39600555491052	445.62853219589465
BA3430	94.55339835609128	237.80027246630655
BA3431	120.84144657847006	356.7365142693416
BA3433	178.90290846691832	759.0118541764652
BA3434	262.8951788966082	1270.9101515323528
BA3435	232.53373548105796	1168.0645601885635
BA3436	184.67064609509663	1229.0829346351168
BA3438	111.05004860202276	1216.0140622888252
BA3445	252.05807357118948	1302.593040486115
BA3446	57.86422902407379	544.7867245657568
BA3447	61.61094005127081	613.0822104910341
BA3448	145.5723603719289	730.5797618082247
BA3449	197.1342114504446	1194.741485157614
BA3450	54.5939820641306	697.0745030463246
BA3451	150.25803532935367	397.0064256637312
BA3452	415.7140845086584	1153.8064651280972
BA3453	180.47298431809	635.8014680203485
BA3454	341.75196441638946	1523.4491471912725
