	RUNX1	PTPN11
BA3345	0.161196937947849	10.56551791674996
BA3347	0.2043961250789596	12.895248893688454
BA3351	0.2277844883078007	36.15111433085691
BA3352	0.3304688858969831	11.602828493127593
BA3353	0.4940194295257724	35.31452803631488
BA3357	0.2357294055540615	23.394936659638905
BA3362	0.2094729196922687	21.929829281753584
BA3367	0.1949590412461768	15.08460695321988
BA3369	0.5423304068211141	30.111459179936265
BA3371	0.226349875713049	16.57214863696018
BA3373	0.4774971725331615	59.687482235387535
BA3374	0.094090365428496	14.286142079384424
BA3375	0.4729430043851663	14.986029961281671
BA3376	0.6235087840431298	18.460625960877035
BA3379	0.3148457090256712	28.28338708702801
BA3380	0.3662717140970948	15.395065123545448
BA3381	0.3995621713674603	31.6022929834454
BA3384	0.3342882991549222	15.82572118593314
BA3385	0.396194121898357	18.844695554238974
BA3386	0.7796296146743463	23.83686331483464
BA3388	0.2751835808372105	14.160480378577368
BA3390	0.1944113750647645	12.885807017959875
BA3394	0.3032300434910894	25.0992123120214
BA3395	0.5549256020025314	26.164953144487377
BA3397	0.5455480797470682	42.49803859219085
BA3399	0.144535490638782	9.217550243661025
BA3400	0.8669773811457671	20.49932304808881
BA3403	0.2800542556398858	40.07256786518545
BA3405	0.4900832122830341	18.77385346724309
BA3406	0.3555937927988822	22.99494518688369
BA3407	0.1954447978657259	25.57381689341782
BA3408	0.0988729634042426	16.372140642588597
BA3410	0.3685682495555111	20.956953686492668
BA3411	0.2704176023369389	23.686174665300918
BA3412	0.0899779089099585	30.806279236788768
BA3413	0.23006633904582	20.1099448245558
BA3415	0.7410698910464569	58.24596658054627
BA3416	0.2221459302117749	19.695638462196776
BA3417	0.1861777521522952	22.196288192458372
BA3418	0.2631471556305804	32.63184933979395
BA3421	0.1168253603124548	7.884860177730484
BA3422	0.6446960034484137	16.531991048470882
BA3423	0.4690401005159862	22.056976272015444
BA3427	0.5007832987527033	24.97543818115768
BA3430	0.0648879484956471	9.925872127763904
BA3431	0.2236180365190641	16.4322603052081
BA3433	0.742720604806531	16.497331140038252
BA3434	0.66006781137165	19.549469421478744
BA3435	0.565665550355561	26.26993630818124
BA3436	0.5688667444176033	18.030821688180044
BA3438	0.4422330780237589	32.097233187234345
BA3445	0.3247887731201874	21.016117689995312
BA3446	0.197880958049616	11.215195744897262
BA3447	0.1034714208120763	3.2625258891737285
BA3448	0.3469263687875951	20.46619821409374
BA3449	0.2999389659404642	27.228714859707505
BA3450	0.4257168708106206	26.141088273719884
BA3451	0.2801380775486234	19.54939345148004
BA3452	0.4710051611355347	20.50716139930494
BA3453	0.2738419892276626	14.797701231567332
BA3454	1.0195808743846482	38.03237898772129
