	SRSF2	TP53
BA3388	6.203700870772632	2.0373395330261705
BA3390	5.792154717228812	2.7604390962272407
BA3394	8.404975653003687	6.443195392242973
BA3395	6.651341999856366	4.2761944339420985
BA3397	13.219414617481226	5.668096908764594
BA3399	6.7827367360961	0.9948656740547308
BA3400	13.06056647163743	3.228250134696544
BA3403	8.92075600450164	11.409542625883178
BA3405	5.467194039928233	9.666107570691675
BA3406	12.548279632337389	6.294531723364698
BA3407	12.435230824451514	2.249300581821931
BA3408	8.498252487024397	2.022710252464818
BA3410	9.837479102617367	2.027435693949719
BA3411	10.38319506643126	11.09440814198713
BA3412	11.085412982407256	9.682942990085344
BA3413	11.797908054164992	15.174055598229884
BA3415	15.05708089537657	1.5075778560340645
BA3416	8.727996581852542	9.37795349374526
BA3417	11.985232449421302	8.003175796747339
BA3418	6.635294965300766	2.663966809245466
BA3421	5.28260925317226	1.5486355505826397
BA3422	17.179527426315072	3.2350972315890703
BA3423	10.963398377588634	2.956341602296696
BA3427	9.29610382811063	5.039461368933654
BA3430	3.376723357465601	1.470529567249394
BA3431	5.2956503189134905	0.6644513682173385
BA3433	11.124922747602398	1.2684362494077317
BA3434	10.684241187268606	6.952150884828426
BA3435	7.207195702534164	6.96312226778798
BA3436	8.942673968449142	10.73128274253199
BA3438	13.298804121187224	6.692067349966411
BA3445	13.585759177133028	2.8596162690741727
BA3446	10.112802584876396	6.762725766577692
BA3447	5.064946393689568	2.1685373915589192
BA3448	7.659809256873132	9.295582216231727
BA3449	8.663162251082694	7.364819549745412
BA3450	10.04252924348618	1.0306684467942244
BA3451	6.8123698098142365	8.911989992451932
BA3452	6.957609320826012	1.828817571309321
BA3453	7.816516530672914	1.637528591477676
BA3454	12.90077034756054	18.16516241952004
