	PTPN11	DNMT3A
BA3345	10.56551791674996	0.1882478687325217
BA3347	12.895248893688454	0.0793081425722057
BA3351	36.15111433085691	0.3767988798133077
BA3352	11.602828493127593	0.2441699598087771
BA3353	35.31452803631488	1.573201875235866
BA3357	23.394936659638905	3.182234794031143
BA3362	21.929829281753584	0.367298106114524
BA3367	15.08460695321988	0.468206268930404
BA3369	30.111459179936265	0.7189140278030713
BA3371	16.57214863696018	0.3911707268286983
BA3373	59.687482235387535	2.4270778986899404
BA3374	14.286142079384424	0.1736769107583531
BA3375	14.986029961281671	0.4157910061042422
BA3376	18.460625960877035	2.587745454093571
BA3379	28.28338708702801	0.5875948555881614
BA3380	15.395065123545448	0.3636938974279577
BA3381	31.6022929834454	0.2705984129882083
BA3384	15.82572118593314	0.3928863086554694
BA3385	18.844695554238974	0.3568143983749653
BA3386	23.83686331483464	1.9497978949432675
BA3388	14.160480378577368	0.6371076022783089
BA3390	12.885807017959875	0.1972813536342707
BA3394	25.0992123120214	0.5790544948291578
BA3395	26.164953144487377	0.1474578939999843
BA3397	42.49803859219085	1.9169014583899533
BA3399	9.217550243661025	0.1115975023665588
BA3400	20.49932304808881	0.260553953633249
BA3403	40.07256786518545	0.4718327508913635
BA3405	18.77385346724309	0.7026056745282946
BA3406	22.99494518688369	0.4914363116068612
BA3407	25.57381689341782	0.0816258011323548
BA3408	16.372140642588597	0.4422947939992025
BA3410	20.956953686492668	0.3007432512975378
BA3411	23.686174665300918	0.4276105326232634
BA3412	30.806279236788768	0.9399164494533891
BA3413	20.1099448245558	0.7761283990244846
BA3415	58.24596658054627	0.805013616849289
BA3416	19.695638462196776	1.131804859197465
BA3417	22.196288192458372	0.4334518624957957
BA3418	32.63184933979395	0.5450125383258861
BA3421	7.884860177730484	0.0928301259362801
BA3422	16.531991048470882	0.7787122927717289
BA3423	22.056976272015444	0.3137561136635265
BA3427	24.97543818115768	0.5557356852906213
BA3430	9.925872127763904	0.0859224317649399
BA3431	16.4322603052081	0.1980508370410119
BA3433	16.497331140038252	0.3218101173604146
BA3434	19.549469421478744	1.8010545072872437
BA3435	26.26993630818124	0.3518001604734708
BA3436	18.030821688180044	0.715050361453989
BA3438	32.097233187234345	0.6787067187657545
BA3445	21.016117689995312	0.2083692683665713
BA3446	11.215195744897262	0.5461630899368397
BA3447	3.2625258891737285	0.4979278293894679
BA3448	20.46619821409374	0.6232957528729896
BA3449	27.228714859707505	0.1511482243319365
BA3450	26.141088273719884	0.5264935101688636
BA3451	19.54939345148004	0.2265887147247246
BA3452	20.50716139930494	0.5440027208658725
BA3453	14.797701231567332	0.1025448915257053
BA3454	38.03237898772129	0.5503671457682342
