	NF1	DNMT3A
BA3351	183.84015117269627	0.3767988798133077
BA3352	142.52121731092907	0.2441699598087771
BA3353	169.65826102895142	1.573201875235866
BA3357	230.10965888564544	3.182234794031143
BA3362	66.30559672126034	0.367298106114524
BA3367	119.2584771410444	0.468206268930404
BA3369	233.0697009394279	0.7189140278030713
BA3371	161.37983110943483	0.3911707268286983
BA3373	434.5300220567231	2.4270778986899404
BA3374	90.3308747655744	0.1736769107583531
BA3375	185.2589113390073	0.4157910061042422
BA3376	257.5822685803655	2.587745454093571
BA3379	302.81777996661253	0.5875948555881614
BA3380	221.2996538343536	0.3636938974279577
BA3381	246.3283155559964	0.2705984129882083
BA3384	73.83871681860033	0.3928863086554694
BA3385	166.26396393899057	0.3568143983749653
BA3386	298.1066453189916	1.9497978949432675
BA3388	155.3495612647028	0.6371076022783089
BA3390	139.13709376795416	0.1972813536342707
BA3394	272.9511856941777	0.5790544948291578
BA3395	32.835911513872546	0.1474578939999843
BA3397	84.60717882884792	1.9169014583899533
BA3399	77.34069004481765	0.1115975023665588
BA3400	352.9573171396579	0.260553953633249
BA3403	235.1154504862194	0.4718327508913635
BA3405	150.10322649841862	0.7026056745282946
BA3406	175.00593868924125	0.4914363116068612
BA3407	78.37666956178536	0.0816258011323548
BA3408	104.22963722764784	0.4422947939992025
BA3410	133.7262587530939	0.3007432512975378
BA3411	238.25400702034068	0.4276105326232634
BA3412	195.68106403756929	0.9399164494533891
BA3413	115.6071633334826	0.7761283990244846
BA3415	259.60805659132666	0.805013616849289
BA3416	264.47263050967763	1.131804859197465
BA3417	173.8357604806873	0.4334518624957957
BA3418	92.26888813182342	0.5450125383258861
BA3421	60.49421950990799	0.0928301259362801
BA3422	290.0938510194062	0.7787122927717289
BA3423	247.16444382180865	0.3137561136635265
BA3427	149.39600555491052	0.5557356852906213
BA3430	94.55339835609128	0.0859224317649399
BA3431	120.84144657847006	0.1980508370410119
BA3433	178.90290846691832	0.3218101173604146
BA3434	262.8951788966082	1.8010545072872437
BA3435	232.53373548105796	0.3518001604734708
BA3436	184.67064609509663	0.715050361453989
BA3438	111.05004860202276	0.6787067187657545
BA3445	252.05807357118948	0.2083692683665713
BA3446	57.86422902407379	0.5461630899368397
BA3447	61.61094005127081	0.4979278293894679
BA3448	145.5723603719289	0.6232957528729896
BA3449	197.1342114504446	0.1511482243319365
BA3450	54.5939820641306	0.5264935101688636
BA3451	150.25803532935367	0.2265887147247246
BA3452	415.7140845086584	0.5440027208658725
BA3453	180.47298431809	0.1025448915257053
BA3454	341.75196441638946	0.5503671457682342
