	PTPN11	TP53
BA3388	14.160480378577368	2.0373395330261705
BA3390	12.885807017959875	2.7604390962272407
BA3394	25.0992123120214	6.443195392242973
BA3395	26.164953144487377	4.2761944339420985
BA3397	42.49803859219085	5.668096908764594
BA3399	9.217550243661025	0.9948656740547308
BA3400	20.49932304808881	3.228250134696544
BA3403	40.07256786518545	11.409542625883178
BA3405	18.77385346724309	9.666107570691675
BA3406	22.99494518688369	6.294531723364698
BA3407	25.57381689341782	2.249300581821931
BA3408	16.372140642588597	2.022710252464818
BA3410	20.956953686492668	2.027435693949719
BA3411	23.686174665300918	11.09440814198713
BA3412	30.806279236788768	9.682942990085344
BA3413	20.1099448245558	15.174055598229884
BA3415	58.24596658054627	1.5075778560340645
BA3416	19.695638462196776	9.37795349374526
BA3417	22.196288192458372	8.003175796747339
BA3418	32.63184933979395	2.663966809245466
BA3421	7.884860177730484	1.5486355505826397
BA3422	16.531991048470882	3.2350972315890703
BA3423	22.056976272015444	2.956341602296696
BA3427	24.97543818115768	5.039461368933654
BA3430	9.925872127763904	1.470529567249394
BA3431	16.4322603052081	0.6644513682173385
BA3433	16.497331140038252	1.2684362494077317
BA3434	19.549469421478744	6.952150884828426
BA3435	26.26993630818124	6.96312226778798
BA3436	18.030821688180044	10.73128274253199
BA3438	32.097233187234345	6.692067349966411
BA3445	21.016117689995312	2.8596162690741727
BA3446	11.215195744897262	6.762725766577692
BA3447	3.2625258891737285	2.1685373915589192
BA3448	20.46619821409374	9.295582216231727
BA3449	27.228714859707505	7.364819549745412
BA3450	26.141088273719884	1.0306684467942244
BA3451	19.54939345148004	8.911989992451932
BA3452	20.50716139930494	1.828817571309321
BA3453	14.797701231567332	1.637528591477676
BA3454	38.03237898772129	18.16516241952004
