	GATA2	KIT
BA3295	6.94358580230343	7.63511106991273
BA3283	6.57356389506373	6.81394894542996
BA3390	3.87479759609797	2.0027706023653
BA3275	8.57394218930808	1.79218942654284
BA3136	8.1981158996604	6.65069612456278
BA3190	6.80603450730616	5.36221790332293
BA3234	3.4375681966549	4.19258206139557
BA3087	5.20013137153335	9.37087504671963
BA3454	7.54733361982974	7.38257507273258
BA3302	7.65276972214058	8.51934782702254
BA3117	7.19064975766148	9.25691151442812
BA3083	6.71212603625657	6.25491135905161
BA3266	7.75640802704286	8.20414503388581
BA3175	5.07164095305392	4.04515830056364
BA3268	9.30485684547982	7.15327818681819
BA3229	7.94145634611773	7.7045927999637
BA3353	7.18078818168097	9.01658796485945
BA3312	7.91426996698012	7.96905854853838
BA3119	9.45909303825332	7.72277870826456
BA3138	6.87971926016812	5.76293182295601
BA3219	2.03395241692527	3.36719135359718
BA3388	7.44443985803447	6.51657057172327
BA3357	9.53650854885809	7.76884228347361
BA3351	5.83800900717186	6.11161537904966
BA3208	7.35298985161002	7.46163860381834
BA3310	7.19145743010941	8.2618544484033
BA3200	10.3158055322447	6.39165195051498
BA3325	7.57365573963701	7.39829394317713
BA3146	8.2874098816496	7.13121480456278
BA3211	9.66095938066438	6.22243678568209
BA3237	9.1755941413251	7.1045805500083
BA3130	0.0096330444008767	1.63950073835561
BA3376	7.75640802704286	6.96026429862309
BA3137	7.66369633945432	7.81969894849543
BA3300	7.64778904816974	7.31848514343172
BA3375	8.10917947996904	5.40039592941304
BA3249	8.97664914654451	7.85633367820174
BA3385	7.92868137841977	6.84596201012783
BA3242	7.21053357648558	7.59565623174131
BA3446	6.31068973576453	6.72238123052722
BA3416	8.95099667095566	7.9609725092348
BA3123	8.04414638908848	8.23632115552463
