	PTPN11	SMC1A
BA3341	21.133817970311235	0.1340534070242475
BA3345	10.56551791674996	0.2691436388180634
BA3347	12.895248893688454	0.2817486440265248
BA3351	36.15111433085691	0.5576746547081657
BA3352	11.602828493127593	0.1269262113143227
BA3353	35.31452803631488	0.3739928078807283
BA3357	23.394936659638905	0.2270771111619817
BA3362	21.929829281753584	0.7045573938282762
BA3367	15.08460695321988	0.251578382528183
BA3369	30.111459179936265	0.4731690224466945
BA3371	16.57214863696018	0.3343398862372702
BA3373	59.687482235387535	0.5077674825931271
BA3374	14.286142079384424	0.2735648354585651
BA3375	14.986029961281671	0.4016463111768728
BA3376	18.460625960877035	0.3363856862916911
BA3379	28.28338708702801	0.3485673284838801
BA3380	15.395065123545448	0.1734079973740972
BA3381	31.6022929834454	0.6422473361778309
BA3384	15.82572118593314	0.5429867484995907
BA3385	18.844695554238974	0.3843529053431204
BA3386	23.83686331483464	0.5141743856636369
BA3388	14.160480378577368	0.1625596205051206
BA3390	12.885807017959875	0.1328628206553596
BA3394	25.0992123120214	0.2906185117272015
BA3395	26.164953144487377	0.3446840557470704
BA3397	42.49803859219085	0.4253413108767869
BA3399	9.217550243661025	0.0709429378341433
BA3400	20.49932304808881	0.1849697575998511
BA3403	40.07256786518545	0.456477090999203
BA3405	18.77385346724309	0.3371720788156322
BA3406	22.99494518688369	0.2173320711348331
BA3407	25.57381689341782	0.2594991600737202
BA3408	16.372140642588597	0.1623549633196094
BA3410	20.956953686492668	0.2085827065405145
BA3411	23.686174665300918	0.5322833574805441
BA3412	30.806279236788768	0.5784332899678921
BA3413	20.1099448245558	0.307574897989733
BA3415	58.24596658054627	1.384231307421372
BA3416	19.695638462196776	0.2966540593221775
BA3417	22.196288192458372	0.2537098289061137
BA3418	32.63184933979395	0.1022704503408683
BA3421	7.884860177730484	0.1346553448183822
BA3422	16.531991048470882	0.1382487385518397
BA3423	22.056976272015444	0.2450515506241624
BA3427	24.97543818115768	0.2633104458808913
BA3430	9.925872127763904	0.1806405333968565
BA3431	16.4322603052081	0.0706968101638176
BA3433	16.497331140038252	0.1135537256605669
BA3434	19.549469421478744	0.4227044661523071
BA3435	26.26993630818124	0.2794249801626942
BA3436	18.030821688180044	0.3279074953514854
BA3438	32.097233187234345	0.389483282865831
BA3445	21.016117689995312	0.1487869623989815
BA3446	11.215195744897262	0.4539763583313246
BA3447	3.2625258891737285	0.0712078781792085
BA3448	20.46619821409374	0.429217787492768
BA3449	27.228714859707505	0.3570211471170528
BA3450	26.141088273719884	0.2406587180679468
BA3451	19.54939345148004	0.5160883256655378
BA3452	20.50716139930494	0.1231823762988817
BA3453	14.797701231567332	0.2829978427565464
BA3454	38.03237898772129	0.7032643337286797
