	KIT	IDH2
BA3295	7.63511106991273	8.38100696139026
BA3283	6.81394894542996	8.01965582601105
BA3390	2.0027706023653	7.18154554634955
BA3275	1.79218942654284	8.68106286594684
BA3136	6.65069612456278	7.50539293842063
BA3190	5.36221790332293	8.03197078783115
BA3234	4.19258206139557	7.45963779857083
BA3087	9.37087504671963	8.67155422607777
BA3454	7.38257507273258	8.23886821722062
BA3302	8.51934782702254	9.01306871894599
BA3117	9.25691151442812	9.1314039045803
BA3083	6.25491135905161	7.77846043065093
BA3266	8.20414503388581	8.04934885751887
BA3175	4.04515830056364	7.73200199894925
BA3268	7.15327818681819	8.48407580140491
BA3229	7.7045927999637	8.03197078783115
BA3353	9.01658796485945	8.68106286594684
BA3312	7.96905854853838	9.36044459889599
BA3119	7.72277870826456	8.78717245605116
BA3138	5.76293182295601	7.65513327960109
BA3219	3.36719135359718	6.87788091401863
BA3388	6.51657057172327	7.6160759273921
BA3357	7.76884228347361	8.72037345844597
BA3351	6.11161537904966	8.41846114844672
BA3208	7.46163860381834	7.31039812260742
BA3310	8.2618544484033	9.04860912314158
BA3200	6.39165195051498	8.33560901482561
BA3325	7.39829394317713	7.62683244469809
BA3146	7.13121480456278	8.05801802157941
BA3211	6.22243678568209	9.04501990946176
BA3237	7.1045805500083	8.28311530497155
BA3130	1.63950073835561	7.29515347515493
BA3376	6.96026429862309	8.15090969693391
BA3137	7.81969894849543	8.43037965011906
BA3300	7.31848514343172	9.14833321497193
BA3375	5.40039592941304	8.63341745058943
BA3249	7.85633367820174	8.83544161006383
BA3385	6.84596201012783	7.76466876898383
BA3242	7.59565623174131	7.93658206656699
BA3446	6.72238123052722	7.38062061343463
BA3416	7.9609725092348	9.12586826213153
BA3123	8.23632115552463	8.07424285809521
