	NPM1	JAK2
BA3283	8.2960419873451	7.15557221270197
BA3390	7.6160759273921	7.34370807957505
BA3275	8.48906113697349	6.03812571980279
BA3136	7.65276972214058	6.28997086497795
BA3190	9.28397254525379	5.92432462638165
BA3234	6.61979235879454	7.71088637463883
BA3087	7.02052497875875	6.115497606055
BA3454	8.53473617000875	5.62980424436949
BA3302	9.56915130536806	6.07138778077856
BA3117	9.28155652487085	5.51276153131016
BA3083	7.86962495676443	6.56840033593867
BA3266	8.43277580504712	6.47228949068298
BA3175	7.8503248353151	7.3212161814573
BA3268	8.75396729152058	5.92753747485825
BA3229	8.84624370479657	6.95615389337193
BA3353	8.75396729152058	5.76066648810106
BA3312	8.50918028997297	5.93857356885623
BA3119	9.01658796485945	5.88444565778855
BA3138	8.45696872743274	6.59468087653905
BA3219	6.95344802847081	7.75510135803604
BA3388	8.59260663428802	6.57509033573893
BA3357	8.78290910408921	6.11421817923463
BA3351	8.15090969693391	5.67279352334088
BA3208	8.95099667095566	6.33826437905032
BA3310	9.070312190258	5.9527582231115
BA3200	8.31128742473223	6.41850564142252
BA3325	8.57129520837751	6.19299832162761
BA3146	8.49406416345013	6.47523792980687
BA3211	8.8589671548512	6.68242645093915
BA3237	8.70112769787832	6.68181953854303
BA3130	6.67668520784891	6.24546760741925
BA3376	8.59529250724368	5.69181620547997
BA3137	8.43517613550052	7.06520657071416
BA3300	8.91122222327466	5.53314032561817
BA3375	8.53473617000875	5.57190904546529
BA3249	8.81669913828123	5.94221717949707
BA3385	8.46185834013681	6.40877834877257
BA3242	8.93752128537319	6.78433325744635
BA3446	8.44966638628301	6.92898560318184
BA3416	8.97829037472744	5.84590125948166
BA3123	9.38574669180088	6.73801134139373
